depth "temperature (K)" "grain size (m)"
1185.34 245.568001573972 0.003239546915092
1185.43 245.569080310994 0.003687953289396
1185.52 245.569159048016 0.003823307630997
1185.7 245.57031652206 0.004036617776524
1185.79 245.570395259082 0.003710377686631
1211.74 245.706097767092 0.003295220733516
1211.83 245.707176504114 0.003745912936349
1211.92 245.707255241136 0.00380206853846
1212.01 245.708333978158 0.003474469834479
1212.1 245.70841271518 0.003720127673554
1212.19 245.709491452202 0.003288370650934
1218.34 245.743871815372 0.00342713478409
1218.43 245.744950552394 0.003094924171971
1218.52 245.745029289416 0.003228708665357
1218.61 245.745108026438 0.003821009099116
1218.7 245.74618676346 0.003654032540881
1218.79 245.746265500482 0.003257486233741
1224.39 245.770164692962 0.003856796031589
1224.48 245.770243429984 0.003711424165825
1224.57 245.770322167006 0.00322342597606
1224.66 245.770400904028 0.003460900965927
1224.75 245.77147964105 0.003689886142914
1224.84 245.771558378072 0.003358646700994
1228.79 245.788014058482 0.003402986537983
1228.88 245.789092795504 0.003461785634346
1228.97 245.789171532526 0.003254850732975
1229.06 245.789250269548 0.003268320601613
1229.15 245.78932900657 0.003200062230332
1229.24 245.790407743592 0.003461138248462
1234.84 245.813306936072 0.004153784264814
1234.93 245.814385673094 0.003880656563426
1235.02 245.814464410116 0.004021243199067
1235.11 245.814543147138 0.003719203464991
1235.2 245.81562188416 0.003440509312453
1235.29 245.815700621182 0.003548651122275
1250.79 245.896260886082 0.003721633299445
1250.88 245.896339623104 0.003529233813615
1250.97 245.897418360126 0.003215342126516
1251.06 245.897497097148 0.003628401423845
1251.15 245.89757583417 0.003579025906557
1251.24 245.898654571192 0.003773884325135
1255.55 245.92142519969 0.003830959443834
1261.79 245.954884299882 0.003567563062862
1261.88 245.954963036904 0.00374004504818
1261.97 245.956041773926 0.003686813811921
1262.06 245.956120510948 0.004092020026921
1262.15 245.95619924797 0.00332955611565
1262.24 245.957277984992 0.003777610553437
1279.39 246.038281761962 0.003797243193721
1279.48 246.038360498984 0.003710669358037
1279.57 246.039439236006 0.003878195040234
1279.66 246.039517973028 0.004212543353704
1279.75 246.03959671005 0.003843419122358
1279.84 246.039675447072 0.003553941204717
1284.34 246.058612298172 0.00423976365999
1284.43 246.059691035194 0.004384722317496
1284.52 246.059769772216 0.003874286214121
1284.61 246.059848509238 0.003889832487109
1284.7 246.06092724626 0.003766572928699
1284.79 246.061005983282 0.003968767955419
1311.84 246.303670832672 0.00412595047971
1311.93 246.304749569694 0.004133180651226
1312.02 246.305828306716 0.004066660358907
1312.11 246.306907043738 0.004198404569996
1312.2 246.30798578076 0.003814422311898
1312.29 246.309064517782 0.004383604208531
1355.84 246.617164487872 0.003676681145606
1355.93 246.618243224894 0.00416283223007
1356.02 246.619321961916 0.004399362112348
1356.11 246.620400698938 0.004620736799859
1356.2 246.62147943596 0.004236053219191
1356.29 246.622558172982 0.004134012311207
1377.84 246.871411315472 0.003698588696338
1377.93 246.872490052494 0.004484395167406
1378.02 246.873568789516 0.004873788218059
1378.11 246.874647526538 0.004146114053108
1378.2 246.87572626356 0.003515744119179
1378.29 246.876805000582 0.003812819753657
1399.84 247.113658143072 0.003827019007411
1399.93 247.113736880094 0.003898692904179
1400.02 247.114815617116 0.003987906535203
1400.11 247.115894354138 0.002813490758758
1400.2 247.11697309116 0.004005459965016
1400.29 247.118051828182 0.004121318984825
1417.99 247.294536775842 0.00330803169845
1418.08 247.295615512864 0.00379177376212
1418.17 247.296694249886 0.003236910575346
1418.26 247.296772986908 0.003621147898024
1418.35 247.29785172393 0.003467529559547
1418.44 247.298930460952 0.003385884029852
1418.54 247.300017946532 0.003211211289536
1418.63 247.301096683554 0.003175576542523
1418.72 247.301175420576 0.003401480236509
1418.81 247.302254157598 0.003043190708417
1418.9 247.30333289462 0.002862197760388
1421.84 247.329904970672 0.003001503431532
1421.93 247.329983707694 0.002949096181511
1422.02 247.331062444716 0.002766984971628
1422.11 247.332141181738 0.002995641618363
1422.2 247.33221991876 0.002930937464291
1422.29 247.333298655782 0.002968739641369
1432.84 247.421528384472 0.002708260447406
1432.93 247.422607121494 0.003253221051287
1433.02 247.423685858516 0.002769756012671
1433.11 247.423764595538 0.002559662916574
1433.2 247.42484333256 0.002557580347026
1433.29 247.425922069582 0.00268023188851
1454.84 247.630775212072 0.003157601309495
1454.93 247.631853949094 0.002993411502424
1455.02 247.632932686116 0.003134512625221
1455.11 247.634011423138 0.003075124110655
1455.2 247.63509016016 0.003013101996971
1455.29 247.636168897182 0.002914736842709
1476.84 247.817022039672 0.003528963226196
1476.93 247.818100776694 0.003531601470493
1477.02 247.818179513716 0.003555332777371
1477.11 247.819258250738 0.003172588077297
1477.2 247.81933698776 0.003436473149466
1477.29 247.820415724782 0.003526276069032
1498.84 248.005268867272 0.002756757550931
1498.93 248.005347604294 0.002496346055288
1499.02 248.006426341316 0.002469828427571
1499.11 248.006505078338 0.002637022354918
1499.2 248.00658381536 0.002563452973928
1499.29 248.007662552382 0.002743973610398
1520.84 248.245515694872 0.002233925736994
1520.93 248.245594431894 0.002313559808978
1521.02 248.246673168916 0.002242986761062
1521.11 248.246751905938 0.002328748804767
1521.2 248.24783064296 0.002254331013595
1521.29 248.247909379982 0.002331729409502
1542.84 248.414762522472 0.002229135820547
1542.93 248.415841259494 0.002344018630427
1543.02 248.416919996516 0.002290348443955
1543.11 248.417998733538 0.002849489188105
1543.2 248.41907747056 0.002450017545752
1543.29 248.419156207582 0.002398144219936
1564.84 248.633009350072 0.002194916473258
1564.93 248.634088087094 0.002182242717393
1565.02 248.635166824116 0.002164359490336
1565.11 248.636245561138 0.002284562396739
1565.2 248.63732429816 0.002147059764161
1565.29 248.639403035182 0.002162617493988
1608.84 249.405503005272 0.002044363357622
1608.93 249.407581742294 0.002092454352394
1609.02 249.408660479316 0.002177900412228
1609.11 249.409739216338 0.002122630878738
1609.2 249.41081795336 0.002114050817358
1609.29 249.411896690382 0.002141362221581
1757.34 251.812419091572 0.003241480046553
1757.43 251.813497828594 0.002868518726559
1757.52 251.814576565616 0.003089826891449
1757.61 251.816655302638 0.003334661135393
1757.7 251.81773403966 0.003015678558235
1757.79 251.818812776682 0.002791332739826
1762.84 251.926230798472 0.002252483370024
1767.24 252.024080163992 0.002496565363406
1768.34 252.048042505372 0.002346486114865
1768.43 252.050121242394 0.003348534334832
1768.52 252.052199979416 0.00235702445951
1768.61 252.054278716438 0.002327780859041
1768.7 252.05635745346 0.002328855418253
1768.79 252.058436190482 0.002340958492267
1773.84 252.170854212272 0.00220649057074
1779.89 252.305147089862 0.002541965544685
1784.29 252.402996455382 0.002609036153148
1784.84 252.414477626072 0.002550958105652
1786.49 252.449921138142 0.002995571487482
1790.34 252.517289332972 0.002879894662594
1795.84 252.614101039872 0.002187347808292
1801.34 252.710912746772 0.002848195319174
1801.43 252.711991483794 0.002908656402964
1801.52 252.714070220816 0.002773355374523
1801.61 252.715148957838 0.003039196649985
1801.7 252.71722769486 0.002905886369125
1801.79 252.718306431882 0.002949486879337
1802.44 252.729875088152 0.002689659268473
1806.84 252.806724453672 0.003161798160769
1810.69 252.888092648502 0.002406780126305
1812.34 252.925536160572 0.002324444651452
1817.84 253.052347867472 0.002726452218843
1818.39 253.065829038162 0.002748355035645
1821.69 253.141716062302 0.00290556649563
1823.34 253.180159574372 0.003004356945133
1823.43 253.182238311394 0.002765673221444
1823.52 253.184317048416 0.002835711363368
1823.61 253.186395785438 0.002855769177282
1823.7 253.18847452246 0.002827581757332
1823.79 253.190553259482 0.002639025348222
1828.84 253.297971281272 0.00333081207982
1834.43 253.414861725194 0.003144379944269
1839.84 253.536594695072 0.003139535328103
1839.93 253.538673432094 0.003010988417232
1840.02 253.540752169116 0.002873297408346
1840.11 253.542830906138 0.002957389019573
1840.2 253.54490964316 0.002892124075484
1840.29 253.546988380182 0.003105007518815
1845.34 253.663406401972 0.002913109202834
1845.43 253.665485138994 0.002910205595226
1845.52 253.667563876016 0.002822962483585
1845.61 253.669642613038 0.002805480570546
1845.7 253.67172135006 0.002805791433783
1845.79 253.673800087082 0.002812947648768
1867.34 254.115653229572 0.002261461595284
1867.43 254.116731966594 0.002301594792891
1867.52 254.117810703616 0.002234441487705
1867.61 254.119889440638 0.002380267644312
1867.7 254.12096817766 0.002912772637666
1867.79 254.122046914682 0.002594820693398
1889.34 254.575900057172 0.0029668240644
1889.43 254.577978794194 0.00294627341687
1889.52 254.579057531216 0.003637198581011
1889.61 254.580136268238 0.00286452558683
1889.7 254.58121500526 0.002827304813733
1889.79 254.582293742282 0.002733643797058
1897.77 254.714275091566 0.002838487081088
1897.95 254.72243256561 0.002766418924157
1911.34 255.132146884772 0.002622434267122
1911.43 255.134225621794 0.002804175476736
1911.52 255.136304358816 0.002712603334468
1911.61 255.137383095838 0.002726942519503
1911.7 255.13946183286 0.002902082852739
1911.79 255.141540569882 0.002851452333237
1933.34 255.609393712372 0.002680191509102
1933.43 255.611472449394 0.002691812300355
1933.52 255.612551186416 0.002929155826397
1933.61 255.614629923438 0.002502576086159
1933.7 255.61670866046 0.002875337290304
1933.79 255.617787397482 0.002740872250624
1955.34 256.180640539972 0.001864770759481
1955.43 256.181719276994 0.002260186003807
1955.52 256.182798014016 0.001860583994609
1955.61 256.183876751038 0.001994184728667
1955.7 256.18495548806 0.001937539075963
1955.79 256.187034225082 0.001994357109798
1977.34 256.805887367572 0.001758067611681
1977.43 256.807966104594 0.001663691672609
1977.52 256.810044841616 0.001628364910422
1977.61 256.812123578638 0.001733992422158
1977.7 256.81420231566 0.001757520735447
1977.79 256.815281052682 0.001741868069147
1999.34 257.208134195172 0.00184827336477
1999.43 257.210212932194 0.00194556260309
1999.52 257.213291669216 0.001704072972992
1999.61 257.215370406238 0.001852147701506
1999.7 257.21744914326 0.001933536228164
1999.79 257.220527880282 0.002028287839681
2021.34 257.814381022772 0.002784091241045
2021.43 257.816459759794 0.002640496458961
2021.52 257.818538496816 0.002841817947923
2021.61 257.821617233838 0.002731670564004
2021.7 257.82369597086 0.002646781649835
2021.79 257.826774707882 0.002736774283909
2048.84 258.521439557272 0.00261686431345
2048.93 258.523518294294 0.002751503490778
2049.02 258.524597031316 0.003078984726471
2049.11 258.526675768338 0.002988703458711
2049.2 258.52875450536 0.002951907620349
2049.29 258.530833242382 0.002784189564571
2065.34 258.877874677972 0.003088606909437
2065.43 258.880953414994 0.003163400479898
2065.52 258.883032152016 0.00303684339359
2065.61 258.886110889038 0.003037371620472
2065.7 258.88818962606 0.00293126760015
2065.79 258.890268363082 0.002822382851085
2087.34 259.436121505572 0.00286625411317
2087.43 259.438200242594 0.002608296711
2087.52 259.440278979616 0.002529825086045
2087.61 259.441357716638 0.002472996827341
2087.7 259.44343645366 0.002615241160437
2087.79 259.445515190682 0.002910982069142
2098.89 259.757226090062 0.002092895461841
2098.98 259.760304827084 0.00191257106672
2099.07 259.764383564106 0.002235358716921
2099.16 259.768462301128 0.002133764706622
2099.25 259.77154103815 0.002162305434342
2099.34 259.775619775172 0.002255017137618
2109.34 260.043368333172 0.002798093675007
2109.43 260.045447070194 0.002662236026006
2109.52 260.047525807216 0.003018512344464
2109.61 260.049604544238 0.002920619352187
2109.7 260.05068328126 0.002649933069406
2109.79 260.052762018282 0.002705136970623
2116.49 260.254623552142 0.002582945933091
2116.58 260.258702289164 0.002644122501877
2116.67 260.261781026186 0.002624918943189
2116.76 260.265859763208 0.00288962240903
2116.85 260.26893850023 0.002783542394783
2116.94 260.273017237252 0.003243382583568
2120.34 260.393991746972 0.003021404577384
2120.43 260.396070483994 0.003286895108243
2120.52 260.398149221016 0.00280163163557
2120.61 260.401227958038 0.00308122315487
2120.7 260.40330669506 0.00265968089436
2120.79 260.406385432082 0.003016786647114
2131.43 260.698693897794 0.002674158641183
2131.52 260.701772634816 0.003117828231602
2131.61 260.703851371838 0.003237317667243
2131.7 260.70693010886 0.003008202566966
2131.79 260.709008845882 0.003248370216742
2147.84 261.151050281472 0.003880853417835
2147.93 261.154129018494 0.003499656662917
2148.02 261.156207755516 0.003335247177242
2148.11 261.158286492538 0.003428889753552
2148.2 261.16136522956 0.003119267417289
2148.29 261.163443966582 0.003040032319411
2175.34 261.977108815972 0.004160369336854
2175.43 261.978187552994 0.003658681361592
2175.52 261.980266290016 0.003953210024276
2175.61 261.982345027038 0.003870077355375
2175.7 261.98442376406 0.003737593117632
2175.79 261.986502501082 0.003595370885163
2202.84 262.560167350472 0.003322512409611
2202.93 262.563246087494 0.003277474364187
2203.02 262.566324824516 0.003438834324476
2203.11 262.569403561538 0.003491884146779
2203.2 262.57248229856 0.003551427112553
2203.29 262.575561035582 0.003490155381017
2208.34 262.752979057372 0.003528394925073
2208.43 262.756057794394 0.003918498729071
2208.52 262.760136531416 0.003556840147493
2208.61 262.763215268438 0.003538237954633
2208.7 262.76729400546 0.003377655601613
2208.79 262.771372742482 0.003397227182468
2213.84 262.965790764272 0.03
2213.93 262.967869501294 0.03
2214.02 262.968948238316 0.006783980340482
2214.11 262.971026975338 0.009954095170688
2214.2 262.97310571236 0.00825768505151
2214.29 262.975184449382 0.012226132771728
2241.89 263.656330469462 0.005774711212884
2241.98 263.657409206484 0.005221153189157
2242.07 263.658487943506 0.004953790166465
2242.16 263.659566680528 0.004885282386759
2242.25 263.66164541755 0.00473716367165
2242.34 263.662724154572 0.004947553425224
2257.84 264.181284419472 0.005023581563026
2258.02 264.186441893516 0.00509022835788
2258.2 264.19159936756 0.005173886110491
2263.34 264.333096126372 0.03
2263.43 264.336174863394 0.03
2263.61 264.340332337438 0.03
2263.7 264.34341107446 0.03
2263.79 264.345489811482 0.03
2268.84 264.484907833272 0.008576446
2268.93 264.486986570294 0.007589505455568
2269.02 264.490065307316 0.006573154901488
2269.11 264.492144044338 0.006312774707739
2269.2 264.49522278136 0.007067374815054
2269.29 264.497301518382 0.007160025955059
2285.34 265.013342953972 0.008880659469448
2285.43 265.014421690994 0.006884139482792
2285.52 265.016500428016 0.006281292678775
2285.61 265.017579165038 0.006837819479762
2285.7 265.01865790206 0.007457655878457
2285.79 265.019736639082 0.006815671709079
2307.34 265.545589781572 0.006821180394849
2307.52 265.550747255616 0.0073654345
2307.61 265.552825992638 0.009153693893924
2307.79 265.557983466682 0.006020291484345
2329.34 266.151836609172 0.006634015487135
2329.43 266.153915346194 0.004923730044542
2329.52 266.156994083216 0.005736973092105
2329.61 266.159072820238 0.00504333736104
2329.7 266.16115155726 0.006547195871572
2329.79 266.164230294282 0.006530518191286
2351.34 266.758083436772 0.008110731055954
2351.43 266.760162173794 0.007907128587049
2351.52 266.763240910816 0.006938302477613
2351.61 266.765319647838 0.006673616360798
2351.7 266.76739838486 0.007954632967944
2351.79 266.770477121882 0.006866342532822
2362.89 267.076188021262 0.004859123526061
2362.98 267.078266758284 0.005972228563491
2363.07 267.081345495306 0.0063631281218
2363.16 267.085424232328 0.00627521877449
2363.25 267.08950296935 0.006437420454686
2363.34 267.092581706372 0.0060172240784
2363.99 267.119150362642 0.007474496371768
2364.08 267.123229099664 0.009089575718036
2364.17 267.126307836686 0.008490856419793
2364.26 267.130386573708 0.008537804744293
2364.35 267.13446531073 0.00699319304334
2364.44 267.137544047752 0.009337022269844
2364.54 267.141631533332 0.008718655131371
2364.63 267.145710270354 0.00815643321754
2364.72 267.149789007376 0.007781661400753
2364.81 267.152867744398 0.009924388251487
2364.9 267.15694648142 0.007589757096161
2364.99 267.160025218442 0.007705342684566
2367.84 267.276518557472 0.03
2367.93 267.280597294494 0.03
2368.02 267.284676031516 0.03
2368.11 267.287754768538 0.03
2368.2 267.29183350556 0.03
2368.29 267.294912242582 0.03
2373.34 267.501330264372 0.03
2395.34 268.087577091972 0.03
2395.43 268.089655828994 0.03
2395.52 268.090734566016 0.03
2395.61 268.092813303038 0.03
2395.7 268.09489204006 0.03
2395.79 268.096970777082 0.03
2417.89 268.522305090262 0.03
2417.98 268.524383827284 0.03
2418.25 268.52962003835 0.03
2418.34 268.530698775372 0.03
2442.09 269.647476600622 0.009596883058592
2442.18 269.650555337644 0.009596883058592
2442.27 269.654634074666 0.009596883058592
2442.36 269.657712811688 0.009596883058592
2442.45 269.66179154871 0.00691277532177
2442.54 269.665870285732 0.006128948059533
