depth "temperature (K)" "grain size (m)"
2442.64 269.669957771312 0.006719912424236
2442.73 269.673036508334 0.006484146227725
2442.82 269.677115245356 0.006624517951713
2442.91 269.680193982378 0.006162148780299
2443 269.6842727194 0.00624770614281
2443.09 269.688351456422 0.007272716677526
2461.34 270.185317574772 0.008131809907738
2461.43 270.188396311794 0.007854005358256
2461.52 270.191475048816 0.006977608829625
2461.61 270.194553785838 0.008914523929455
2461.7 270.19763252286 0.010875315836793
2461.79 270.200711259882 0.00756133607008
2482.24 270.660602060992 0.03
2482.33 270.662680798014 0.03
2482.51 270.667838272058 0.03
2482.6 270.66991700908 0.03
2482.69 270.672995746102 0.03
2482.79 270.675083231682 0.03
2482.88 270.678161968704 0.03
2482.97 270.680240705726 0.03
2483.06 270.682319442748 0.03
2483.15 270.68539817977 0.03
2483.34 270.690564402372 0.00671183603645
2483.43 270.692643139394 0.007253126142107
2483.52 270.695721876416 0.00852711291264
2483.61 270.697800613438 0.006998598386132
2483.7 270.69987935046 0.006874033652831
2483.79 270.702958087482 0.006851148112876
2483.89 270.706045573062 0.00630576199696
2483.98 270.708124310084 0.008327805197655
2484.07 270.710203047106 0.008327805197655
2484.16 270.713281784128 0.008327805197655
2484.25 270.71536052115 0.008327805197655
2484.34 270.718439258172 0.007866607670443
2484.44 270.720526743752 0.03
2484.53 270.723605480774 0.03
2484.62 270.725684217796 0.03
2484.71 270.727762954818 0.03
2484.8 270.73084169184 0.03
2484.89 270.732920428862 0.03
2484.99 270.736007914442 0.03
2485.08 270.738086651464 0.03
2485.17 270.741165388486 0.03
2485.26 270.743244125508 0.03
2485.35 270.74532286253 0.03
2485.44 270.748401599552 0.03
2485.54 270.751489085132 0.007246487557689
2485.63 270.753567822154 0.008298175885713
2485.72 270.755646559176 0.006918703583472
2485.81 270.758725296198 0.007371451600504
2485.9 270.76080403322 0.007215100278308
2485.99 270.763882770242 0.006933648969044
2505.34 271.123811229972 0.006933648969044
2505.43 271.125889966994 0.006572070075406
2505.52 271.127968704016 0.00690015624139
2505.61 271.130047441038 0.007470287677062
2505.7 271.13212617806 0.007390323640475
2505.79 271.133204915082 0.007961840524507
