8 1e17 8 0 256000 384000 7.98601e-12 -0.00537881 -795883 0
8 1e17 32 0 256000 384000 3.1944e-11 -0.0215153 -3.18353e+06 0
8 1e17 128 0 256000 384000 1.27776e-10 -0.086061 -1.27341e+07 0
 
8 2e17 8 0 256000 384000 -7.14159e-12 -0.00537778 -795851 0
8 2e17 32 0 256000 384000 -2.85664e-11 -0.0215111 -3.1834e+06 0
8 2e17 128 0 256000 384000 -1.14265e-10 -0.0860445 -1.27336e+07 0
 
8 4e17 8 0 256000 384000 8.12802e-12 -0.00537572 -795786 0
8 4e17 32 0 256000 384000 3.25121e-11 -0.0215029 -3.18314e+06 0
8 4e17 128 0 256000 384000 1.30048e-10 -0.0860116 -1.27326e+07 0
 
8 8e17 8 0 256000 384000 -1.78136e-11 -0.00537162 -795657 0
8 8e17 32 0 256000 384000 -7.12544e-11 -0.0214865 -3.18263e+06 0
8 8e17 128 0 256000 384000 -2.85017e-10 -0.0859459 -1.27305e+07 0
 
8 16e17 8 0 256000 384000 -2.19251e-11 -0.00536347 -795402 0
8 16e17 32 0 256000 384000 -8.77004e-11 -0.0214539 -3.18161e+06 0
8 16e17 128 0 256000 384000 -3.50802e-10 -0.0858155 -1.27264e+07 0
 
8 32e17 8 0 256000 384000 -7.81466e-13 -0.0053474 -794900 0
8 32e17 32 0 256000 384000 -3.12586e-12 -0.0213896 -3.1796e+06 0
8 32e17 128 0 256000 384000 -1.25035e-11 -0.0855584 -1.27184e+07 0
 
8 64e17 8 0 256000 384000 -2.37942e-11 -0.00531613 -793933 0
8 64e17 32 0 256000 384000 -9.51768e-11 -0.0212645 -3.17573e+06 0
8 64e17 128 0 256000 384000 -3.80707e-10 -0.0850581 -1.27029e+07 0
 
8 128e17 8 0 256000 384000 -2.73281e-11 -0.00525674 -792127 0
8 128e17 32 0 256000 384000 -1.09312e-10 -0.021027 -3.16851e+06 0
8 128e17 128 0 256000 384000 -4.37249e-10 -0.0841079 -1.2674e+07 0
 
8 256e17 8 0 256000 384000 -1.46577e-11 -0.0051485 -788937 0
8 256e17 32 0 256000 384000 -5.86307e-11 -0.020594 -3.15575e+06 0
8 256e17 128 0 256000 384000 -2.34523e-10 -0.082376 -1.2623e+07 0
 
8 512e17 8 0 256000 384000 8.23069e-13 -0.00496356 -783770 0
8 512e17 32 0 256000 384000 3.29228e-12 -0.0198543 -3.13508e+06 0
8 512e17 128 0 256000 384000 1.31691e-11 -0.079417 -1.25403e+07 0
 
8 1024e17 8 0 256000 384000 -1.6729e-11 -0.00467541 -776412 0
8 1024e17 32 0 256000 384000 -6.69161e-11 -0.0187016 -3.10565e+06 0
8 1024e17 128 0 256000 384000 -2.67664e-10 -0.0748065 -1.24226e+07 0
 
8 2048e17 8 0 256000 384000 2.86337e-12 -0.00427661 -767685 0
8 2048e17 32 0 256000 384000 1.14535e-11 -0.0171064 -3.07074e+06 0
8 2048e17 128 0 256000 384000 4.58139e-11 -0.0684258 -1.2283e+07 0
 
8 4096e17 8 0 256000 384000 -7.37644e-12 -0.00379315 -759715 0
8 4096e17 32 0 256000 384000 -2.95057e-11 -0.0151726 -3.03886e+06 0
8 4096e17 128 0 256000 384000 -1.18023e-10 -0.0606904 -1.21554e+07 0
 
8 8192e17 8 0 256000 384000 -2.99128e-12 -0.00327584 -755038 0
8 8192e17 32 0 256000 384000 -1.19651e-11 -0.0131034 -3.02015e+06 0
8 8192e17 128 0 256000 384000 -4.78605e-11 -0.0524134 -1.20806e+07 0
 
8 16384e17 8 0 256000 384000 4.94382e-12 -0.00277671 -755085 0
8 16384e17 32 0 256000 384000 1.97753e-11 -0.0111068 -3.02034e+06 0
8 16384e17 128 0 256000 384000 7.91012e-11 -0.0444273 -1.20814e+07 0
 
8 32768e17 8 0 256000 384000 -1.56174e-12 -0.00233576 -759445 0
8 32768e17 32 0 256000 384000 -6.24698e-12 -0.00934303 -3.03778e+06 0
8 32768e17 128 0 256000 384000 -2.49879e-11 -0.0373721 -1.21511e+07 0
 
8 65536e17 8 0 256000 384000 4.38353e-12 -0.00198008 -766266 0
8 65536e17 32 0 256000 384000 1.75341e-11 -0.0079203 -3.06506e+06 0
8 65536e17 128 0 256000 384000 7.01365e-11 -0.0316812 -1.22603e+07 0
 
8 131072e17 8 0 256000 384000 -3.49726e-12 -0.00172115 -773284 0
8 131072e17 32 0 256000 384000 -1.3989e-11 -0.00688461 -3.09314e+06 0
8 131072e17 128 0 256000 384000 -5.59561e-11 -0.0275384 -1.23725e+07 0
 
8 262144e17 8 0 256000 384000 -1.73775e-12 -0.00155151 -778918 0
8 262144e17 32 0 256000 384000 -6.951e-12 -0.00620603 -3.11567e+06 0
8 262144e17 128 0 256000 384000 -2.7804e-11 -0.0248241 -1.24627e+07 0
 
8 524288e17 8 0 256000 384000 1.75349e-12 -0.0014502 -782710 0
8 524288e17 32 0 256000 384000 7.01394e-12 -0.0058008 -3.13084e+06 0
8 524288e17 128 0 256000 384000 2.80558e-11 -0.0232032 -1.25234e+07 0
 
8 1048576e17 8 0 256000 384000 8.05234e-12 -0.00139382 -784969 0
8 1048576e17 32 0 256000 384000 3.22093e-11 -0.00557527 -3.13988e+06 0
8 1048576e17 128 0 256000 384000 1.28837e-10 -0.0223011 -1.25595e+07 0
 
8 2097152e17 8 0 256000 384000 4.20361e-12 -0.00136387 -786215 0
8 2097152e17 32 0 256000 384000 1.68144e-11 -0.0054555 -3.14486e+06 0
8 2097152e17 128 0 256000 384000 6.72578e-11 -0.021822 -1.25794e+07 0
 
8 4194304e17 8 0 256000 384000 -8.43332e-12 -0.00134841 -786870 0
8 4194304e17 32 0 256000 384000 -3.37333e-11 -0.00539365 -3.14748e+06 0
8 4194304e17 128 0 256000 384000 -1.34933e-10 -0.0215746 -1.25899e+07 0
 
8 8388608e17 8 0 256000 384000 -5.2118e-12 -0.00134055 -787207 0
8 8388608e17 32 0 256000 384000 -2.08472e-11 -0.0053622 -3.14883e+06 0
8 8388608e17 128 0 256000 384000 -8.33888e-11 -0.0214488 -1.25953e+07 0
 
8 16777216e17 8 0 256000 384000 1.15488e-12 -0.00133659 -787378 0
8 16777216e17 32 0 256000 384000 4.61952e-12 -0.00534634 -3.14951e+06 0
8 16777216e17 128 0 256000 384000 1.84781e-11 -0.0213854 -1.2598e+07 0
 
8 33554432e17 8 0 256000 384000 4.57656e-12 -0.00133459 -787464 0
8 33554432e17 32 0 256000 384000 1.83063e-11 -0.00533838 -3.14985e+06 0
8 33554432e17 128 0 256000 384000 7.3225e-11 -0.0213535 -1.25994e+07 0
 
8 67108864e17 8 0 256000 384000 -1.09484e-12 -0.0013336 -787507 0
8 67108864e17 32 0 256000 384000 -4.37938e-12 -0.00533439 -3.15003e+06 0
8 67108864e17 128 0 256000 384000 -1.75175e-11 -0.0213376 -1.26001e+07 0
 
8 134217728e17 8 0 256000 384000 -3.2384e-12 -0.0013331 -787528 0
8 134217728e17 32 0 256000 384000 -1.29536e-11 -0.00533239 -3.15011e+06 0
8 134217728e17 128 0 256000 384000 -5.18144e-11 -0.0213296 -1.26005e+07 0
 
8 268435456e17 8 0 256000 384000 -1.58518e-12 -0.00133285 -787539 0
