     -> Errors: nel=     64 ; errv= 0.02919830 ; errp= 0.74230905
     -> Errors: nel=     81 ; errv= 0.03255051 ; errp= 0.66076384
     -> Errors: nel=    100 ; errv= 0.02245372 ; errp= 1.02334429
     -> Errors: nel=    121 ; errv= 0.01716290 ; errp= 0.50063731
     -> Errors: nel=    144 ; errv= 0.01762665 ; errp= 0.84472616
     -> Errors: nel=    169 ; errv= 0.02488842 ; errp= 0.72288465
     -> Errors: nel=    196 ; errv= 0.01738420 ; errp= 0.50405087
     -> Errors: nel=    225 ; errv= 0.01289877 ; errp= 0.51416471
     -> Errors: nel=    256 ; errv= 0.01689333 ; errp= 0.62204070
     -> Errors: nel=    289 ; errv= 0.01319018 ; errp= 0.73948497
     -> Errors: nel=    324 ; errv= 0.01412740 ; errp= 0.80182516
     -> Errors: nel=    361 ; errv= 0.01007277 ; errp= 0.44714831
     -> Errors: nel=    400 ; errv= 0.01564220 ; errp= 0.59419186
     -> Errors: nel=    441 ; errv= 0.01070662 ; errp= 0.53817712
     -> Errors: nel=    484 ; errv= 0.01121625 ; errp= 1.07193925
     -> Errors: nel=    529 ; errv= 0.01262354 ; errp= 0.52510108
     -> Errors: nel=    576 ; errv= 0.01332394 ; errp= 0.54239204
     -> Errors: nel=    625 ; errv= 0.00972740 ; errp= 0.44822836
     -> Errors: nel=    676 ; errv= 0.00674979 ; errp= 0.36468254
     -> Errors: nel=    729 ; errv= 0.01144809 ; errp= 0.70741409
     -> Errors: nel=    784 ; errv= 0.00832698 ; errp= 0.40861590
     -> Errors: nel=    841 ; errv= 0.00838939 ; errp= 0.44056992
     -> Errors: nel=    900 ; errv= 0.00899919 ; errp= 0.46158188
     -> Errors: nel=    961 ; errv= 0.00963613 ; errp= 0.43326203
     -> Errors: nel=   1024 ; errv= 0.00752876 ; errp= 0.58349068
     -> Errors: nel=   1089 ; errv= 0.00724262 ; errp= 0.40087797
     -> Errors: nel=   1156 ; errv= 0.00865085 ; errp= 0.40196060
     -> Errors: nel=   1225 ; errv= 0.00860730 ; errp= 0.42707234
     -> Errors: nel=   1296 ; errv= 0.00635314 ; errp= 0.36171828
     -> Errors: nel=   1369 ; errv= 0.00702068 ; errp= 0.49584937
     -> Errors: nel=   1444 ; errv= 0.00812746 ; errp= 0.37930944
     -> Errors: nel=   1521 ; errv= 0.00607755 ; errp= 0.36805374
     -> Errors: nel=   1600 ; errv= 0.00571385 ; errp= 0.34161403
     -> Errors: nel=   1681 ; errv= 0.00689737 ; errp= 0.38004593
     -> Errors: nel=   1764 ; errv= 0.00684833 ; errp= 0.41775987
     -> Errors: nel=   1849 ; errv= 0.00553059 ; errp= 0.34170261
     -> Errors: nel=   1936 ; errv= 0.00566659 ; errp= 0.35206544
     -> Errors: nel=   2025 ; errv= 0.00647893 ; errp= 0.31928953
     -> Errors: nel=   2116 ; errv= 0.00468151 ; errp= 0.29423054
     -> Errors: nel=   2209 ; errv= 0.00471062 ; errp= 0.32631152
     -> Errors: nel=   2304 ; errv= 0.00579147 ; errp= 0.32231014
     -> Errors: nel=   2401 ; errv= 0.00611417 ; errp= 0.34228145
     -> Errors: nel=   2500 ; errv= 0.00460195 ; errp= 0.31993647
     -> Errors: nel=   2601 ; errv= 0.00543145 ; errp= 0.29797796
     -> Errors: nel=   2704 ; errv= 0.00546083 ; errp= 0.32999818
     -> Errors: nel=   2809 ; errv= 0.00528273 ; errp= 0.31096065
     -> Errors: nel=   2916 ; errv= 0.00424567 ; errp= 0.31512431
     -> Errors: nel=   3025 ; errv= 0.00483337 ; errp= 0.30084246
     -> Errors: nel=   3136 ; errv= 0.00507670 ; errp= 0.27125361
     -> Errors: nel=   3249 ; errv= 0.00384910 ; errp= 0.28623274
     -> Errors: nel=   3364 ; errv= 0.00365807 ; errp= 0.28725626
     -> Errors: nel=   3481 ; errv= 0.00475720 ; errp= 0.30227469
     -> Errors: nel=   3600 ; errv= 0.00483381 ; errp= 0.27881059
     -> Errors: nel=   3721 ; errv= 0.00364130 ; errp= 0.27482395
     -> Errors: nel=   3844 ; errv= 0.00465889 ; errp= 0.28282222
     -> Errors: nel=   3969 ; errv= 0.00435353 ; errp= 0.26455835
     -> Errors: nel=   4096 ; errv= 0.00343803 ; errp= 0.26866162
     -> Errors: nel=   4225 ; errv= 0.00339442 ; errp= 0.26354378
     -> Errors: nel=   4356 ; errv= 0.00408370 ; errp= 0.24859408
     -> Errors: nel=   4489 ; errv= 0.00418554 ; errp= 0.25377958
     -> Errors: nel=   4624 ; errv= 0.00329716 ; errp= 0.26922892
     -> Errors: nel=   4761 ; errv= 0.00408347 ; errp= 0.27980587
     -> Errors: nel=   4900 ; errv= 0.00397346 ; errp= 0.25262805
     -> Errors: nel=   5041 ; errv= 0.00368121 ; errp= 0.24493657
     -> Errors: nel=   5184 ; errv= 0.00295497 ; errp= 0.24377814
     -> Errors: nel=   5329 ; errv= 0.00407124 ; errp= 0.25856702
     -> Errors: nel=   5476 ; errv= 0.00362806 ; errp= 0.24856238
     -> Errors: nel=   5625 ; errv= 0.00288170 ; errp= 0.23071862
     -> Errors: nel=   5776 ; errv= 0.00376463 ; errp= 0.24761623
     -> Errors: nel=   5929 ; errv= 0.00350787 ; errp= 0.23757870
     -> Errors: nel=   6084 ; errv= 0.00355561 ; errp= 0.24304466
     -> Errors: nel=   6241 ; errv= 0.00276668 ; errp= 0.25337342
     -> Errors: nel=   6400 ; errv= 0.00356667 ; errp= 0.24077454
     -> Errors: nel=   6561 ; errv= 0.00331336 ; errp= 0.21636586
     -> Errors: nel=   6724 ; errv= 0.00251571 ; errp= 0.21859162
     -> Errors: nel=   6889 ; errv= 0.00334056 ; errp= 0.23566152
     -> Errors: nel=   7056 ; errv= 0.00315956 ; errp= 0.23836727
     -> Errors: nel=   7225 ; errv= 0.00312278 ; errp= 0.22054035
     -> Errors: nel=   7396 ; errv= 0.00240437 ; errp= 0.20950769
     -> Errors: nel=   7569 ; errv= 0.00333225 ; errp= 0.23078341
     -> Errors: nel=   7744 ; errv= 0.00303040 ; errp= 0.22489603
     -> Errors: nel=   7921 ; errv= 0.00303605 ; errp= 0.23333209
     -> Errors: nel=   8100 ; errv= 0.00310566 ; errp= 0.23297209
     -> Errors: nel=   8281 ; errv= 0.00312133 ; errp= 0.20488901
     -> Errors: nel=   8464 ; errv= 0.00289873 ; errp= 0.21021714
     -> Errors: nel=   8649 ; errv= 0.00217329 ; errp= 0.20237094
     -> Errors: nel=   8836 ; errv= 0.00298679 ; errp= 0.22443679
     -> Errors: nel=   9025 ; errv= 0.00277126 ; errp= 0.19835794
     -> Errors: nel=   9216 ; errv= 0.00270261 ; errp= 0.19623843
