           1           1   156918416.93818298     
           1           2   104620123.62255383     
           1           3   69766630.403498113     
           1           4   46559144.258919626     
           1           5   31152333.606935814     
           1           6   21027758.012980830     
           1           7   14598365.154620674     
           1           8   10947394.328301005     
           1           9   9467762.8324251063     
           1          10   9214421.1010339390     
           1          11   9207386.3397261500     
           1          12   9207381.0064539611     
           1          13   9207381.0064508971     
           2           1   156069879.86307082     
           2           2   104054494.76298314     
           2           3   69389726.475880831     
           2           4   46308346.085158721     
           2           5   30986281.753031075     
           2           6   20919723.246966504     
           2           7   14532145.427790303     
           2           8   10913980.050320372     
           2           9   9458112.7892680913     
           2          10   9212971.1597423423     
           2          11   9206387.9399904907     
           2          12   9206383.2695611622     
           2          13   9206383.2695588116     
           3           1   155219357.65376031     
           3           2   103487543.53851901     
           3           3   69011944.211165786     
           3           4   46056970.926486641     
           3           5   30819866.266930446     
           3           6   20811494.416609958     
           3           7   14465895.687339276     
           3           8   10880693.038621228     
           3           9   9448601.4849124178     
           3          10   9211529.9988021571     
           3          11   9205376.3329039719     
           3          12   9205372.2522133086     
           3          13   9205372.2522115167     
           4           1   154366916.33877450     
           4           2   102919313.98859829     
           4           3   68633313.034408897     
           4           4   45805038.576000392     
           4           5   30653100.777057122     
           4           6   20703081.574413180     
           4           7   14399624.378280856     
           4           8   10847540.168578990     
           4           9   9439230.4152975678     
           4          10   9210096.8181317206     
           4          11   9204351.3328674361     
           4          12   9204347.7756888438     
           4          13   9204347.7756874803     
           5           1   153512622.59512299     
           5           2   102349850.58543283     
           5           3   68253862.660659999     
           5           4   45552569.024143115     
           5           5   30485999.053138949     
           5           6   20594494.887359492     
           5           7   14333340.047795637     
           5           8   10814528.347844664     
           5           9   9430000.9717880394     
           5          10   9208670.8081469666     
           5          11   9203312.7523596995     
           5          12   9203309.6588340700     
           5          13   9203309.6588330399     
           6           1   152656543.72878101     
           6           2   101779198.22100648     
           6           3   67873623.086330146     
           6           4   45299582.453046724     
           6           5   30318575.002665304     
           6           6   20485744.634952523     
           6           7   14267051.343917999     
           6           8   10781664.512483129     
           6           9   9420914.4376204554     
           6          10   9207251.1509896591     
           6          11   9202260.4018803407     
           6          12   9202257.7180296294     
           6          13   9202257.7180288546     
           7           1   151798747.65473613     
           7           2   101207402.19378451     
           7           3   67492624.580368429     
           7           4   45046099.230749995     
           7           5   30150842.667266250     
           7           6   20376841.207208533     
           7           7   14200767.014161933     
           7           8   10748955.622945337     
           7           9   9411971.9844363891     
           7          10   9205837.0217655133     
           7          11   9201194.0898917243     
           7          12   9201191.7671564911     
           7          13   9201191.7671559099     
           8           1   150939302.87659991     
           8           2   100634508.19513279     
           8           3   67110897.675246209     
           8           4   44792139.905290946     
           8           5   29982816.219013229     
           8           6   20267795.102601498     
           8           7   14134495.904083867     
           8           8   10716408.659870533     
           8           9   9403174.6689129211     
           8          10   9204427.5897875112     
           8          11   9200113.6227605511     
           8          12   9200111.6175614595     
           8          13   9200111.6175610255     
           9           1   150078278.46581146     
           9           2   100060562.29546592     
           9           3   66728473.157761380     
           9           4   44537725.198681638     
           9           5   29814509.956646778     
           9           6   20158616.925964460     
           9           7   14068246.955782559     
           9           8   10684030.619715927     
           9           9   9394523.4295035973     
           9          10   9203022.0198197439     
           9          11   9199018.8046988975     
           9          12   9199017.0780221950     
           9          13   9199017.0780218747     
          10           1   149215744.04043514     
          10           2   99485610.930124402     
          10           3   66345382.059663415     
          10           4   44282876.000766203     
          10           5   29645938.301731966     
          10           6   20049317.386347361     
          10           7   14002029.206333995     
          10           8   10651828.510210421     
