FallingBlock     80 1.0000e+21 1.0000e+17 3.2000e+03 3.2080e+03 9.665447e-02 
FallingBlock     80 1.0000e+21 1.0000e+17 3.2000e+03 3.2160e+03 1.933089e-01 
FallingBlock     80 1.0000e+21 1.0000e+17 3.2000e+03 3.2320e+03 3.866179e-01 
FallingBlock     80 1.0000e+21 1.0000e+17 3.2000e+03 3.2640e+03 7.732358e-01 
FallingBlock     80 1.0000e+21 1.0000e+17 3.2000e+03 3.3280e+03 1.546472e+00 
FallingBlock     80 1.0000e+21 1.0000e+18 3.2000e+03 3.2080e+03 1.454450e-02 
FallingBlock     80 1.0000e+21 1.0000e+18 3.2000e+03 3.2160e+03 2.908900e-02 
FallingBlock     80 1.0000e+21 1.0000e+18 3.2000e+03 3.2320e+03 5.817800e-02 
FallingBlock     80 1.0000e+21 1.0000e+18 3.2000e+03 3.2640e+03 1.163560e-01 
FallingBlock     80 1.0000e+21 1.0000e+18 3.2000e+03 3.3280e+03 2.327120e-01 
FallingBlock     80 1.0000e+21 1.0000e+19 3.2000e+03 3.2080e+03 6.241187e-03 
FallingBlock     80 1.0000e+21 1.0000e+19 3.2000e+03 3.2160e+03 1.248237e-02 
FallingBlock     80 1.0000e+21 1.0000e+19 3.2000e+03 3.2320e+03 2.496475e-02 
FallingBlock     80 1.0000e+21 1.0000e+19 3.2000e+03 3.2640e+03 4.992949e-02 
FallingBlock     80 1.0000e+21 1.0000e+19 3.2000e+03 3.3280e+03 9.985899e-02 
FallingBlock     80 1.0000e+21 5.0000e+19 3.2000e+03 3.2080e+03 5.180992e-03 
FallingBlock     80 1.0000e+21 5.0000e+19 3.2000e+03 3.2160e+03 1.036198e-02 
FallingBlock     80 1.0000e+21 5.0000e+19 3.2000e+03 3.2320e+03 2.072397e-02 
FallingBlock     80 1.0000e+21 5.0000e+19 3.2000e+03 3.2640e+03 4.144793e-02 
FallingBlock     80 1.0000e+21 5.0000e+19 3.2000e+03 3.3280e+03 8.289587e-02 
FallingBlock     80 1.0000e+21 1.0000e+20 3.2000e+03 3.2080e+03 4.792646e-03 
FallingBlock     80 1.0000e+21 1.0000e+20 3.2000e+03 3.2160e+03 9.585292e-03 
FallingBlock     80 1.0000e+21 1.0000e+20 3.2000e+03 3.2320e+03 1.917058e-02 
FallingBlock     80 1.0000e+21 1.0000e+20 3.2000e+03 3.2640e+03 3.834117e-02 
FallingBlock     80 1.0000e+21 1.0000e+20 3.2000e+03 3.3280e+03 7.668234e-02 
FallingBlock     80 1.0000e+21 5.0000e+20 3.2000e+03 3.2080e+03 3.658772e-03 
FallingBlock     80 1.0000e+21 5.0000e+20 3.2000e+03 3.2160e+03 7.317545e-03 
FallingBlock     80 1.0000e+21 5.0000e+20 3.2000e+03 3.2320e+03 1.463509e-02 
FallingBlock     80 1.0000e+21 5.0000e+20 3.2000e+03 3.2640e+03 2.927018e-02 
FallingBlock     80 1.0000e+21 5.0000e+20 3.2000e+03 3.3280e+03 5.854036e-02 
FallingBlock     80 1.0000e+21 1.0000e+21 3.2000e+03 3.2080e+03 3.131797e-03 
FallingBlock     80 1.0000e+21 1.0000e+21 3.2000e+03 3.2160e+03 6.263593e-03 
FallingBlock     80 1.0000e+21 1.0000e+21 3.2000e+03 3.2320e+03 1.252719e-02 
FallingBlock     80 1.0000e+21 1.0000e+21 3.2000e+03 3.2640e+03 2.505437e-02 
FallingBlock     80 1.0000e+21 1.0000e+21 3.2000e+03 3.3280e+03 5.010875e-02 
FallingBlock     80 1.0000e+21 5.0000e+21 3.2000e+03 3.2080e+03 2.118538e-03 
FallingBlock     80 1.0000e+21 5.0000e+21 3.2000e+03 3.2160e+03 4.237077e-03 
FallingBlock     80 1.0000e+21 5.0000e+21 3.2000e+03 3.2320e+03 8.474154e-03 
FallingBlock     80 1.0000e+21 5.0000e+21 3.2000e+03 3.2640e+03 1.694831e-02 
FallingBlock     80 1.0000e+21 5.0000e+21 3.2000e+03 3.3280e+03 3.389661e-02 
FallingBlock     80 1.0000e+21 1.0000e+22 3.2000e+03 3.2080e+03 1.823969e-03 
FallingBlock     80 1.0000e+21 1.0000e+22 3.2000e+03 3.2160e+03 3.647937e-03 
FallingBlock     80 1.0000e+21 1.0000e+22 3.2000e+03 3.2320e+03 7.295875e-03 
FallingBlock     80 1.0000e+21 1.0000e+22 3.2000e+03 3.2640e+03 1.459175e-02 
FallingBlock     80 1.0000e+21 1.0000e+22 3.2000e+03 3.3280e+03 2.918350e-02 
FallingBlock     80 1.0000e+21 5.0000e+22 3.2000e+03 3.2080e+03 1.459519e-03 
FallingBlock     80 1.0000e+21 5.0000e+22 3.2000e+03 3.2160e+03 2.919039e-03 
FallingBlock     80 1.0000e+21 5.0000e+22 3.2000e+03 3.2320e+03 5.838078e-03 
FallingBlock     80 1.0000e+21 5.0000e+22 3.2000e+03 3.2640e+03 1.167616e-02 
FallingBlock     80 1.0000e+21 5.0000e+22 3.2000e+03 3.3280e+03 2.335231e-02 
FallingBlock     80 1.0000e+21 1.0000e+23 3.2000e+03 3.2080e+03 1.396998e-03 
FallingBlock     80 1.0000e+21 1.0000e+23 3.2000e+03 3.2160e+03 2.793997e-03 
FallingBlock     80 1.0000e+21 1.0000e+23 3.2000e+03 3.2320e+03 5.587994e-03 
FallingBlock     80 1.0000e+21 1.0000e+23 3.2000e+03 3.2640e+03 1.117599e-02 
FallingBlock     80 1.0000e+21 1.0000e+23 3.2000e+03 3.3280e+03 2.235197e-02 
FallingBlock     80 1.0000e+21 1.0000e+24 3.2000e+03 3.2080e+03 1.335205e-03 
FallingBlock     80 1.0000e+21 1.0000e+24 3.2000e+03 3.2160e+03 2.670410e-03 
FallingBlock     80 1.0000e+21 1.0000e+24 3.2000e+03 3.2320e+03 5.340820e-03 
FallingBlock     80 1.0000e+21 1.0000e+24 3.2000e+03 3.2640e+03 1.068164e-02 
FallingBlock     80 1.0000e+21 1.0000e+24 3.2000e+03 3.3280e+03 2.136328e-02 
FallingBlock     80 1.0000e+21 1.0000e+25 3.2000e+03 3.2080e+03 1.328693e-03 
FallingBlock     80 1.0000e+21 1.0000e+25 3.2000e+03 3.2160e+03 2.657386e-03 
FallingBlock     80 1.0000e+21 1.0000e+25 3.2000e+03 3.2320e+03 5.314771e-03 
FallingBlock     80 1.0000e+21 1.0000e+25 3.2000e+03 3.2640e+03 1.062954e-02 
FallingBlock     80 1.0000e+21 1.0000e+25 3.2000e+03 3.3280e+03 2.125909e-02 
FallingBlock     80 1.0000e+21 1.0000e+26 3.2000e+03 3.2080e+03 1.328038e-03 
FallingBlock     80 1.0000e+21 1.0000e+26 3.2000e+03 3.2160e+03 2.656076e-03 
FallingBlock     80 1.0000e+21 1.0000e+26 3.2000e+03 3.2320e+03 5.312152e-03 
FallingBlock     80 1.0000e+21 1.0000e+26 3.2000e+03 3.2640e+03 1.062430e-02 
FallingBlock     80 1.0000e+21 1.0000e+26 3.2000e+03 3.3280e+03 2.124861e-02 
FallingBlock     80 1.0000e+21 1.0000e+27 3.2000e+03 3.2080e+03 1.327973e-03 
FallingBlock     80 1.0000e+21 1.0000e+27 3.2000e+03 3.2160e+03 2.655945e-03 
FallingBlock     80 1.0000e+21 1.0000e+27 3.2000e+03 3.2320e+03 5.311890e-03 
FallingBlock     80 1.0000e+21 1.0000e+27 3.2000e+03 3.2640e+03 1.062378e-02 
FallingBlock     80 1.0000e+21 1.0000e+27 3.2000e+03 3.3280e+03 2.124756e-02 
 
