# <time> <evaluation_point_x> <evaluation_point_y> <velocity_x> <velocity_y> <pressure> <temperature> <C_1> <C_2>
0 0.5 0.6 5.88625e-13 -0.0046772 0.189634 0 1 0

0.0522076 0.5 0.6 1.49535e-13 -0.00466562 0.18958 0 1 1.31032e-23

0.104545 0.5 0.6 8.07931e-13 -0.00465299 0.189527 0 1 -1.30907e-20

0.157025 0.5 0.6 3.33485e-13 -0.00464051 0.189498 0 1 3.16969e-20

0.209646 0.5 0.6 -1.65318e-13 -0.00462802 0.189468 0 1 1.63542e-19

0.26241 0.5 0.6 -1.84482e-12 -0.00461527 0.189431 0 1 -5.16553e-19

0.315319 0.5 0.6 -1.11408e-12 -0.00460288 0.189396 0 1 -2.78596e-19

0.368371 0.5 0.6 3.26849e-13 -0.00459083 0.189359 0 1 1.39357e-18

0.421563 0.5 0.6 7.47468e-13 -0.00457882 0.189316 0 1 1.33261e-18

0.474894 0.5 0.6 -5.42683e-12 -0.00456704 0.189271 0 1 -1.90908e-18

0.528363 0.5 0.6 -9.8548e-13 -0.00455543 0.189228 0 1 -4.79238e-18

0.581969 0.5 0.6 2.60462e-13 -0.00454413 0.189195 0 1 -4.17039e-18

0.635707 0.5 0.6 -1.74299e-12 -0.00453274 0.189161 0 1 7.61079e-18

0.689581 0.5 0.6 1.9804e-12 -0.0045214 0.18913 0 1 1.28929e-17

0.743591 0.5 0.6 -2.77789e-12 -0.00451021 0.189098 0 1 7.06395e-18

0.797734 0.5 0.6 -5.95953e-13 -0.00449926 0.189068 0 1 -5.10644e-18

0.852009 0.5 0.6 -2.93391e-12 -0.00448839 0.189037 0 0.999999 -1.51565e-17

0.906416 0.5 0.6 1.91117e-12 -0.00447764 0.189007 0 0.999999 -1.71331e-17

0.960954 0.5 0.6 4.97962e-13 -0.004467 0.188977 0 0.999999 -9.37454e-18

1.01562 0.5 0.6 -3.45648e-12 -0.00445643 0.188948 0 0.999999 4.71923e-18

1.07042 0.5 0.6 -5.72145e-13 -0.00444582 0.188917 0 0.999999 1.80975e-17

1.12535 0.5 0.6 -8.99728e-12 -0.00443491 0.188881 0 0.999999 1.95142e-17

1.18041 0.5 0.6 5.28629e-13 -0.00442426 0.188848 0 0.999999 1.66713e-17

1.23561 0.5 0.6 1.31565e-12 -0.00441365 0.188814 0 0.999999 1.21685e-17

