# <time> <evaluation_point_x> <evaluation_point_y> <velocity_x> <velocity_y> <pressure> <temperature> <C_1> <C_2>
0 0.5 0.6 8.86969e-13 -0.00468575 0.189542 0 1 0

0.0521123 0.5 0.6 2.79689e-12 -0.00469661 0.190023 0 1 1.3085e-23

0.104105 0.5 0.6 -4.5306e-12 -0.00469307 0.189779 0 1 -1.28963e-20

0.156137 0.5 0.6 -4.90954e-12 -0.00468699 0.189535 0 1 3.23137e-20

0.208237 0.5 0.6 -8.89714e-14 -0.00467849 0.189412 0 1 1.58912e-19

0.260433 0.5 0.6 6.9762e-13 -0.00467123 0.189228 0 1 -5.12764e-19

0.312709 0.5 0.6 -1.4325e-12 -0.00466314 0.188995 0 1 -2.67631e-19

0.365077 0.5 0.6 5.14132e-13 -0.00465357 0.188788 0 1 1.38645e-18

0.417552 0.5 0.6 -1.70427e-12 -0.00464373 0.188645 0 1 1.30783e-18

0.470139 0.5 0.6 -1.8753e-12 -0.00463517 0.188637 0 1 -1.9146e-18

0.522824 0.5 0.6 3.22575e-13 -0.0046268 0.188558 0 1 -4.75083e-18

0.575604 0.5 0.6 1.85374e-12 -0.00461804 0.188372 0 1 -4.11605e-18

0.628484 0.5 0.6 3.67684e-12 -0.00460868 0.188282 0 1 7.65666e-18

0.681471 0.5 0.6 -2.85475e-12 -0.00459912 0.188251 0 1 1.27567e-17

0.734569 0.5 0.6 -3.80872e-13 -0.00458905 0.188273 0 1 6.83342e-18

0.787784 0.5 0.6 1.15687e-13 -0.00457881 0.188225 0 1 -5.12779e-18

0.841118 0.5 0.6 4.09416e-12 -0.00456838 0.188161 0 0.999999 -1.48701e-17

0.894574 0.5 0.6 7.1633e-13 -0.00455853 0.188101 0 0.999999 -1.67539e-17

0.948146 0.5 0.6 -1.41057e-12 -0.0045483 0.18804 0 0.999999 -9.32246e-18

1.00184 0.5 0.6 -1.33247e-11 -0.00453862 0.187975 0 0.999999 4.24115e-18

1.05565 0.5 0.6 1.60383e-12 -0.00452897 0.18792 0 0.999999 1.73618e-17

1.10957 0.5 0.6 1.84035e-12 -0.0045159 0.187821 0 0.999999 1.88925e-17

1.16364 0.5 0.6 -1.11396e-11 -0.00450626 0.1878 0 0.999999 1.62729e-17

1.21784 0.5 0.6 1.14526e-12 -0.0044965 0.187788 0 0.999999 1.20071e-17

1.27215 0.5 0.6 -4.95365e-12 -0.00448661 0.187767 0 0.999998 7.20111e-18

1.32658 0.5 0.6 -6.60311e-13 -0.00447669 0.187718 0 0.999998 2.50626e-18

1.38113 0.5 0.6 2.2707e-12 -0.00446644 0.187625 0 0.999998 -1.62623e-18

1.4358 0.5 0.6 -1.43408e-14 -0.00445629 0.187554 0 0.999998 -4.90954e-18

1.4906 0.5 0.6 -1.17629e-12 -0.00444659 0.187502 0 0.999997 -7.25668e-18

1.54552 0.5 0.6 -2.15278e-12 -0.00443702 0.187467 0 0.999997 -8.77728e-18

1.60056 0.5 0.6 -2.56683e-12 -0.00442724 0.187458 0 0.999997 -9.70734e-18

1.65572 0.5 0.6 8.53607e-13 -0.00441799 0.187311 0 0.999997 -1.12691e-17

1.711 0.5 0.6 -3.74851e-12 -0.00440787 0.187284 0 0.999996 -1.17278e-17

1.7664 0.5 0.6 2.75103e-12 -0.00439828 0.187271 0 0.999996 -1.11119e-17

1.82193 0.5 0.6 3.49391e-12 -0.0043887 0.18723 0 0.999996 -8.67051e-18

1.87757 0.5 0.6 1.57911e-12 -0.00437881 0.187197 0 0.999995 -4.36146e-18

1.93334 0.5 0.6 -1.51236e-12 -0.00436905 0.187178 0 0.999995 8.76047e-19

1.98924 0.5 0.6 -4.3219e-13 -0.00435964 0.18717 0 0.999994 6.32953e-18

2.04526 0.5 0.6 -5.36026e-12 -0.00435003 0.187136 0 0.999994 1.24206e-17

2.1014 0.5 0.6 -1.25695e-11 -0.0043405 0.187092 0 0.999993 2.03233e-17

2.15766 0.5 0.6 3.92454e-12 -0.00433065 0.187045 0 0.999993 3.07823e-17

2.21406 0.5 0.6 -3.39538e-13 -0.00432116 0.186816 0 0.999993 4.28446e-17

2.27057 0.5 0.6 -3.26549e-12 -0.00431156 0.186803 0 0.999992 5.59782e-17

2.32722 0.5 0.6 -1.27381e-12 -0.0043024 0.186828 0 0.999991 7.03213e-17

2.38398 0.5 0.6 7.63435e-13 -0.0042932 0.186808 0 0.999991 8.60985e-17

2.44086 0.5 0.6 -2.50108e-12 -0.00428393 0.186766 0 0.99999 1.03501e-16

2.49787 0.5 0.6 -2.23154e-12 -0.00427443 0.186698 0 0.99999 1.22675e-16

2.55501 0.5 0.6 -3.16826e-12 -0.00426529 0.186671 0 0.999989 1.43779e-16

2.61227 0.5 0.6 -3.68842e-12 -0.00425614 0.186658 0 0.999988 1.6715e-16

2.66965 0.5 0.6 7.21792e-13 -0.00424688 0.186638 0 0.999988 1.93451e-16

2.72715 0.5 0.6 4.02643e-12 -0.00423775 0.186634 0 0.999987 2.23648e-16

2.78479 0.5 0.6 2.50628e-12 -0.00423016 0.186599 0 0.999986 2.57831e-16

2.84252 0.5 0.6 3.44188e-12 -0.00422073 0.186545 0 0.999986 2.96257e-16

