# Bed and surface elevations along transect, interpolated from BedMachine
# Distance is measured in meters from westpoint of segment. Height in meters wrt sealevel.
# Linear interpolation of 2D elevation map. Oversampled at dx = 50m.
# True BedMachine resolution between 150m to about 1000m.
# Location of CC: distance = 138300.0 m.
# distance	bed_height	surf_height
2350.0	544.566090347663	1017.88168718292
2400.0	547.1849586480209	1019.8872727455068
2450.0	546.8625182817202	1018.744595029807
2500.0	546.4119097070676	1017.4765657016758
2550.0	546.0778924524685	1016.2746400555346
2600.0	547.3242875053994	1016.3022527596469
2650.0	548.5728570895872	1016.3390440084631
2700.0	550.0712350638189	1016.5858039193441
2750.0	553.3370810016439	1018.2760164606618
2800.0	556.6193190039364	1019.9921210949987
2850.0	559.6302395577627	1021.4448780704688
2900.0	560.4498528101119	1020.7047202304492
2950.0	561.22790343755	1019.9333278859053
3000.0	562.1093077132583	1019.3139424822995
3050.0	564.1300163446379	1020.1534634438337
3100.0	566.1265784680935	1020.978325283378
3150.0	568.0520737656474	1021.789312931106
3200.0	569.5301718470926	1022.5753659328111
3250.0	570.9543437208514	1023.3157989305071
3300.0	572.3529023652758	1024.064441314445
3350.0	573.9893674301755	1025.2974571075076
3400.0	575.621823880369	1026.5344462965434
3450.0	577.1791863382684	1027.7181585899857
3500.0	577.9966935520833	1028.3097668137855
3550.0	578.7833544823865	1028.8737415330052
3600.0	579.5392764435126	1029.418512402703
3650.0	580.4219498274874	1030.139598510136
3700.0	581.3035160788475	1030.868904128963
3750.0	582.1874148768566	1031.6104085846625
3800.0	583.1175967783796	1032.4128953131476
3850.0	584.0576814663066	1033.2325073782713
3900.0	585.0354478316058	1034.101543104585
3950.0	586.3830449452962	1035.406839857771
4000.0	587.7224144201921	1036.7093967738256
4050.0	588.9704803072642	1037.9330310375653
4100.0	588.9509326066409	1037.9977225816
4150.0	588.870576595911	1038.008986398532
4200.0	588.7402366535624	1037.9869309656474
4250.0	588.7656543032887	1038.2859725283379
4300.0	588.7980362324845	1038.604879264795
4350.0	588.8606258890051	1038.9853848103455
4400.0	589.3885318613419	1040.2026010929872
4450.0	589.9516466371931	1041.4787247769932
4500.0	590.5026476070755	1042.7789515915335
4550.0	589.98633675225	1043.3174014470412
4600.0	589.4060253248756	1043.82297325697
4650.0	588.7792567712121	1044.3094079223324
4700.0	588.5912528429374	1045.164056652285
4750.0	588.4130821666643	1046.0577476098288
4800.0	588.2436161015888	1046.9736888261634
4850.0	588.0236271739246	1047.350659414772
4900.0	587.7678785855456	1047.7098219650793
4950.0	587.4895113449925	1048.0566629494624
5000.0	587.7789616577229	1048.653532066148
5050.0	588.1209032403499	1049.3004027589618
5100.0	588.5118793567318	1049.9900660444391
5150.0	588.7167743443786	1050.2578364467547
5200.0	588.9154753495474	1050.5036899581007
5250.0	589.1118031409367	1050.7240460862906
5300.0	589.7038811100556	1050.560924877469
5350.0	590.3041614327358	1050.3923221882885
5400.0	590.9173138539539	1050.2192482573976
5450.0	593.1355412526121	1050.382111114987
5500.0	595.3296013733016	1050.5244242910558
5550.0	597.4994942160422	1050.6461877855959
5600.0	600.4584886942782	1050.3838886249187
5650.0	603.3534101984809	1050.0852914562536
5700.0	606.1810621089155	1049.7517609126414
5750.0	609.2129483168815	1048.701691931166
5800.0	612.3217788526641	1047.7559148805458
5850.0	615.4957517196251	1046.922186330428
5900.0	621.9011162724927	1048.1440442359467
5950.0	628.3136732480833	1049.4034304208974
6000.0	634.6767280311574	1050.6651446546834
6050.0	641.5952460829659	1050.9918996442257
6100.0	648.4094916924303	1051.2140932806165
6150.0	655.1037976353639	1051.353678208673
6200.0	663.3015234152737	1051.1437246811943
6250.0	671.5757296109027	1050.9563159792729
6300.0	679.877394681868	1050.8016498662346
6350.0	689.2525431183749	1051.6635995257082
6400.0	698.7990460756396	1052.584065910814
6450.0	708.4783155440527	1053.5246701891501
6500.0	714.5911771808794	1053.2579031622995
6550.0	720.4890454860767	1052.822377401691
6600.0	726.3382767154258	1052.271641218811
6650.0	730.8658801474546	1051.829398275002
6700.0	735.3778069845941	1051.4028619647966
6750.0	739.9447075610971	1050.983174344374
6800.0	744.0324840088568	1051.3526046946658
6850.0	748.3105690087084	1051.9533838251418
6900.0	752.8164650543897	1052.7430798731464
6950.0	756.9027574442192	1053.9361465764123
7000.0	760.9370716792732	1055.1091244328686
7050.0	764.955970944055	1056.239908436306
7100.0	767.8859809057362	1056.8005306344455
7150.0	770.7155536799551	1057.2821467242406
7200.0	773.5264009226237	1057.7251287625854
7250.0	774.8030116438013	1057.0102523229255
7300.0	776.0035480625469	1056.236814056684
7350.0	777.2582075526813	1055.5018707730314
7400.0	778.4737849165691	1055.035812219008
7450.0	779.5994307565062	1054.4967728460865
7500.0	780.6377612199685	1053.857728514826
7550.0	781.4349260397335	1053.2513221900854
7600.0	782.2536861104886	1052.6835825410506
7650.0	783.1153516333807	1052.1472146593069
7700.0	786.2324167254095	1054.1179610092966
7750.0	789.6022618621352	1056.3595431275817
7800.0	792.9839838406436	1058.6026315241668
7850.0	798.205295711679	1062.9294350832652
7900.0	803.7184127997	1067.5686017221733
7950.0	809.3141133107996	1072.2813339813913
8000.0	814.4837512951933	1076.8455784720234
8050.0	819.554576997276	1081.3301190475252
8100.0	824.5693226276668	1085.75058884793
8150.0	827.8657692668795	1088.7794855512232
8200.0	830.8468256011698	1091.5361366805125
8250.0	833.7310186690898	1094.1949736375313
8300.0	834.0844316101513	1094.7370788717967
8350.0	834.1301361822517	1095.035360671423
8400.0	834.2230185102039	1095.386111164854
8450.0	836.9150494533404	1098.7980013522338
8500.0	839.9233088973168	1102.6085613172368
8550.0	842.8544645924658	1106.3561032221285
8600.0	841.4528799619	1106.2425034791472
8650.0	839.4453069807314	1105.6043019948593
8700.0	837.5233588766507	1105.059531304652
8750.0	835.8843667687654	1106.9591931798775
8800.0	834.1042836365306	1109.249505119421
8850.0	832.1295077138741	1111.5254315594702
8900.0	826.3674615123018	1112.5668909235521
8950.0	819.869168173688	1113.2801821045598
9000.0	813.2828848843242	1113.8748367123071
9050.0	805.9898627604352	1113.4336655471202
9100.0	798.609603168162	1112.8228200619503
9150.0	791.268183521536	1112.2247165352285
9200.0	786.4985535787118	1113.8981130524849
9250.0	782.35173623279	1116.119591316188
9300.0	778.336085203117	1118.4520338867383
9350.0	772.07408598164	1118.33562579938
9400.0	765.2351225054857	1117.5890489383462
9450.0	758.2905353278697	1116.721780174686
9500.0	751.5309600933439	1115.7461373483864
9550.0	744.849089999554	1114.7752728783692
9600.0	738.1937305842872	1113.818519382317
9650.0	733.7839705299025	1114.7162116019335
9700.0	729.9158652615716	1116.0575085773344
9750.0	726.0877675754547	1117.4266157123584
9800.0	722.2695806814071	1118.3264603566106
9850.0	718.4365707374947	1119.0885941186712
9900.0	714.5908143199205	1119.825655752155
9950.0	708.7384852437452	1118.1599388431196
10000.0	702.3814432027912	1115.883289203309
10050.0	696.0124954226326	1113.583487307608
10100.0	692.1289115386016	1113.52271237702
10150.0	688.9275077283443	1114.073126074656
10200.0	685.7706845178451	1114.6577904455653
10250.0	682.4433310316115	1114.9724556350875
10300.0	679.1293177852074	1115.2803142743487
10350.0	675.7944001449355	1115.5614301291587
10400.0	671.36888553838	1114.664930502767
10450.0	666.6806492855384	1113.4744999756476
10500.0	662.0338411039595	1112.3162647924235
10550.0	659.8141903428975	1113.4319099959343
10600.0	658.2899863743348	1115.1915080124638
10650.0	656.7638778848391	1116.9394603666267
10700.0	653.6485614820608	1116.9750574633595
10750.0	650.0864962957065	1116.520748228053
10800.0	646.5606937658629	1116.093839170148
10850.0	644.295615375384	1116.8387135606338
10900.0	642.3611390774261	1117.8822561607715
10950.0	640.36202826964	1118.8545611894074
11000.0	638.1138924115521	1119.5154203252046
11050.0	635.8308565313689	1120.1196267955547
11100.0	633.585287969109	1120.7580821330898
11150.0	630.6003309860439	1120.5799751053482
11200.0	627.4007248116421	1120.1612107300602
11250.0	624.2492039528543	1119.7897098998574
11300.0	621.5696991272256	1119.7842664408731
11350.0	618.9751717024618	1119.826859732364
11400.0	616.3014012163568	1119.7899941348721
11450.0	615.0196141368023	1121.0051865798162
11500.0	614.2035857482186	1122.634484301738
11550.0	613.3245663908706	1124.1993967541284
11600.0	611.1411998597534	1124.3614082021304
11650.0	608.5832474068968	1124.1089940493737
11700.0	606.1381086961123	1123.96549068019
11750.0	604.2471027450857	1124.2771799592933
11800.0	602.5083506409503	1124.699430361375
11850.0	600.730246564946	1125.0771570555119
11900.0	598.8041111028604	1125.1146410052118
11950.0	596.8139481197745	1125.008949421524
12000.0	594.8062471086976	1124.8813391407864
12050.0	593.5318792389452	1125.2097619797485
12100.0	592.6454561104932	1125.8116393982502
12150.0	591.8537162988982	1126.5066730852957
12200.0	592.2298217717125	1128.0096235119386
12250.0	593.0815026768497	1129.8378770650263
12300.0	593.9383580272045	1131.6743501295177
12350.0	593.3983731018111	1131.832963515006
12400.0	592.199308918397	1131.213271846878
12450.0	590.9489075559967	1130.548371963049
12500.0	590.2231275894808	1130.28110196173
12550.0	589.7971558649167	1130.261395167749
12600.0	589.3587495887498	1130.2385300757312
12650.0	589.3974372075539	1130.7103149885666
12700.0	589.6301295432417	1131.3863490338085
12750.0	589.8227709505799	1132.0281342118608
12800.0	590.3589464454869	1133.035465028961
12850.0	591.0431688649217	1134.2010044739363
12900.0	591.690926345874	1135.3317460006508
12950.0	593.1406780392463	1137.2174998546243
13000.0	595.1381573910464	1139.6267453853413
13050.0	597.2995871880319	1142.1995647916742
13100.0	597.0085026967218	1142.2906315815735
13150.0	595.362651808538	1141.0100779005681
13200.0	593.6670079475082	1139.6773282451966
13250.0	592.2108602315762	1138.5722351515078
13300.0	590.8230893140163	1137.5264696960708
13350.0	589.3436982066678	1136.3846708721808
13400.0	590.2277911214178	1137.7429173868152
13450.0	592.3924760609534	1140.450987238255
13500.0	594.5103191772052	1143.1041230842984
13550.0	593.7101067262385	1142.908192541624
13600.0	591.2865213060882	1141.1213985650513
13650.0	588.8544283033312	1139.3148766774766
13700.0	588.1170716921037	1138.9801072610896
13750.0	588.425079133888	1139.5575694290787
13800.0	588.8125924229703	1140.203529331437
13850.0	590.6494895602624	1141.799649702907
13900.0	593.31327348068	1143.924859414608
13950.0	595.9761525504699	1146.0417123521472
14000.0	595.6904210985626	1144.6104294539016
14050.0	593.6478455914607	1141.0584350445438
14100.0	591.6583826489185	1137.558362083995
14150.0	590.7478012665786	1134.7108555731372
14200.0	590.4648381902325	1132.2258744856724
14250.0	590.1485040060016	1129.7102061386927
14300.0	593.0588791652336	1130.1301122984287
14350.0	598.0679354271831	1132.4612116679632
14400.0	603.075691304986	1134.793270070793
14450.0	605.5712894467081	1134.4423436697236
14500.0	606.4097106285847	1132.3177151264824
14550.0	607.2623746289241	1130.204867702293
14600.0	609.2594254926239	1128.906823271979
14650.0	612.0537670941457	1128.172584660061
14700.0	614.8760461845791	1127.454376894802
14750.0	618.5486370774557	1127.2463383988113
14800.0	622.817630617597	1127.3871577516725
14850.0	627.0476874579039	1127.4747734652556
14900.0	630.3747595941613	1126.6629196623576
14950.0	633.1532365644389	1125.3026128269378
15000.0	636.0364007789641	1124.0347777522977
15050.0	639.88400342459	1124.0871416121868
15100.0	644.3610104220357	1125.0369626817394
15150.0	648.7986573201862	1125.944315372704
15200.0	652.9228111553614	1126.9516008889307
15250.0	656.821915901137	1128.0608922271947
15300.0	660.7115287457782	1129.1734724536777
15350.0	663.2869510765631	1129.2360994188514
15400.0	664.7794247941328	1128.4338065015165
15450.0	666.1972980023393	1127.5801393803604
15500.0	667.7680347350004	1127.167226383918
15550.0	669.5220222612991	1127.1733841078774
15600.0	671.2974914110846	1127.223518294788
15650.0	675.1809409600125	1129.6632885706458
15700.0	680.7548220957223	1134.0212318983488
15750.0	686.2756493647586	1138.3367068474654
15800.0	686.982710675684	1138.1007169491352
15850.0	683.6259061910138	1134.0105610771993
15900.0	680.2635967468404	1129.9061569685355
15950.0	679.4419603591575	1128.5757165328505
16000.0	680.851557007564	1129.6700415640005
16050.0	682.2724697070869	1130.7550507876856
16100.0	684.1074615541854	1132.466615390651
16150.0	686.3280735977941	1134.7517248131105
16200.0	688.5769446141549	1137.0436847314418
16250.0	689.648026720572	1138.3781302834082
16300.0	689.6562799166724	1138.8589424814065
16350.0	689.7197190675823	1139.38386659904
16400.0	689.1540466159358	1139.6335110376708
16450.0	687.8523559408206	1139.493215060878
16500.0	686.4164267919524	1139.2230486367628
16550.0	685.0076985596878	1139.303332732621
16600.0	683.8162746396298	1139.9220199137865
16650.0	682.7488107403916	1140.6778380203707
16700.0	680.2428501825268	1140.0959204883748
16750.0	676.2286577143894	1138.1081488332957
16800.0	672.2431215585982	1136.1644909039364
16850.0	669.4369378420176	1135.2683739335716
16900.0	667.8261114138469	1135.4288147452855
16950.0	666.2252871069749	1135.6104879401862
17000.0	665.4584225587785	1136.4298041461786
17050.0	665.4914563433025	1137.848194514867
17100.0	665.5262853401497	1139.2705780190918
17150.0	665.7995392348339	1140.8513964161252
17200.0	666.2438032385326	1142.515690307322
17250.0	666.5725651365651	1144.0655937406818
17300.0	664.8406142568958	1143.5132897847166
17350.0	660.9550223254271	1140.7607079059599
17400.0	657.1236175815113	1138.06292457591
17450.0	654.7599301950703	1136.8300095854538
17500.0	654.0063960080092	1137.2039286606482
17550.0	653.2268731021652	1137.5525010817257
17600.0	651.5252474401709	1136.977575979544
17650.0	648.7953069963913	1135.3727704100886
17700.0	646.1069445292792	1133.8104350253038
17750.0	644.3358226826962	1133.1467765674427
17800.0	643.6287517665414	1133.524563937535
17850.0	642.9174184801626	1133.898926962736
17900.0	642.36374325592	1134.4221738649828
17950.0	641.9055527446117	1135.0295975768277
18000.0	641.3036923623847	1135.49385983183
18050.0	640.1205004122467	1135.3768944587198
18100.0	638.4352272589597	1134.757413628191
18150.0	636.8822401971299	1134.2701330998902
18200.0	635.2809255560122	1133.7246694636103
18250.0	633.4913824229732	1132.9774541307959
18300.0	631.7165426611189	1132.2439379836405
18350.0	630.7401065320586	1132.2967899343723
18400.0	630.8719757651832	1133.4416201628492
18450.0	631.0747249641706	1134.6556344395435
18500.0	630.665282457586	1135.2654710850825
18550.0	629.3008194212032	1134.9319090653094
18600.0	627.8916123339955	1134.5517680082082
18650.0	626.072007875342	1133.789846372394
18700.0	623.6696247922782	1132.4868492645342
18750.0	621.196063738661	1131.1112437635702
18800.0	618.6178803991406	1129.6565805207763
18850.0	615.8953009720587	1128.09580758647
18900.0	613.0668738884722	1126.4281791979552
18950.0	610.3989095337486	1124.9385215040027
19000.0	608.164827508757	1123.9096604902106
19050.0	606.0247388746002	1122.9739575510566
19100.0	604.0453950573943	1122.2296837945391
19150.0	602.2032540393345	1121.6706744393773
19200.0	600.3691591481193	1121.1192000878498
19250.0	599.0766975908235	1121.152854868505
19300.0	598.7804873915059	1122.2468816190885
19350.0	598.5053768278518	1123.3615953139788
19400.0	597.9123918077769	1124.199910606917
19450.0	596.7749962486305	1124.5621445446857
19500.0	595.6418287440279	1124.928624597888
19550.0	595.0661911855217	1125.8890397740474
19600.0	595.3683135155294	1127.788715918623
19650.0	595.5920235851685	1129.610443064681
19700.0	595.3313620542912	1130.9921457150726
19750.0	594.342490246309	1131.7224424238962
19800.0	593.3522855445817	1132.4524646071768
19850.0	592.2798651528375	1133.1525754246513
19900.0	591.0943135221047	1133.832401874307
19950.0	589.9549056612273	1134.560176376808
20000.0	588.5394360807474	1135.06520160187
20050.0	586.6222096217895	1135.1651600817895
20100.0	584.8147626752677	1135.3773182335065
20150.0	584.3382648663244	1136.970018749406
20200.0	586.1893344352378	1140.9822109883637
20250.0	588.0180771309512	1144.9750871046142
20300.0	588.070088552921	1147.242041540918
20350.0	584.6138666230281	1146.0973966559216
20400.0	581.0279638851549	1144.8269901762433
20450.0	577.9151198906198	1144.0822355934545
20500.0	576.0535355497188	1144.6910815055826
20550.0	574.3207885731949	1145.4339085237846
20600.0	572.861389210946	1146.5176167499226
20650.0	571.700180057827	1148.0353645575067
20700.0	570.4727027873216	1149.4946149459665
20750.0	568.7530843116037	1150.5263182430972
20800.0	566.0418827123475	1150.696654933259
20850.0	563.2377370600072	1150.7838356700886
20900.0	560.9121897282431	1151.3868888402776
20950.0	559.7808271444371	1153.25389969031
21000.0	558.6030905144255	1155.0836473104837
21050.0	557.4549270556461	1156.9489459175795
21100.0	556.3716442878218	1158.8789249085555
21150.0	555.1485070122445	1160.674785530694
21200.0	552.3429627679461	1160.9309216438219
21250.0	546.1981436480769	1157.9365070146891
21300.0	540.1886538797481	1155.0777188387578
21350.0	535.437353014072	1153.5115851734595
21400.0	533.4732910190576	1154.8133217179804
21450.0	531.5461870248431	1156.1487580786045
21500.0	529.5991197004884	1157.4063486550035
21550.0	527.519611426081	1158.3870952918671
21600.0	525.5667560513027	1159.4881220430484
21650.0	523.4498071402813	1160.2829338394201
21700.0	520.5898474947207	1159.9799843452765
21750.0	517.6707727475591	1159.6149758243353
21800.0	514.7941531301348	1159.1721081344926
21850.0	512.1682861896516	1158.6669961248424
21900.0	509.5439941588473	1158.1658575111642
21950.0	507.5187706184298	1158.182545376137
22000.0	507.1678693070056	1159.646663525302
22050.0	506.85292361694235	1161.1520183002883
22100.0	506.733283647555	1162.724578599647
22150.0	507.0866955028364	1164.3941988647443
22200.0	507.44630585582996	1166.0757284812153
22250.0	507.5968821184327	1167.3716306254264
22300.0	507.0922093867557	1167.47654686929
22350.0	506.55589126530276	1167.5535066603243
22400.0	505.60272508898663	1166.9639903394957
22450.0	503.5194816654596	1164.4680030088884
22500.0	501.54043332692913	1162.0765358593123
22550.0	500.775955779476	1160.6997561134299
22600.0	503.5366787746601	1162.2096274614134
22650.0	506.2143776610136	1163.6349720344506
22700.0	509.10720626548573	1165.205646296238
22750.0	512.9131996881993	1167.4622050164567
22800.0	516.653116438951	1169.651225035603
22850.0	520.6485844904195	1172.1519239426427
22900.0	525.7478044883203	1175.9538510007308
22950.0	530.8875422885972	1179.7967401591106
23000.0	534.406120620446	1182.0951783298501
23050.0	531.9835774863595	1178.7267715990229
23100.0	529.5201950660404	1175.3205543933454
23150.0	527.8820358596048	1172.7585618032128
23200.0	529.452468079797	1173.4684435299305
23250.0	531.0358788561083	1174.195862381594
23300.0	532.3541611718608	1174.6789007349569
23350.0	532.6150607271675	1174.172215382951
23400.0	532.8978690460347	1173.6927911394835
23450.0	533.9860079399156	1174.0399696575469
23500.0	538.248576910502	1177.631158720736
23550.0	542.5223111237625	1181.238924069483
23600.0	546.0481504450803	1184.1197152876853
23650.0	546.4045175969165	1183.9016159453552
23700.0	546.7945358004523	1183.7224233739412
23750.0	547.1638142065071	1183.5421107686225
23800.0	547.2140809340402	1183.1092988294367
23850.0	547.0388791132696	1182.4566099937247
23900.0	546.564519467076	1181.5248103428735
23950.0	545.7503594252552	1180.3255749448913
24000.0	545.0917569326591	1179.2879935498233
24050.0	544.913661603414	1178.7508897846317
24100.0	546.3227826726898	1179.874273372663
24150.0	547.6594615090529	1180.9318990634674
24200.0	549.030883805339	1182.0458059422722
24250.0	550.8955993143587	1183.734947314412
24300.0	552.7293069830419	1185.4001164662186
24350.0	554.5260108006859	1187.049283931847
24400.0	556.2953546125154	1188.7525002930765
24450.0	558.0949404829121	1190.4933880602855
24500.0	559.5505329544695	1191.9088364402824
24550.0	558.8825733729118	1191.2708334487652
24600.0	558.1357391721837	1190.5622791996034
24650.0	557.3583606517992	1189.8402062782493
24700.0	556.8789938483593	1189.476536127002
24750.0	556.4816966356534	1189.2046532287827
24800.0	556.2733543772446	1189.1391985601858
24850.0	556.7186186024927	1189.7863955417283
24900.0	557.0810871891872	1190.362354951771
24950.0	557.4705713895567	1190.9856395379284
25000.0	558.5085321806482	1192.3274864627758
25050.0	559.4766144822859	1193.6124813156302
25100.0	560.2470873889049	1194.722124830938
25150.0	560.1047960032794	1194.9970690914913
25200.0	559.9836674664056	1195.3069467269852
25250.0	560.1455318869563	1195.9229474029885
25300.0	562.3274618809539	1198.642554214139
25350.0	564.6154680017044	1201.4820311573908
25400.0	566.5494732681261	1204.015693937731
25450.0	564.836681315004	1203.1910561144416
25500.0	563.0673497432955	1202.3253207341832
25550.0	561.2220384655162	1201.4234506913667
25600.0	559.0952391480058	1200.464555844752
25650.0	556.8049851567869	1199.3590770024866
25700.0	554.6339616917056	1198.3668418867937
25750.0	554.9805694357384	1199.6980589519737
25800.0	555.3185377526376	1201.0354401991672
25850.0	555.7138939718399	1202.3801750065495
25900.0	556.7850593731919	1203.7686779132732
25950.0	557.9004107438043	1205.2106085470907
26000.0	559.0258116472703	1206.5799723217256
26050.0	559.6851795267778	1206.5316477944339
26100.0	560.3156301140766	1206.45784115634
26150.0	561.1269774556291	1206.5132772955797
26200.0	564.39547377566	1208.37756194354
26250.0	567.6520183012383	1210.230749980206
26300.0	570.8624703735015	1212.01937603612
26350.0	573.6411530124994	1213.1254616751175
26400.0	576.4531733467245	1214.2652489363097
26450.0	579.2383796319382	1215.3896009456207
26500.0	581.1507118342565	1215.801551548196
26550.0	583.0277909838478	1216.1802123168904
26600.0	584.8721979569689	1216.5410366785666
26650.0	586.7498038253634	1217.147075837465
26700.0	588.6423008982232	1217.771746611289
26750.0	590.5539130884112	1218.419735952732
26800.0	592.5523032791483	1219.167223949358
26850.0	594.553698802128	1219.922246949614
26900.0	596.5589754449276	1220.6883944915567
26950.0	598.6024639814282	1221.5560260418222
27000.0	600.6804334675405	1222.4637979218476
27050.0	602.7377420787661	1223.360876689469
27100.0	603.41799174916	1222.9967356793045
27150.0	604.1112497761229	1222.6527325623651
27200.0	604.8608426241848	1222.3798904746893
27250.0	606.9281398976492	1223.673436279218
27300.0	608.9281197159788	1224.9114990272697
27350.0	610.8119394265901	1226.0497757396545
27400.0	610.6627919111048	1225.3495940844496
27450.0	610.4084658951515	1224.5595432428208
27500.0	610.1356915950561	1223.765055727634
27550.0	614.648899684438	1227.6987050816447
27600.0	619.2532466408315	1231.7359228077287
27650.0	623.897939211506	1235.8220332830895
27700.0	624.0546639566838	1235.0813770506354
27750.0	624.2134024911602	1234.345927772999
27800.0	624.3815454492767	1233.6207041264465
27850.0	626.177995065308	1233.9809429145762
27900.0	627.8673544355836	1234.2243241271901
27950.0	629.4496235600492	1234.3508477642863
28000.0	630.8897471217899	1233.9514895512393
28050.0	632.3715667407894	1233.5743050761307
28100.0	633.8953372938113	1233.220410119676
28150.0	634.7593180233445	1232.0804353233452
28200.0	635.6358141191248	1230.9297850759276
28250.0	636.5539073190442	1229.7950605539922
28300.0	638.6594224197121	1229.9912643193454
28350.0	640.7608735510318	1230.1793297181762
28400.0	642.840747336157	1230.3390395184845
28450.0	645.2229879043523	1230.9833975538802
28500.0	647.6733157570578	1231.6841783974764
28550.0	650.1852312473035	1232.4304401762338
28600.0	651.1049459391762	1231.6170842576782
28650.0	652.0329350628595	1230.7910618599408
28700.0	653.0187641892505	1230.0003846254613
28750.0	654.6695842744075	1229.929232700615
28800.0	656.3324757351379	1229.8491586025077
28850.0	657.9836285199193	1229.733464815602
28900.0	659.7480448568465	1229.8265049081522
28950.0	661.6159042523944	1230.0079468983768
29000.0	663.5840359074574	1230.2693950225637
29050.0	665.2590355093319	1230.2471748314442
29100.0	666.9689258485196	1230.245640873472
29150.0	668.732942871285	1230.2826037042087
29200.0	670.8803823308991	1230.7281161871156
29250.0	672.9399127296938	1231.074519963261
29300.0	674.8873753012056	1231.295299407515
29350.0	677.897382404507	1232.809560212246
29400.0	681.042960683136	1234.4638152739062
29450.0	684.2510883417599	1236.1687582255322
29500.0	685.4609987845809	1236.3078949680573
29550.0	686.5928032886766	1236.391433769473
29600.0	687.8005005588642	1236.5403186798019
29650.0	687.0434486795093	1235.2306632852783
29700.0	686.1404781606417	1233.8070416907224
29750.0	685.2573999068883	1232.3927359036472
29800.0	687.4522143389565	1234.448128974333
29850.0	689.9855443588544	1236.8683207210102
29900.0	692.5833896867146	1239.343038296964
29950.0	694.6641375324194	1241.6170630417623
30000.0	696.7186330033504	1243.8899177759117
30050.0	698.8024322695508	1246.1852384520778
30100.0	700.281246143319	1248.127189303569
30150.0	701.5637454291867	1249.898921114972
30200.0	702.7094136004175	1251.5327002304177
30250.0	705.4735579301774	1255.144952885749
30300.0	708.5618879920958	1259.1296964275805
30350.0	711.7872677054381	1263.258833179031
30400.0	712.9547541475349	1265.7013971479369
30450.0	713.7731659419638	1267.853066513047
30500.0	714.4764913239411	1269.8991792476834
30550.0	709.5883569757326	1266.502695333912
30600.0	703.9731936919125	1262.4188243315975
30650.0	698.3503707843164	1258.3479680071732
30700.0	697.0710057370027	1258.5556917973995
30750.0	696.2866609889227	1259.2631836599448
30800.0	695.3803465301984	1259.865189083805
30850.0	694.4810467399782	1260.3774274455604
30900.0	693.5576180389166	1260.859546965164
30950.0	692.5962966859449	1261.3142681134536
31000.0	692.25425911456	1262.3961904664668
31050.0	691.7704303921191	1263.344068122704
31100.0	691.0258629108112	1264.0391890307549
31150.0	689.5773000435884	1264.0028725388788
31200.0	688.3120616656381	1264.1509462687786
31250.0	687.3440522702954	1264.6031509506874
31300.0	685.9496523742209	1264.5717440478604
31350.0	684.4750225359679	1264.4560475576768
31400.0	683.0273801837703	1264.3745999346734
31450.0	680.2865800947924	1262.965419499943
31500.0	677.3295585622686	1261.3410318378858
31550.0	674.4013098348423	1259.7543191940017
31600.0	672.954557548026	1259.6214425775338
31650.0	671.6978674390425	1259.680929265143
