
1 0  0  0  0  0  0  0
0 4  0  0  0  0  0  0
0 3  4  0  0  0  0  0 
0 2  7  4  0  0  0  0 
0 2  5 10  8  0  0  0
0 1  8 12 11 20  0  0
0 1  8 11 13 20 32  0
0 0 11 14 15 23 37 60


