37630	  109.0657
37760	  110.3056
37891	  111.5527
38021	  112.7345
38151	  113.8866
38281	  115.1035
38411	  116.3426
38542	  117.5321
38672	  118.6676
38802	  119.8093
38932	  121.0146
39062	  122.1786
39193	  123.2591
39323	  124.4008
39453	  125.5370
39583	  126.6388
39714	  127.7864
39844	  128.8464
39974	  129.9712
40104	  130.9601
40234	  132.0185
40365	  133.1564
40495	  134.1808
40625	  135.2430
40755	  136.2451
40885	  137.2411
41016	  138.2484
41146	  139.2645
41276	  140.1752
41406	  141.1573
41536	  142.1684
41667	  143.0679
41797	  144.0115
41927	  144.9273
42057	  145.8232
42188	  146.7499
42318	  147.5979
42448	  148.4454
42578	  149.3328
42708	  150.1787
42839	  151.0233
42969	  151.8643
43099	  152.6430
43229	  153.4366
43359	  154.1981
43490	  154.9687
43620	  155.7770
43750	  156.5482
43880	  157.2413
44010	  157.9498
44141	  158.7766
44271	  159.6217
44401	  160.2745
44531	  160.7887
44661	  161.4724
44792	  162.4825
44922	  163.7437
45052	  164.7869
45182	  165.3506
45312	  165.6592
45443	  165.9259
45573	  166.1796
45703	  166.4222
45833	  166.6472
45964	  166.8707
46094	  167.0843
46224	  167.2888
46354	  167.4848
46484	  167.6708
46615	  167.8506
46745	  168.0231
46875	  168.1875
47005	  168.3445
47135	  168.4932
47266	  168.6347
47396	  168.7685
47526	  168.8952
47656	  169.0151
47786	  169.1271
47917	  169.2320
48047	  169.3302
48177	  169.4211
48307	  169.5051
48438	  169.5824
48568	  169.6529
48698	  169.7167
48828	  169.7736
48958	  169.8239
49089	  169.8677
49219	  169.9046
49349	  169.9353
49479	  169.9594
49609	  169.9767
49740	  169.9878
49870	  169.9919
50000	  169.9919
