   0.    1.43675E-03
    0.500000    1.51178E-03
     1.00000    1.59031E-03
     1.50000    1.67310E-03
     2.00000    1.76013E-03
     2.50000    1.85136E-03
     3.00000    1.94700E-03
     3.50000    2.04778E-03
     4.00000    2.15320E-03
     4.50000    2.26376E-03
     5.00000    2.37966E-03
     5.50000    2.50139E-03
     6.00000    2.62875E-03
     6.50000    2.76315E-03
     7.00000    2.90427E-03
     7.50000    3.05134E-03
     8.00000    3.20448E-03
     8.50000    3.36662E-03
     9.00000    3.53476E-03
     9.50000    3.70836E-03
    10.00000    3.89179E-03
    10.50000    4.08165E-03
     11.0000    4.28027E-03
     11.5000    4.48509E-03
     12.0000    4.69898E-03
     12.5000    4.92357E-03
     13.0000    5.15650E-03
     13.5000    5.38923E-03
     14.0000    5.62517E-03
     14.5000    5.86768E-03
     15.0000    6.12314E-03
     15.5000    6.37075E-03
     16.0000    6.61966E-03
     16.5000    6.86484E-03
     16.7500    6.98919E-03
     17.0000    7.10536E-03
     17.2500    7.22587E-03
     17.5000    7.34208E-03
     17.7500    7.45375E-03
     18.0000    7.57245E-03
     18.2500    7.68549E-03
     18.5000    7.79253E-03
     18.7500    7.89490E-03
     19.0000    7.96736E-03
     19.2500    8.05122E-03
     19.5000    8.12819E-03
     19.7500    8.20441E-03
     20.0000    8.27056E-03
     20.2500    8.32551E-03
     20.5000    8.35718E-03
     20.7500    8.40450E-03
     21.0000    8.41632E-03
     21.2500    8.44154E-03
     21.5000    8.47945E-03
     21.7500    8.47960E-03
     22.0000    8.45864E-03
     22.2500    8.42388E-03
     22.5000    8.40312E-03
     22.7500    8.38761E-03
     23.0000    8.34247E-03
     23.2500    8.31970E-03
     23.5000    8.30787E-03
     23.7500    8.35284E-03
     24.0000    8.36110E-03
     24.2500    8.32167E-03
     24.5000    8.34691E-03
     24.7500    8.32637E-03
     25.0000    8.27475E-03
     25.2500    8.28918E-03
     25.5000    8.24882E-03
     25.7500    8.20178E-03
     26.0000    8.20480E-03
     26.2500    8.17569E-03
     26.5000    8.13547E-03
     26.7500    8.14013E-03
     27.0000    8.13444E-03
     27.2500    8.12270E-03
     27.5000    8.13250E-03
     27.7500    8.11991E-03
     28.0000    8.10850E-03
     28.2500    8.08297E-03
     28.5000    8.05582E-03
     28.7500    8.05031E-03
     29.0000    8.10429E-03
     29.2500    8.11492E-03
     29.5000    8.10053E-03
     29.7500    8.10329E-03
     30.0000    8.10528E-03
     30.2500    8.14038E-03
     30.5000    8.15292E-03
     30.7500    8.17795E-03
     31.0000    8.18334E-03
     31.2500    8.19428E-03
     31.5000    8.21867E-03
     31.7500    8.25183E-03
     32.0000    8.25226E-03
     32.2500    8.26093E-03
     32.5000    8.30727E-03
     32.7500    8.38002E-03
     33.0000    8.40894E-03
     33.2500    8.43473E-03
     33.5000    8.45251E-03
     33.7500    8.49019E-03
     34.0000    8.53919E-03
     34.2500    8.61597E-03
     34.5000    8.68019E-03
     34.7500    8.72243E-03
     35.0000    8.77655E-03
     35.2500    8.83282E-03
     35.5000    8.92181E-03
     35.7500    8.99161E-03
     36.0000    9.07173E-03
     36.2500    9.13860E-03
     36.5000    9.18457E-03
     36.7500    9.24238E-03
     37.0000    9.33365E-03
     37.2500    9.41385E-03
     37.5000    9.46498E-03
     37.7500    9.52277E-03
     38.0000    9.58604E-03
     38.2500    9.67479E-03
     38.5000    9.75154E-03
     38.7500    9.84597E-03
     39.0000    9.92484E-03
     39.2500    1.00141E-02
     39.5000    1.01247E-02
     39.7500    1.02308E-02
     40.0000    1.03283E-02
     40.2500    1.03736E-02
     40.5000    1.04650E-02
     40.7500    1.05788E-02
     41.0000    1.06902E-02
     41.2500    1.08042E-02
     41.5000    1.08901E-02
     41.7500    1.09955E-02
     42.0000    1.10916E-02
     42.2500    1.11944E-02
     42.5000    1.12500E-02
     42.7500    1.13550E-02
     43.0000    1.14810E-02
     43.2500    1.16235E-02
     43.5000    1.17285E-02
     43.7500    1.18235E-02
     44.0000    1.19338E-02
     44.2500    1.20115E-02
     44.5000    1.21209E-02
     44.7500    1.22264E-02
     45.0000    1.23337E-02
     45.2500    1.24347E-02
     45.5000    1.25274E-02
     45.7500    1.26653E-02
     46.0000    1.27847E-02
     46.2500    1.28918E-02
     46.5000    1.29618E-02
     46.7500    1.31091E-02
     47.0000    1.32084E-02
     47.2500    1.33105E-02
     47.5000    1.34035E-02
     47.7500    1.35073E-02
     48.0000    1.36002E-02
     48.2500    1.36732E-02
     48.5000    1.38470E-02
     48.7500    1.40172E-02
     49.0000    1.40711E-02
     49.2500    1.40902E-02
     49.5000    1.41732E-02
     49.6250    1.41965E-02
     49.7500    1.42369E-02
     49.8750    1.43071E-02
     50.0000    1.43506E-02
     50.1250    1.43387E-02
     50.2500    1.42805E-02
     50.3750    1.41905E-02
     50.5000    1.41155E-02
     50.6250    1.41428E-02
     50.7500    1.41624E-02
     50.8750    1.41993E-02
     51.0000    1.40887E-02
     51.1250    1.38978E-02
     51.2500    1.37443E-02
     51.3750    1.36300E-02
     51.5000    1.34140E-02
     51.6250    1.32522E-02
     51.7500    1.29997E-02
     51.8750    1.26861E-02
     52.0000    1.23618E-02
     52.1250    1.21801E-02
     52.2500    1.19792E-02
     52.3750    1.17946E-02
     52.5000    1.15568E-02
     52.6250    1.13644E-02
     52.7500    1.11129E-02
     52.8750    1.10583E-02
     53.1250    1.06748E-02
     53.3750    1.03128E-02
     53.6250    1.00607E-02
     53.8750    9.88678E-03
     54.1250    9.71107E-03
     54.3750    9.52206E-03
     54.6250    9.41542E-03
