           1   1.0000000000000000        1.0000000000000000        1.0000000000000000E-008
           2   3.4703037339015470E-004   6.1303067453855194E-004   1.0000000000000000E-008
           3   2.7920344569572144E-003   4.5363982474675799E-003   1.0000000000000000E-008
           4   1.8077323737137024E-003   3.0971101643097586E-003   1.0000000000000000E-008
           5   2.1559633721159746E-003   3.7904380038217955E-003   1.0000000000000000E-008
           6   2.0459898542110606E-003   3.6341438210382815E-003   1.0000000000000000E-008
           7   2.0478045758168706E-003   3.6568570890283892E-003   1.0000000000000000E-008
           8   1.9879126326109498E-003   3.5720700826562027E-003   1.0000000000000000E-008
           9   1.9301560653362192E-003   3.4870695311089157E-003   1.0000000000000000E-008
          10   1.8601396621068108E-003   3.3793647681934569E-003   1.0000000000000000E-008
          11   1.7866742007391218E-003   3.2637239060966301E-003   1.0000000000000000E-008
          12   1.7098578201635581E-003   3.1402793292079042E-003   1.0000000000000000E-008
          13   1.6316434279706174E-003   3.0123108449367848E-003   1.0000000000000000E-008
          14   1.5529912044871231E-003   2.8815661635223995E-003   1.0000000000000000E-008
          15   1.4747893180329938E-003   2.7496349195070941E-003   1.0000000000000000E-008
          16   1.3981026811589014E-003   2.6189665025345365E-003   1.0000000000000000E-008
          17   1.3230915780544077E-003   2.4896149468911634E-003   1.0000000000000000E-008
          18   1.2503459560795347E-003   2.3628813223960489E-003   1.0000000000000000E-008
          19   1.1799013977132017E-003   2.2385536116531560E-003   1.0000000000000000E-008
          20   1.1121132145492211E-003   2.1176070271662299E-003   1.0000000000000000E-008
          21   1.0472643929526613E-003   2.0008844695918377E-003   1.0000000000000000E-008
          22   9.8530766410104297E-004   1.8883772646768908E-003   1.0000000000000000E-008
          23   9.2628987374501173E-004   1.7802901768845614E-003   1.0000000000000000E-008
          24   8.7008909943399868E-004   1.6765672290770233E-003   1.0000000000000000E-008
          25   8.1683375987694380E-004   1.5776770311296917E-003   1.0000000000000000E-008
          26   7.6648335588877406E-004   1.4836494777492710E-003   1.0000000000000000E-008
          27   7.1883939672859548E-004   1.3942096202369436E-003   1.0000000000000000E-008
          28   6.7398544141646565E-004   1.3096204310846513E-003   1.0000000000000000E-008
          29   6.3139942359475903E-004   1.2288218840285036E-003   1.0000000000000000E-008
          30   5.9149082833761092E-004   1.1529431454925688E-003   1.0000000000000000E-008
          31   5.5400937133979133E-004   1.0814798854477787E-003   1.0000000000000000E-008
          32   5.1866727815186417E-004   1.0137357575631884E-003   1.0000000000000000E-008
          33   4.8542209435859830E-004   9.4988789809005909E-004   1.0000000000000000E-008
          34   4.5428328692615069E-004   8.8991945154219012E-004   1.0000000000000000E-008
          35   4.2499603717827887E-004   8.3335353933948909E-004   1.0000000000000000E-008
          36   3.9764937424494393E-004   7.8047718866401617E-004   1.0000000000000000E-008
          37   3.7197290189721911E-004   7.3074072724083831E-004   1.0000000000000000E-008
          38   3.4771286111947035E-004   6.8348417834253360E-004   1.0000000000000000E-008
          39   3.2518902987929102E-004   6.3971845954468372E-004   1.0000000000000000E-008
          40   3.0402388126465505E-004   5.9848406881044544E-004   1.0000000000000000E-008
          41   2.8412525240741288E-004   5.5961078616727352E-004   1.0000000000000000E-008
          42   2.6573649529422261E-004   5.2372452992970086E-004   1.0000000000000000E-008
          43   2.4817461671043666E-004   4.8922119988914384E-004   1.0000000000000000E-008
          44   2.3210895678690548E-004   4.5787833763124495E-004   1.0000000000000000E-008
          45   2.1675002224368772E-004   4.2767755892306571E-004   1.0000000000000000E-008
          46   2.0253689047733338E-004   3.9975284989098784E-004   1.0000000000000000E-008
          47   1.8923327753117458E-004   3.7361308413303497E-004   1.0000000000000000E-008
          48   1.7679190011869858E-004   3.4916605586430389E-004   1.0000000000000000E-008
          49   1.6511832694852569E-004   3.2616264052803687E-004   1.0000000000000000E-008
          50   1.5419405749596949E-004   3.0464165058434635E-004   1.0000000000000000E-008
          51   1.4396943866039965E-004   2.8446434721782362E-004   1.0000000000000000E-008
