200	9.20904263805307e-07	5.55921211302204e-07	-5.55921211302204e-07	3.97712899260423e-07	-9.20904263805307e-07
400	8.65779712287242e-07	4.88915348261579e-07	-4.89841606002990e-07	3.59200968851377e-07	-8.65779712287242e-07
600	8.27504357192686e-07	4.76204188979857e-07	-4.75343215688047e-07	3.43864348607485e-07	-8.27504357192686e-07
800	7.95753726932523e-07	4.64375259078939e-07	-4.60878115155203e-07	3.29056094709823e-07	-7.95753726932523e-07
1000	7.73292666000491e-07	4.53702657067726e-07	-4.47988441754551e-07	3.18321292026561e-07	-7.73292666000491e-07
1200	7.51315803295668e-07	4.44336899361730e-07	-4.35919440235125e-07	3.07183872934409e-07	-7.51315803295668e-07
1400	7.32140174080529e-07	4.35835362722567e-07	-4.24682929099570e-07	2.97732337142035e-07	-7.32140174080529e-07
1600	7.16566307596000e-07	4.26495913104401e-07	-4.14761927637437e-07	2.89480866834426e-07	-7.16566307596000e-07
1800	7.02237757863295e-07	4.19866379684623e-07	-4.05519813966767e-07	2.82568977816632e-07	-7.02237757863295e-07
2000	6.90547391473200e-07	4.13957445830904e-07	-3.96211275013936e-07	2.75313871700707e-07	-6.90547391473200e-07
2200	6.78994765955942e-07	4.07612413969354e-07	-3.87885058219300e-07	2.69934373879810e-07	-6.78994765955942e-07
2400	6.67622144041860e-07	4.01352193153195e-07	-3.80472268524265e-07	2.63053927742683e-07	-6.67622144041860e-07
2600	6.55706719018265e-07	3.96082793520147e-07	-3.72412434279034e-07	2.56768459791686e-07	-6.55706719018265e-07
2800	6.45568858424241e-07	3.91334334961042e-07	-3.64037875483353e-07	2.51373084200120e-07	-6.45568858424241e-07
3000	6.35750725339398e-07	3.86641836626539e-07	-3.56459034807587e-07	2.45152087310019e-07	-6.35750725339398e-07
3200	6.26041602711021e-07	3.81969988223898e-07	-3.49395332939893e-07	2.39357443536305e-07	-6.26041602711021e-07
3400	6.17574165300855e-07	3.76840724230080e-07	-3.42603462477087e-07	2.33293450323503e-07	-6.17574165300855e-07
3600	6.09891890369927e-07	3.71698321339392e-07	-3.37042400509375e-07	2.29146935854072e-07	-6.09891890369927e-07
3800	6.04224141574133e-07	3.67604133482755e-07	-3.33304391238366e-07	2.26483943288269e-07	-6.04224141574133e-07
4000	5.98968732033802e-07	3.63812286589544e-07	-3.28515566682630e-07	2.25674599897760e-07	-5.98968732033802e-07
4200	5.93540453100896e-07	3.59997929657691e-07	-3.23625285354002e-07	2.24961681193584e-07	-5.93540453100896e-07
4400	5.88056088805859e-07	3.56278136962822e-07	-3.18658505760974e-07	2.17375022661727e-07	-5.88056088805859e-07
4600	5.82540173898930e-07	3.52689118795850e-07	-3.14137379109655e-07	2.15257314181311e-07	-5.82540173898930e-07
4800	5.78181163448133e-07	3.48783088353588e-07	-3.09690519264885e-07	2.12222674107298e-07	-5.78181163448133e-07
5000	5.72496933024768e-07	3.43378221164520e-07	-3.04568302481789e-07	2.08393453816709e-07	-5.72496933024768e-07
5200	5.67134101542021e-07	3.38753708325168e-07	-2.99685561753386e-07	2.01477344532067e-07	-5.67134101542021e-07
5400	5.60938820665743e-07	3.33774897157828e-07	-2.95279171510057e-07	1.96272001123240e-07	-5.60938820665743e-07
5600	5.55098789648436e-07	3.28744125049372e-07	-2.90081202853444e-07	1.90407683618616e-07	-5.55098789648436e-07
5800	5.49204116613446e-07	3.25641767067898e-07	-2.85700169791306e-07	1.90626804351121e-07	-5.49204116613446e-07
6000	5.43862354783275e-07	3.21986126733579e-07	-2.81730807270099e-07	1.82095066729282e-07	-5.43862354783275e-07
6200	5.38679645593668e-07	3.19097516575010e-07	-2.77982913797500e-07	1.80370695356114e-07	-5.38679645593668e-07
6400	5.33350310346531e-07	3.15790687846323e-07	-2.74269435081147e-07	1.76210564757255e-07	-5.33350310346531e-07
6600	5.28283240451375e-07	3.13039696088840e-07	-2.70898943833658e-07	1.77697391325357e-07	-5.28283240451375e-07
6800	5.23324746086880e-07	3.09706125518032e-07	-2.67678183382356e-07	1.72381992546056e-07	-5.23324746086880e-07
7000	5.18730911680649e-07	3.05707941868417e-07	-2.64178509493751e-07	1.64791749955371e-07	-5.18730911680649e-07
7200	5.13533214723914e-07	3.02747933911594e-07	-2.61035330247967e-07	1.62808623459387e-07	-5.13533214723914e-07
7400	5.08858782256455e-07	3.00289317561399e-07	-2.58195789772625e-07	1.61500305380485e-07	-5.08858782256455e-07
7600	5.05458476165586e-07	2.97914333983545e-07	-2.55359981679120e-07	1.61381157370146e-07	-5.05458476165586e-07
7800	5.01614365702026e-07	2.94714763187279e-07	-2.52765149463244e-07	1.57079325620421e-07	-5.01614365702026e-07
8000	4.97917405409968e-07	2.91801565337288e-07	-2.50019748276018e-07	1.53061106723959e-07	-4.97917405409968e-07
8200	4.92854106087974e-07	2.88728473417713e-07	-2.47621960908406e-07	1.51226638584273e-07	-4.92854106087974e-07
8400	4.88771298359198e-07	2.86338103680794e-07	-2.45857344027583e-07	1.49077639974705e-07	-4.88771298359198e-07
8600	4.85629779443490e-07	2.84153788377392e-07	-2.44262138830099e-07	1.51639387337141e-07	-4.85629779443490e-07
8800	4.82575212616429e-07	2.81529364961311e-07	-2.42918400393217e-07	1.53589876467587e-07	-4.82575212616429e-07
9000	4.79523766770106e-07	2.79473044216678e-07	-2.40954158964687e-07	1.50855970757577e-07	-4.79523766770106e-07
9200	4.76653194658622e-07	2.76791769010376e-07	-2.39237982581167e-07	1.46671937970939e-07	-4.76653194658622e-07
9400	4.73386724995981e-07	2.74301714619173e-07	-2.37235259381147e-07	1.46248495900529e-07	-4.73386724995981e-07
9600	4.70153692512882e-07	2.72015688162248e-07	-2.35608829578615e-07	1.43184970353508e-07	-4.70153692512882e-07
9800	4.67150219548591e-07	2.69923404127387e-07	-2.33968562145052e-07	1.46617114484540e-07	-4.67150219548591e-07
10000	4.63429153503803e-07	2.67755292456034e-07	-2.32256472599050e-07	1.44582351172670e-07	-4.63429153503803e-07
10200	4.60753095686189e-07	2.65208916811409e-07	-2.30776628195296e-07	1.40885216339827e-07	-4.60753095686189e-07
10400	4.57837986014432e-07	2.62933600956453e-07	-2.29176534169270e-07	1.37538951538034e-07	-4.57837986014432e-07
10600	4.55404763540703e-07	2.60151158066532e-07	-2.27810069078894e-07	1.34114876108999e-07	-4.55404763540703e-07
10800	4.51445728422444e-07	2.57678472440911e-07	-2.25750576513308e-07	1.31663188869401e-07	-4.51445728422444e-07
11000	4.48838079674955e-07	2.53698809385980e-07	-2.23859102209062e-07	1.32766482248814e-07	-4.48838079674955e-07
11200	4.45168752682054e-07	2.50863925605924e-07	-2.22218341112811e-07	1.33559300009726e-07	-4.45168752682054e-07
11400	4.41974433391411e-07	2.47980365134973e-07	-2.20861669601890e-07	1.27249824312803e-07	-4.41974433391411e-07
11600	4.38383194323110e-07	2.44837941545085e-07	-2.19340935960241e-07	1.26096480334071e-07	-4.38383194323110e-07
11800	4.34661209463984e-07	2.42241959549296e-07	-2.17621967826093e-07	1.23111547877032e-07	-4.34661209463984e-07
12000	4.31575279212842e-07	2.40062718750519e-07	-2.16162764435015e-07	1.20580005493922e-07	-4.31575279212842e-07
12200	4.28555577605866e-07	2.37778108163202e-07	-2.14815833454520e-07	1.20740538551086e-07	-4.28555577605866e-07
