# <time> <evaluation_point_x> <evaluation_point_y> <velocity_x> <velocity_y> <pressure> <temperature> <C_1> <C_2>
0 0.5 0.6 -2.3461e-12 -0.0044569 0.188114 0 1 0

0.438206 0.5 0.6 -1.14236e-12 -0.00397047 0.192272 0 1 -7.3425e-16

0.930108 0.5 0.6 3.18207e-13 -0.00382505 0.190642 0 1 8.4704e-12

1.43011 0.5 0.6 -8.06499e-14 -0.00372106 0.18907 0 1 -4.04553e-11

1.93011 0.5 0.6 -4.71475e-13 -0.00361971 0.187894 0 1 6.69446e-11

2.43011 0.5 0.6 -4.70751e-13 -0.00346048 0.187335 0 1 4.74464e-11

2.93011 0.5 0.6 -1.94483e-12 -0.0033622 0.187285 0 1.00001 -1.60435e-10

3.43011 0.5 0.6 -4.71364e-13 -0.00327648 0.187467 0 1.00001 -1.8547e-10

3.93011 0.5 0.6 6.49632e-13 -0.00319627 0.187574 0 1.00001 1.35424e-10

4.43011 0.5 0.6 1.31371e-12 -0.0031248 0.187639 0 1.00001 5.00394e-10

4.93011 0.5 0.6 6.91091e-13 -0.00305816 0.187762 0 1.00001 4.78405e-10

5.43011 0.5 0.6 -3.85179e-12 -0.0029951 0.187905 0 1 -1.99034e-10

5.93011 0.5 0.6 -2.88171e-12 -0.00293106 0.187897 0 0.999992 -1.23649e-09

6.43011 0.5 0.6 -5.7479e-13 -0.00287122 0.188027 0 0.999975 -1.73631e-09

6.93011 0.5 0.6 1.31861e-12 -0.00281261 0.187913 0 0.999953 -8.52284e-10

7.43011 0.5 0.6 9.77555e-14 -0.00275919 0.188066 0 0.999929 1.46972e-09

7.93011 0.5 0.6 1.58666e-12 -0.00271074 0.188347 0 0.999904 4.015e-09

8.43011 0.5 0.6 -1.06293e-12 -0.0026618 0.188262 0 0.999881 4.785e-09

8.93011 0.5 0.6 9.87796e-13 -0.00261683 0.188322 0 0.999862 2.76646e-09

9.43011 0.5 0.6 2.16819e-12 -0.00257662 0.18856 0 0.999851 -1.69768e-09

9.93011 0.5 0.6 1.24874e-13 -0.00253481 0.188356 0 0.999848 -7.00906e-09

10.4301 0.5 0.6 -1.58251e-13 -0.00249474 0.188215 0 0.999856 -1.08124e-08

10.9301 0.5 0.6 2.04661e-12 -0.00245936 0.188597 0 0.999875 -1.12462e-08

11.4301 0.5 0.6 -2.2582e-13 -0.00242286 0.18865 0 0.999907 -7.76261e-09

11.9301 0.5 0.6 -3.18652e-13 -0.00238463 0.188687 0 0.999952 -4.84823e-10

12.4301 0.5 0.6 9.53526e-13 -0.00235105 0.189045 0 1.00001 9.66827e-09

12.9301 0.5 0.6 4.88659e-14 -0.00232059 0.189507 0 1.00008 2.1279e-08

13.4301 0.5 0.6 2.38412e-13 -0.00228982 0.189684 0 1.00015 3.1003e-08

13.9301 0.5 0.6 -4.87272e-12 -0.0022576 0.189751 0 1.00023 3.4218e-08

14.4301 0.5 0.6 3.60602e-13 -0.00222799 0.18984 0 1.00032 2.74458e-08

14.9301 0.5 0.6 2.14353e-13 -0.0022013 0.190063 0 1.0004 1.04983e-08

15.4301 0.5 0.6 2.07713e-13 -0.00217672 0.190496 0 1.00047 -1.34939e-08

15.9301 0.5 0.6 4.24755e-12 -0.00215016 0.190733 0 1.00054 -4.06586e-08

16.4301 0.5 0.6 -2.71211e-12 -0.00212604 0.1908 0 1.0006 -6.66595e-08

16.9301 0.5 0.6 -1.74764e-12 -0.00210185 0.190879 0 1.00064 -8.69482e-08

17.4301 0.5 0.6 1.03078e-12 -0.00207926 0.191043 0 1.00066 -9.67132e-08

17.9301 0.5 0.6 1.81435e-12 -0.00205625 0.191056 0 1.00066 -9.16278e-08

18.4301 0.5 0.6 -5.12905e-14 -0.00203547 0.19112 0 1.00064 -6.81647e-08

18.9301 0.5 0.6 -1.80791e-13 -0.00201841 0.191382 0 1.0006 -2.51568e-08

19.4301 0.5 0.6 -6.59046e-13 -0.00199926 0.191436 0 1.00054 3.92448e-08

19.9301 0.5 0.6 1.17218e-12 -0.00197874 0.191133 0 1.00046 1.2099e-07

20.4301 0.5 0.6 5.13606e-12 -0.00195985 0.191122 0 1.00037 2.08621e-07

20.9301 0.5 0.6 1.2828e-12 -0.00194362 0.191278 0 1.00025 2.85403e-07

21.4301 0.5 0.6 6.57537e-13 -0.00192949 0.191442 0 1.00012 3.33684e-07

21.9301 0.5 0.6 -8.08585e-12 -0.00191333 0.191458 0 0.999982 3.39241e-07

22.4301 0.5 0.6 2.00524e-13 -0.00189602 0.19178 0 0.999835 2.94677e-07

22.9301 0.5 0.6 3.79124e-12 -0.00188236 0.192692 0 0.999686 1.98815e-07

23.4301 0.5 0.6 -7.09377e-13 -0.00187054 0.194004 0 0.999539 5.42337e-08

