#Points_Magnitude  strain_rate_tensor_Magnitude  velocity_Magnitude
1.685  1.50091e-09  3.56113e-10
1.686  1.50091e-09  3.57359e-10
1.687  1.50091e-09  3.58606e-10
1.688  1.63234e-09  3.59905e-10
1.689  1.63234e-09  3.61257e-10
1.69  1.63234e-09  3.62609e-10
1.691  1.63234e-09  3.63961e-10
1.692  1.63234e-09  3.65313e-10
1.693  1.63234e-09  3.66665e-10
1.694  1.63234e-09  3.68017e-10
1.695  1.63234e-09  3.6937e-10
1.696  1.6344e-09  3.70722e-10
1.697  1.6344e-09  3.72074e-10
1.698  1.6344e-09  3.73426e-10
1.699  1.6344e-09  3.74778e-10
1.7  1.6344e-09  3.7613e-10
1.701  1.6344e-09  3.77482e-10
1.702  1.6344e-09  3.78834e-10
1.703  1.6344e-09  3.80186e-10
1.704  1.77503e-09  3.81659e-10
1.705  1.77503e-09  3.83148e-10
1.706  1.77503e-09  3.84637e-10
1.707  1.77503e-09  3.86126e-10
1.708  1.77503e-09  3.87616e-10
1.709  1.77503e-09  3.89105e-10
1.71  1.77503e-09  3.90594e-10
1.711  1.77277e-09  3.92083e-10
1.712  1.77277e-09  3.93573e-10
1.713  1.77277e-09  3.95062e-10
1.714  1.77277e-09  3.96551e-10
1.715  1.77277e-09  3.98041e-10
1.716  1.77277e-09  3.9953e-10
1.717  1.77277e-09  4.0102e-10
1.718  1.77277e-09  4.02509e-10
1.719  1.9383e-09  4.04029e-10
1.72  1.9383e-09  4.05641e-10
1.721  1.9383e-09  4.07253e-10
1.722  1.9383e-09  4.08865e-10
1.723  1.9383e-09  4.10477e-10
1.724  1.9383e-09  4.1209e-10
1.725  1.9383e-09  4.13702e-10
1.726  1.9383e-09  4.15314e-10
1.727  1.93733e-09  4.16926e-10
1.728  1.93733e-09  4.18538e-10
1.729  1.93733e-09  4.20151e-10
1.73  1.93733e-09  4.21763e-10
1.731  1.93733e-09  4.23375e-10
1.732  1.93733e-09  4.24987e-10
1.733  1.93733e-09  4.266e-10
1.734  1.93733e-09  4.28212e-10
1.735  2.15251e-09  4.29951e-10
1.736  2.15251e-09  4.31767e-10
1.737  2.15251e-09  4.33583e-10
1.738  2.15251e-09  4.35399e-10
1.739  2.15251e-09  4.37214e-10
1.74  2.15251e-09  4.3903e-10
1.741  2.15251e-09  4.40846e-10
1.742  2.15251e-09  4.42662e-10
1.743  2.14978e-09  4.44478e-10
1.744  2.14978e-09  4.46293e-10
1.745  2.14978e-09  4.48109e-10
1.746  2.14978e-09  4.49925e-10
1.747  2.14978e-09  4.51741e-10
1.748  2.14978e-09  4.53557e-10
1.749  2.14978e-09  4.55373e-10
1.75  2.14978e-09  4.57189e-10
1.751  2.33968e-09  4.59154e-10
1.752  2.33968e-09  4.61119e-10
1.753  2.33968e-09  4.63084e-10
1.754  2.33968e-09  4.65049e-10
1.755  2.33968e-09  4.67015e-10
1.756  2.33968e-09  4.6898e-10
1.757  2.33968e-09  4.70945e-10
1.758  2.34238e-09  4.72911e-10
1.759  2.34238e-09  4.74876e-10
1.76  2.34238e-09  4.76842e-10
1.761  2.34238e-09  4.78807e-10
1.762  2.34238e-09  4.80772e-10
1.763  2.34238e-09  4.82738e-10
1.764  2.34238e-09  4.84703e-10
1.765  2.34238e-09  4.86669e-10
1.766  2.65273e-09  4.88738e-10
1.767  2.65273e-09  4.90981e-10
1.768  2.65273e-09  4.93224e-10
1.769  2.65273e-09  4.95467e-10
1.77  2.65273e-09  4.97709e-10
1.771  2.65273e-09  4.99952e-10
1.772  2.65273e-09  5.02195e-10
1.773  2.65273e-09  5.04438e-10
1.774  2.65369e-09  5.06681e-10
1.775  2.65369e-09  5.08924e-10
1.776  2.65369e-09  5.11167e-10
1.777  2.65369e-09  5.1341e-10
1.778  2.65369e-09  5.15653e-10
1.779  2.65369e-09  5.17896e-10
1.78  2.65369e-09  5.20139e-10
1.781  2.65369e-09  5.22382e-10
1.782  3.03968e-09  5.24886e-10
1.783  3.03968e-09  5.27478e-10
1.784  3.03968e-09  5.30069e-10
1.785  3.03968e-09  5.3266e-10
1.786  3.03968e-09  5.35251e-10
1.787  3.03968e-09  5.37842e-10
1.788  3.03968e-09  5.40434e-10
1.789  3.03968e-09  5.43025e-10
1.79  3.04777e-09  5.45616e-10
1.791  3.04777e-09  5.48208e-10
1.792  3.04777e-09  5.50799e-10
1.793  3.04777e-09  5.53391e-10
1.794  3.04777e-09  5.55982e-10
1.795  3.04777e-09  5.58573e-10
1.796  3.04777e-09  5.61165e-10
1.797  3.48878e-09  5.63814e-10
1.798  3.48878e-09  5.66865e-10
1.799  3.48878e-09  5.69917e-10
1.8  3.48878e-09  5.72969e-10
1.801  3.48878e-09  5.7602e-10
1.802  3.48878e-09  5.79072e-10
1.803  3.48878e-09  5.82123e-10
1.804  3.48878e-09  5.85175e-10
1.805  3.49853e-09  5.88227e-10
1.806  3.49853e-09  5.91279e-10
1.807  3.49853e-09  5.94331e-10
1.808  3.49853e-09  5.97382e-10
1.809  3.49853e-09  6.00434e-10
1.81  3.49853e-09  6.03486e-10
1.811  3.49853e-09  6.06537e-10
1.812  3.49853e-09  6.09589e-10
1.813  4.01585e-09  6.1284e-10
1.814  4.01585e-09  6.16289e-10
1.815  4.01585e-09  6.19738e-10
1.816  4.01585e-09  6.23187e-10
1.817  4.01585e-09  6.26637e-10
1.818  4.01585e-09  6.30086e-10
1.819  4.01585e-09  6.33535e-10
1.82  4.01585e-09  6.36985e-10
1.821  4.02804e-09  6.40434e-10
1.822  4.02804e-09  6.43884e-10
1.823  4.02804e-09  6.47333e-10
1.824  4.02804e-09  6.50782e-10
1.825  4.02804e-09  6.54232e-10
1.826  4.02804e-09  6.57681e-10
1.827  4.02804e-09  6.61131e-10
1.828  4.02804e-09  6.6458e-10
1.829  4.7401e-09  6.68639e-10
1.83  4.7401e-09  6.72784e-10
1.831  4.7401e-09  6.7693e-10
1.832  4.7401e-09  6.81076e-10
1.833  4.7401e-09  6.85221e-10
1.834  4.7401e-09  6.89367e-10
1.835  4.7401e-09  6.93513e-10
1.836  4.75137e-09  6.97658e-10
1.837  4.75137e-09  7.01804e-10
1.838  4.75137e-09  7.0595e-10
1.839  4.75137e-09  7.10096e-10
1.84  4.75137e-09  7.14242e-10
1.841  4.75137e-09  7.18388e-10
1.842  4.75137e-09  7.22534e-10
1.843  4.75137e-09  7.2668e-10
1.844  5.67459e-09  7.31062e-10
1.845  5.67459e-09  7.36155e-10
1.846  5.67459e-09  7.41247e-10
1.847  5.67459e-09  7.46339e-10
1.848  5.67459e-09  7.51432e-10
1.849  5.67459e-09  7.56524e-10
1.85  5.67459e-09  7.61617e-10
1.851  5.67459e-09  7.66709e-10
1.852  5.6655e-09  7.71802e-10
1.853  5.6655e-09  7.76895e-10
1.854  5.6655e-09  7.81987e-10
1.855  5.6655e-09  7.8708e-10
1.856  5.6655e-09  7.92172e-10
1.857  5.6655e-09  7.97265e-10
1.858  5.6655e-09  8.02358e-10
1.859  5.6655e-09  8.07451e-10
1.86  6.90165e-09  8.13298e-10
1.861  6.90165e-09  8.19598e-10
1.862  6.90165e-09  8.25899e-10
1.863  6.90165e-09  8.322e-10
1.864  6.90165e-09  8.385e-10
1.865  6.90165e-09  8.44801e-10
1.866  6.90165e-09  8.51102e-10
1.867  6.90165e-09  8.57402e-10
1.868  6.90447e-09  8.63703e-10
1.869  6.90447e-09  8.70003e-10
1.87  6.90447e-09  8.76304e-10
1.871  6.90447e-09  8.82605e-10
1.872  6.90447e-09  8.88906e-10
1.873  6.90447e-09  8.95207e-10
1.874  6.90447e-09  9.01508e-10
1.875  6.90447e-09  9.07809e-10
1.876  8.57075e-09  9.15875e-10
1.877  8.57075e-09  9.2394e-10
1.878  8.57075e-09  9.32006e-10
1.879  8.57075e-09  9.40071e-10
1.88  8.57075e-09  9.48137e-10
1.881  8.57075e-09  9.56203e-10
1.882  8.57075e-09  9.64268e-10
1.883  8.58342e-09  9.72334e-10
1.884  8.58342e-09  9.80399e-10
1.885  8.58342e-09  9.88466e-10
1.886  8.58342e-09  9.96532e-10
1.887  8.58342e-09  1.0046e-09
1.888  8.58342e-09  1.01266e-09
1.889  8.58342e-09  1.02073e-09
1.89  8.58342e-09  1.0288e-09
1.891  1.09694e-08  1.03788e-09
1.892  1.09694e-08  1.04865e-09
1.893  1.09694e-08  1.05942e-09
1.894  1.09694e-08  1.07019e-09
1.895  1.09694e-08  1.08096e-09
1.896  1.09694e-08  1.09173e-09
1.897  1.09694e-08  1.1025e-09
1.898  1.09694e-08  1.11327e-09
1.899  1.09924e-08  1.12404e-09
1.9  1.09924e-08  1.13481e-09
1.901  1.09924e-08  1.14558e-09
1.902  1.09924e-08  1.15635e-09
1.903  1.09924e-08  1.16712e-09
1.904  1.09924e-08  1.17789e-09
1.905  1.09924e-08  1.18866e-09
1.906  1.09924e-08  1.19944e-09
1.907  1.45355e-08  1.21361e-09
1.908  1.45355e-08  1.22893e-09
1.909  1.45355e-08  1.24425e-09
1.91  1.45355e-08  1.25956e-09
1.911  1.45355e-08  1.27488e-09
1.912  1.45355e-08  1.29019e-09
1.913  1.45355e-08  1.30551e-09
1.914  1.45355e-08  1.32083e-09
1.915  1.45638e-08  1.33614e-09
1.916  1.45638e-08  1.35146e-09
1.917  1.45638e-08  1.36678e-09
1.918  1.45638e-08  1.38209e-09
1.919  1.45638e-08  1.39741e-09
1.92  1.45638e-08  1.41273e-09
1.921  1.45638e-08  1.42804e-09
1.922  2.00513e-08  1.44435e-09
1.923  2.00513e-08  1.4676e-09
1.924  2.00513e-08  1.49085e-09
1.925  2.00513e-08  1.5141e-09
1.926  2.00513e-08  1.53735e-09
1.927  2.00513e-08  1.5606e-09
1.928  2.00513e-08  1.58384e-09
1.929  2.00513e-08  1.60709e-09
1.93  2.0067e-08  1.63034e-09
1.931  2.0067e-08  1.65359e-09
1.932  2.0067e-08  1.67684e-09
1.933  2.0067e-08  1.70009e-09
1.934  2.0067e-08  1.72334e-09
1.935  2.0067e-08  1.74659e-09
1.936  2.0067e-08  1.76984e-09
1.937  2.0067e-08  1.79309e-09
1.938  3.01111e-08  1.82562e-09
1.939  3.01111e-08  1.86744e-09
1.94  3.01111e-08  1.90925e-09
1.941  3.01111e-08  1.95106e-09
1.942  3.01111e-08  1.99288e-09
1.943  3.01111e-08  2.03469e-09
1.944  3.01111e-08  2.0765e-09
1.945  3.01111e-08  2.11832e-09
1.946  3.01318e-08  2.16013e-09
1.947  3.01318e-08  2.20195e-09
1.948  3.01318e-08  2.24376e-09
1.949  3.01318e-08  2.28558e-09
1.95  3.01318e-08  2.32739e-09
1.951  3.01318e-08  2.36921e-09
1.952  3.01318e-08  2.41102e-09
1.953  3.01318e-08  2.45284e-09
1.954  5.05545e-08  2.52781e-09
1.955  5.05545e-08  2.60753e-09
1.956  5.05545e-08  2.68723e-09
1.957  5.05545e-08  2.76695e-09
1.958  5.05545e-08  2.84666e-09
1.959  5.05545e-08  2.92637e-09
1.96  5.05545e-08  3.00609e-09
1.961  5.05718e-08  3.0858e-09
1.962  5.05718e-08  3.16552e-09
1.963  5.05718e-08  3.24523e-09
1.964  5.05718e-08  3.32494e-09
1.965  5.05718e-08  3.40466e-09
1.966  5.05718e-08  3.48437e-09
1.967  5.05718e-08  3.56409e-09
1.968  5.05718e-08  3.64381e-09
1.969  1.24556e-07  3.74557e-09
1.97  1.24556e-07  3.91354e-09
1.971  1.24556e-07  4.08149e-09
1.972  1.24556e-07  4.24945e-09
1.973  1.24556e-07  4.41742e-09
1.974  1.24556e-07  4.58537e-09
1.975  1.24556e-07  4.75334e-09
1.976  1.24556e-07  4.92128e-09
1.977  1.2456e-07  5.08925e-09
1.978  1.2456e-07  5.25722e-09
1.979  1.2456e-07  5.42517e-09
1.98  1.2456e-07  5.59314e-09
1.981  1.2456e-07  5.76109e-09
1.982  1.2456e-07  5.92906e-09
1.983  1.2456e-07  6.09703e-09
1.984  1.2456e-07  6.26497e-09
1.985  1.01128e-06  6.07485e-09
1.986  1.01128e-06  5.6699e-09
1.987  1.01128e-06  5.26491e-09
1.988  1.01128e-06  4.85992e-09
1.989  1.01128e-06  4.45497e-09
1.99  1.01128e-06  4.04999e-09
1.991  1.01128e-06  3.645e-09
1.992  1.01128e-06  3.24007e-09
1.993  1.01129e-06  2.83509e-09
1.994  1.01129e-06  2.43018e-09
1.995  1.01129e-06  2.02523e-09
1.996  1.01129e-06  1.6203e-09
1.997  1.01129e-06  1.21548e-09
1.998  1.01129e-06  8.10733e-10
1.999  1.01129e-06  4.06554e-10
2  1.01129e-06  3.55038e-11
