#Points_Magnitude  strain_rate_tensor_Magnitude  velocity_Magnitude
1.698  2.54364e-08  6.08414e-09
1.699  2.54364e-08  6.10647e-09
1.7  2.54364e-08  6.1288e-09
1.701  2.54364e-08  6.15113e-09
1.702  2.54364e-08  6.17346e-09
1.703  2.54364e-08  6.19579e-09
1.704  2.54539e-08  6.21812e-09
1.705  2.54539e-08  6.24045e-09
1.706  2.54539e-08  6.26278e-09
1.707  2.54539e-08  6.28511e-09
1.708  2.54539e-08  6.30744e-09
1.709  2.54539e-08  6.32977e-09
1.71  2.54539e-08  6.3521e-09
1.711  2.54539e-08  6.37443e-09
1.712  2.54539e-08  6.39676e-09
1.713  2.54539e-08  6.41909e-09
1.714  2.54539e-08  6.44141e-09
1.715  2.54539e-08  6.46375e-09
1.716  2.54539e-08  6.48607e-09
1.717  2.54539e-08  6.5084e-09
1.718  2.54539e-08  6.53074e-09
1.719  3.02289e-08  6.55426e-09
1.72  3.02289e-08  6.5814e-09
1.721  3.02289e-08  6.60854e-09
1.722  3.02289e-08  6.63567e-09
1.723  3.02289e-08  6.66281e-09
1.724  3.02289e-08  6.68995e-09
1.725  3.02289e-08  6.71708e-09
1.726  3.02289e-08  6.74422e-09
1.727  3.02289e-08  6.77135e-09
1.728  3.02289e-08  6.79849e-09
1.729  3.02289e-08  6.82563e-09
1.73  3.02289e-08  6.85276e-09
1.731  3.02289e-08  6.8799e-09
1.732  3.02289e-08  6.90703e-09
1.733  3.02289e-08  6.93417e-09
1.734  3.02289e-08  6.96131e-09
1.735  3.0228e-08  6.98844e-09
1.736  3.0228e-08  7.01558e-09
1.737  3.0228e-08  7.04272e-09
1.738  3.0228e-08  7.06985e-09
1.739  3.0228e-08  7.09699e-09
1.74  3.0228e-08  7.12412e-09
1.741  3.0228e-08  7.15126e-09
1.742  3.0228e-08  7.1784e-09
1.743  3.0228e-08  7.20553e-09
1.744  3.0228e-08  7.23267e-09
1.745  3.0228e-08  7.25981e-09
1.746  3.0228e-08  7.28694e-09
1.747  3.0228e-08  7.31408e-09
1.748  3.0228e-08  7.34121e-09
1.749  3.0228e-08  7.36835e-09
1.75  3.0228e-08  7.39549e-09
1.751  3.68298e-08  7.4295e-09
1.752  3.68298e-08  7.4635e-09
1.753  3.68298e-08  7.49751e-09
1.754  3.68298e-08  7.53152e-09
1.755  3.68298e-08  7.56553e-09
1.756  3.68298e-08  7.59953e-09
1.757  3.68298e-08  7.63354e-09
1.758  3.68298e-08  7.66755e-09
1.759  3.68298e-08  7.70155e-09
1.76  3.68298e-08  7.73556e-09
1.761  3.68298e-08  7.76957e-09
1.762  3.68298e-08  7.80358e-09
1.763  3.68298e-08  7.83759e-09
1.764  3.68298e-08  7.8716e-09
1.765  3.68298e-08  7.9056e-09
1.766  3.68177e-08  7.93961e-09
1.767  3.68177e-08  7.97362e-09
1.768  3.68177e-08  8.00763e-09
1.769  3.68177e-08  8.04163e-09
1.77  3.68177e-08  8.07564e-09
1.771  3.68177e-08  8.10965e-09
1.772  3.68177e-08  8.14366e-09
1.773  3.68177e-08  8.17766e-09
1.774  3.68177e-08  8.21167e-09
1.775  3.68177e-08  8.24568e-09
1.776  3.68177e-08  8.27969e-09
1.777  3.68177e-08  8.31369e-09
1.778  3.68177e-08  8.3477e-09
1.779  3.68177e-08  8.38171e-09
1.78  3.68177e-08  8.41572e-09
1.781  3.68177e-08  8.44973e-09
1.782  4.626e-08  8.49167e-09
1.783  4.626e-08  8.53626e-09
1.784  4.626e-08  8.58085e-09
1.785  4.626e-08  8.62544e-09
1.786  4.626e-08  8.67003e-09
1.787  4.626e-08  8.71462e-09
1.788  4.626e-08  8.75921e-09
1.789  4.626e-08  8.8038e-09
1.79  4.626e-08  8.84839e-09
1.791  4.626e-08  8.89299e-09
1.792  4.626e-08  8.93758e-09
1.793  4.626e-08  8.98216e-09
1.794  4.626e-08  9.02676e-09
1.795  4.626e-08  9.07134e-09
1.796  4.626e-08  9.11594e-09
1.797  4.62891e-08  9.16053e-09
1.798  4.62891e-08  9.20511e-09
1.799  4.62891e-08  9.24971e-09
1.8  4.62891e-08  9.2943e-09
1.801  4.62891e-08  9.33889e-09
1.802  4.62891e-08  9.38348e-09
1.803  4.62891e-08  9.42807e-09
1.804  4.62891e-08  9.47266e-09
1.805  4.62891e-08  9.51725e-09
1.806  4.62891e-08  9.56184e-09
1.807  4.62891e-08  9.60643e-09
1.808  4.62891e-08  9.65102e-09
1.809  4.62891e-08  9.69561e-09
1.81  4.62891e-08  9.7402e-09
1.811  4.62891e-08  9.78479e-09
1.812  4.62891e-08  9.82938e-09
1.813  6.04083e-08  9.88284e-09
1.814  6.04083e-08  9.94516e-09
1.815  6.04083e-08  1.00075e-08
1.816  6.04083e-08  1.00698e-08
1.817  6.04083e-08  1.01321e-08
1.818  6.04083e-08  1.01944e-08
1.819  6.04083e-08  1.02568e-08
1.82  6.04083e-08  1.03191e-08
1.821  6.04083e-08  1.03814e-08
1.822  6.04083e-08  1.04437e-08
1.823  6.04083e-08  1.05061e-08
1.824  6.04083e-08  1.05684e-08
1.825  6.04083e-08  1.06307e-08
1.826  6.04083e-08  1.0693e-08
1.827  6.04083e-08  1.07553e-08
1.828  6.04083e-08  1.08177e-08
1.829  6.04091e-08  1.088e-08
1.83  6.04091e-08  1.09423e-08
1.831  6.04091e-08  1.10046e-08
1.832  6.04091e-08  1.10669e-08
1.833  6.04091e-08  1.11293e-08
1.834  6.04091e-08  1.11916e-08
1.835  6.04091e-08  1.12539e-08
1.836  6.04091e-08  1.13162e-08
1.837  6.04091e-08  1.13786e-08
1.838  6.04091e-08  1.14409e-08
1.839  6.04091e-08  1.15032e-08
1.84  6.04091e-08  1.15655e-08
1.841  6.04091e-08  1.16278e-08
1.842  6.04091e-08  1.16902e-08
1.843  6.04091e-08  1.17525e-08
1.844  8.24273e-08  1.18226e-08
1.845  8.24273e-08  1.1916e-08
1.846  8.24273e-08  1.20093e-08
1.847  8.24273e-08  1.21027e-08
1.848  8.24273e-08  1.21961e-08
1.849  8.24273e-08  1.22895e-08
1.85  8.24273e-08  1.23829e-08
1.851  8.24273e-08  1.24763e-08
1.852  8.24273e-08  1.25697e-08
1.853  8.24273e-08  1.2663e-08
1.854  8.24273e-08  1.27564e-08
1.855  8.24273e-08  1.28498e-08
1.856  8.24273e-08  1.29432e-08
1.857  8.24273e-08  1.30366e-08
1.858  8.24273e-08  1.313e-08
1.859  8.24273e-08  1.32233e-08
1.86  8.24202e-08  1.33167e-08
1.861  8.24202e-08  1.34101e-08
1.862  8.24202e-08  1.35035e-08
1.863  8.24202e-08  1.35969e-08
1.864  8.24202e-08  1.36903e-08
1.865  8.24202e-08  1.37837e-08
1.866  8.24202e-08  1.38771e-08
1.867  8.24202e-08  1.39704e-08
1.868  8.24202e-08  1.40638e-08
1.869  8.24202e-08  1.41572e-08
1.87  8.24202e-08  1.42506e-08
1.871  8.24202e-08  1.4344e-08
1.872  8.24202e-08  1.44374e-08
1.873  8.24202e-08  1.45307e-08
1.874  8.24202e-08  1.46241e-08
1.875  8.24202e-08  1.47175e-08
1.876  1.23022e-07  1.48844e-08
1.877  1.23022e-07  1.50512e-08
1.878  1.23022e-07  1.5218e-08
1.879  1.23022e-07  1.53849e-08
1.88  1.23022e-07  1.55517e-08
1.881  1.23022e-07  1.57186e-08
1.882  1.23022e-07  1.58854e-08
1.883  1.23022e-07  1.60523e-08
1.884  1.23022e-07  1.62191e-08
1.885  1.23022e-07  1.63859e-08
1.886  1.23022e-07  1.65528e-08
1.887  1.23022e-07  1.67196e-08
1.888  1.23022e-07  1.68865e-08
1.889  1.23022e-07  1.70533e-08
1.89  1.23022e-07  1.72201e-08
1.891  1.2302e-07  1.7387e-08
1.892  1.2302e-07  1.75538e-08
1.893  1.2302e-07  1.77207e-08
1.894  1.2302e-07  1.78875e-08
1.895  1.2302e-07  1.80543e-08
1.896  1.2302e-07  1.82212e-08
1.897  1.2302e-07  1.8388e-08
1.898  1.2302e-07  1.85549e-08
1.899  1.2302e-07  1.87217e-08
1.9  1.2302e-07  1.88886e-08
1.901  1.2302e-07  1.90554e-08
1.902  1.2302e-07  1.92222e-08
1.903  1.2302e-07  1.93891e-08
1.904  1.2302e-07  1.95559e-08
1.905  1.2302e-07  1.97228e-08
1.906  1.2302e-07  1.98896e-08
1.907  2.05689e-07  2.01686e-08
1.908  2.05689e-07  2.04849e-08
1.909  2.05689e-07  2.08013e-08
1.91  2.05689e-07  2.11176e-08
1.911  2.05689e-07  2.1434e-08
1.912  2.05689e-07  2.17503e-08
1.913  2.05689e-07  2.20666e-08
1.914  2.05689e-07  2.2383e-08
1.915  2.05689e-07  2.26993e-08
1.916  2.05689e-07  2.30157e-08
1.917  2.05689e-07  2.3332e-08
1.918  2.05689e-07  2.36483e-08
1.919  2.05689e-07  2.39647e-08
1.92  2.05689e-07  2.4281e-08
1.921  2.05689e-07  2.45974e-08
1.922  2.05704e-07  2.49137e-08
1.923  2.05704e-07  2.523e-08
1.924  2.05704e-07  2.55464e-08
1.925  2.05704e-07  2.58627e-08
1.926  2.05704e-07  2.61791e-08
1.927  2.05704e-07  2.64954e-08
1.928  2.05704e-07  2.68117e-08
1.929  2.05704e-07  2.71281e-08
1.93  2.05704e-07  2.74444e-08
1.931  2.05704e-07  2.77608e-08
1.932  2.05704e-07  2.80771e-08
1.933  2.05704e-07  2.83934e-08
1.934  2.05704e-07  2.87098e-08
1.935  2.05704e-07  2.90261e-08
1.936  2.05704e-07  2.93425e-08
1.937  2.05704e-07  2.96588e-08
1.938  4.94581e-07  3.01479e-08
1.939  4.94581e-07  3.08098e-08
1.94  4.94581e-07  3.14717e-08
1.941  4.94581e-07  3.21335e-08
1.942  4.94581e-07  3.27954e-08
1.943  4.94581e-07  3.34572e-08
1.944  4.94581e-07  3.41191e-08
1.945  4.94581e-07  3.4781e-08
1.946  4.94581e-07  3.54428e-08
1.947  4.94581e-07  3.61047e-08
1.948  4.94581e-07  3.67665e-08
1.949  4.94581e-07  3.74284e-08
1.95  4.94581e-07  3.80903e-08
1.951  4.94581e-07  3.87522e-08
1.952  4.94581e-07  3.94141e-08
1.953  4.94581e-07  4.00759e-08
1.954  4.94604e-07  4.07378e-08
1.955  4.94604e-07  4.13997e-08
1.956  4.94604e-07  4.20615e-08
1.957  4.94604e-07  4.27234e-08
1.958  4.94604e-07  4.33852e-08
1.959  4.94604e-07  4.40471e-08
1.96  4.94604e-07  4.4709e-08
1.961  4.94604e-07  4.53708e-08
1.962  4.94604e-07  4.60327e-08
1.963  4.94604e-07  4.66946e-08
1.964  4.94604e-07  4.73564e-08
1.965  4.94604e-07  4.80183e-08
1.966  4.94604e-07  4.86801e-08
1.967  4.94604e-07  4.9342e-08
1.968  4.94604e-07  5.00039e-08
1.969  3.90512e-06  5.00963e-08
1.97  3.90512e-06  4.84802e-08
1.971  3.90512e-06  4.68643e-08
1.972  3.90512e-06  4.52482e-08
1.973  3.90512e-06  4.36322e-08
1.974  3.90512e-06  4.20163e-08
1.975  3.90512e-06  4.04002e-08
1.976  3.90512e-06  3.87843e-08
1.977  3.90512e-06  3.71682e-08
1.978  3.90512e-06  3.55521e-08
1.979  3.90512e-06  3.39362e-08
1.98  3.90512e-06  3.23202e-08
1.981  3.90512e-06  3.07043e-08
1.982  3.90512e-06  2.90882e-08
1.983  3.90512e-06  2.74721e-08
1.984  3.90512e-06  2.58562e-08
1.985  3.90515e-06  2.42401e-08
1.986  3.90515e-06  2.26243e-08
1.987  3.90515e-06  2.10082e-08
1.988  3.90515e-06  1.93921e-08
1.989  3.90515e-06  1.77762e-08
1.99  3.90515e-06  1.61601e-08
1.991  3.90515e-06  1.45441e-08
1.992  3.90515e-06  1.29282e-08
1.993  3.90515e-06  1.13121e-08
1.994  3.90515e-06  9.69623e-09
1.995  3.90515e-06  8.08017e-09
1.996  3.90515e-06  6.46412e-09
1.997  3.90515e-06  4.84829e-09
1.998  3.90515e-06  3.23232e-09
1.999  3.90515e-06  1.61678e-09
2  3.90515e-06  4.74536e-11
