#   192 9.544368e-02, 6.064711e-01, 2.641477e-02, 3.399588e-01   4
#   768 2.240455e-02, 1.599250e-01, 6.107379e-03, 8.630643e-02   8
#  3072 5.565529e-03, 4.057249e-02, 1.495771e-03, 2.158918e-02  16
# 12288 1.390378e-03, 1.018026e-02, 3.718214e-04, 5.393717e-03  32
# 49152 3.475388e-04, 2.547580e-03, 9.279176e-05, 1.348033e-03  64
#196608 8.688073e-05, 6.370475e-04, 2.318370e-05, 3.369778e-04 128

   192 3.470552e-02, 5.832529e-01, 1.113847e-02, 3.426625e-01 04
   768 4.147343e-03, 1.515087e-01, 1.366192e-03, 8.571725e-02 08
  3072 5.095563e-04, 3.836554e-02, 1.685697e-04, 2.134106e-02 16
 12288 6.344741e-05, 9.621939e-03, 2.099880e-05, 5.324890e-03 32
 49152 7.925435e-06, 2.407539e-03, 2.623093e-06, 1.330392e-03 64
196608 9.906436e-07, 6.020045e-04, 3.278628e-07, 3.325400e-04 128


