# <time> <evaluation_point_x> <evaluation_point_y> <velocity_x> <velocity_y> <pressure> <temperature> <C_1> <C_2>
0 0.5 0.6 -6.9134e-12 -0.00460221 0.19 0 1 0

0.212222 0.5 0.6 -1.38622e-11 -0.00456599 0.188552 0 1 -5.27058e-14

0.426127 0.5 0.6 -2.04453e-12 -0.00453443 0.187979 0 1 8.47715e-12

0.641527 0.5 0.6 -1.22933e-12 -0.00448299 0.190068 0 1 -3.09168e-11

0.859395 0.5 0.6 -2.42373e-12 -0.00443744 0.189877 0 0.999999 8.16475e-12

1.0795 0.5 0.6 2.39298e-12 -0.00438854 0.189794 0 0.999999 7.14109e-11

1.30207 0.5 0.6 -5.16877e-13 -0.00435066 0.191002 0 0.999998 1.16634e-11

1.52657 0.5 0.6 1.43586e-12 -0.00432139 0.19154 0 0.999998 -1.16966e-10

1.75261 0.5 0.6 1.07042e-12 -0.00427412 0.190041 0 0.999996 -1.5084e-10

1.98114 0.5 0.6 -4.05138e-12 -0.004237 0.188872 0 0.999993 3.00531e-11

2.21168 0.5 0.6 -4.72058e-12 -0.00420017 0.18842 0 0.999988 3.24943e-10

2.44424 0.5 0.6 3.88175e-12 -0.0041557 0.188963 0 0.999982 3.28398e-10

2.67927 0.5 0.6 7.19105e-12 -0.00411678 0.18919 0 0.999975 2.27769e-10

2.91653 0.5 0.6 1.64688e-12 -0.00407956 0.188839 0 0.999967 1.03198e-10

3.15595 0.5 0.6 8.0684e-13 -0.00404232 0.189084 0 0.999958 -1.67545e-11

3.39759 0.5 0.6 4.97735e-12 -0.00401042 0.190234 0 0.999949 -1.32239e-10

3.64115 0.5 0.6 -6.65333e-12 -0.00396507 0.188706 0 0.99994 -2.4699e-10

3.88735 0.5 0.6 1.07326e-11 -0.00393281 0.187257 0 0.999931 -3.52868e-10

4.13573 0.5 0.6 4.40722e-12 -0.00390119 0.187263 0 0.999922 -4.32161e-10

4.38609 0.5 0.6 1.11537e-11 -0.00385625 0.188341 0 0.999915 -4.70399e-10

4.63936 0.5 0.6 1.09886e-11 -0.00382207 0.188362 0 0.99991 -4.67257e-10

4.89494 0.5 0.6 -4.24273e-13 -0.00379074 0.18816 0 0.999903 -4.34713e-10

5.15264 0.5 0.6 -1.74916e-12 -0.0037597 0.188038 0 0.999896 -3.95549e-10

5.41246 0.5 0.6 3.96866e-12 -0.00372698 0.188745 0 0.99989 -3.74727e-10

5.67456 0.5 0.6 8.34212e-13 -0.00369512 0.188086 0 0.999885 -3.59266e-10

5.93894 0.5 0.6 -5.19168e-12 -0.00366315 0.186677 0 0.999881 -2.97856e-10

6.20563 0.5 0.6 -1.58654e-12 -0.00363306 0.186283 0 0.999877 -1.42794e-10

6.47451 0.5 0.6 6.27655e-12 -0.00360092 0.187538 0 0.999875 1.43204e-10

6.74581 0.5 0.6 -8.51051e-13 -0.0035652 0.187435 0 0.999874 5.58855e-10

7.01982 0.5 0.6 1.2115e-12 -0.0035388 0.187385 0 0.999873 1.06822e-09

7.29589 0.5 0.6 -1.30784e-12 -0.00350761 0.187383 0 0.999873 1.58425e-09

7.57439 0.5 0.6 1.04e-11 -0.00347689 0.187257 0 0.99988 1.75529e-09

7.85532 0.5 0.6 9.19141e-13 -0.00345092 0.187411 0 0.99989 1.75785e-09

8.13837 0.5 0.6 5.76446e-12 -0.00342039 0.185244 0 0.999901 1.66516e-09

8.42396 0.5 0.6 2.21813e-12 -0.00339463 0.185471 0 0.999912 1.50736e-09

8.7117 0.5 0.6 2.17501e-12 -0.00336709 0.186609 0 0.999923 1.29507e-09

9.0018 0.5 0.6 -2.61654e-12 -0.00333532 0.186695 0 0.999933 1.03272e-09

