# # x,y,u,v
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.375000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.562500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.875000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.187500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.812500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.437500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.062500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.375000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.687500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.312500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.625000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.937500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.562500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.875000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.187500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.812500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.125000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.437500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.062500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.375000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.687500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.125000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-02 3.125000000000000000e-02 5.037744852968039955e-05 -5.037650248565710782e-05
6.250000000000000000e-02 3.125000000000000000e-02 1.920266765617289844e-04 -9.127196252003442003e-05
9.375000000000000000e-02 3.125000000000000000e-02 4.063429628933616362e-04 -1.230437318526197738e-04
1.250000000000000000e-01 3.125000000000000000e-02 6.756895434811803491e-04 -1.463024157197747492e-04
1.562500000000000000e-01 3.125000000000000000e-02 9.836860586273099300e-04 -1.616938131573173311e-04
1.875000000000000000e-01 3.125000000000000000e-02 1.315258148702958723e-03 -1.698781251535103737e-04
2.187500000000000000e-01 3.125000000000000000e-02 1.656651237153423505e-03 -1.715149337760247085e-04
2.500000000000000000e-01 3.125000000000000000e-02 1.995430177165435828e-03 -1.672640866881344572e-04
2.812500000000000000e-01 3.125000000000000000e-02 2.320477241558909203e-03 -1.577831558594244236e-04
3.125000000000000000e-01 3.125000000000000000e-02 2.621989003292909699e-03 -1.437288694610303844e-04
3.437500000000000000e-01 3.125000000000000000e-02 2.891473864839753070e-03 -1.257563288412757497e-04
3.750000000000000000e-01 3.125000000000000000e-02 3.121749799639261976e-03 -1.045200036256426689e-04
4.062500000000000000e-01 3.125000000000000000e-02 3.306942708802382887e-03 -8.067335186846412605e-05
4.375000000000000000e-01 3.125000000000000000e-02 3.442485071351027853e-03 -5.486949343461432769e-05
4.687500000000000000e-01 3.125000000000000000e-02 3.525115028601723960e-03 -2.776097076342389910e-05
5.000000000000000000e-01 3.125000000000000000e-02 3.552875707014785736e-03 -2.265683860075656635e-10
5.312500000000000000e-01 3.125000000000000000e-02 3.525114862661077320e-03 2.776055224360776848e-05
5.625000000000000000e-01 3.125000000000000000e-02 3.442484741363203028e-03 5.486906281840263962e-05
5.937500000000000000e-01 3.125000000000000000e-02 3.306942217523162458e-03 8.067297942101877759e-05
6.250000000000000000e-01 3.125000000000000000e-02 3.121749155892015060e-03 1.045196374281477745e-04
6.562500000000000000e-01 3.125000000000000000e-02 2.891473074348769635e-03 1.257560483258464781e-04
6.875000000000000000e-01 3.125000000000000000e-02 2.621988077280917352e-03 1.437286141109442024e-04
7.187500000000000000e-01 3.125000000000000000e-02 2.320476190448780146e-03 1.577830114055896790e-04
