     -> Errors: nel=     64 ; errv= 0.00048307 ; errp= 0.01498720
     -> Errors: nel=     81 ; errv= 0.00062805 ; errp= 0.02970640
     -> Errors: nel=    100 ; errv= 0.00031193 ; errp= 0.01329820
     -> Errors: nel=    121 ; errv= 0.00051577 ; errp= 0.02672131
     -> Errors: nel=    144 ; errv= 0.00021766 ; errp= 0.01209040
     -> Errors: nel=    169 ; errv= 0.00044097 ; errp= 0.02422203
     -> Errors: nel=    196 ; errv= 0.00016037 ; errp= 0.01115986
     -> Errors: nel=    225 ; errv= 0.00038638 ; errp= 0.02216849
     -> Errors: nel=    256 ; errv= 0.00012302 ; errp= 0.01041187
     -> Errors: nel=    289 ; errv= 0.00034432 ; errp= 0.02047446
     -> Errors: nel=    324 ; errv= 0.00009732 ; errp= 0.00979319
     -> Errors: nel=    361 ; errv= 0.00031074 ; errp= 0.01906171
     -> Errors: nel=    400 ; errv= 0.00007890 ; errp= 0.00927049
     -> Errors: nel=    441 ; errv= 0.00028324 ; errp= 0.01786877
     -> Errors: nel=    484 ; errv= 0.00006525 ; errp= 0.00882148
     -> Errors: nel=    529 ; errv= 0.00026025 ; errp= 0.01684913
     -> Errors: nel=    576 ; errv= 0.00005486 ; errp= 0.00843050
     -> Errors: nel=    625 ; errv= 0.00024075 ; errp= 0.01596777
     -> Errors: nel=    676 ; errv= 0.00004676 ; errp= 0.00808619
     -> Errors: nel=    729 ; errv= 0.00022398 ; errp= 0.01519817
     -> Errors: nel=    784 ; errv= 0.00004033 ; errp= 0.00778005
     -> Errors: nel=    841 ; errv= 0.00020940 ; errp= 0.01452002
     -> Errors: nel=    900 ; errv= 0.00003514 ; errp= 0.00750560
     -> Errors: nel=    961 ; errv= 0.00019661 ; errp= 0.01391757
     -> Errors: nel=   1024 ; errv= 0.00003089 ; errp= 0.00725779
     -> Errors: nel=   1089 ; errv= 0.00018529 ; errp= 0.01337845
     -> Errors: nel=   1156 ; errv= 0.00002737 ; errp= 0.00703262
     -> Errors: nel=   1225 ; errv= 0.00017521 ; errp= 0.01289284
     -> Errors: nel=   1296 ; errv= 0.00002442 ; errp= 0.00682688
     -> Errors: nel=   1369 ; errv= 0.00016616 ; errp= 0.01245286
     -> Errors: nel=   1444 ; errv= 0.00002192 ; errp= 0.00663794
     -> Errors: nel=   1521 ; errv= 0.00015801 ; errp= 0.01205208
     -> Errors: nel=   1600 ; errv= 0.00001978 ; errp= 0.00646368
     -> Errors: nel=   1681 ; errv= 0.00015062 ; errp= 0.01168527
     -> Errors: nel=   1764 ; errv= 0.00001795 ; errp= 0.00630228
     -> Errors: nel=   1849 ; errv= 0.00014389 ; errp= 0.01134806
     -> Errors: nel=   1936 ; errv= 0.00001635 ; errp= 0.00615227
     -> Errors: nel=   2025 ; errv= 0.00013774 ; errp= 0.01103683
     -> Errors: nel=   2116 ; errv= 0.00001496 ; errp= 0.00601237
     -> Errors: nel=   2209 ; errv= 0.00013209 ; errp= 0.01074853
     -> Errors: nel=   2304 ; errv= 0.00001374 ; errp= 0.00588151
     -> Errors: nel=   2401 ; errv= 0.00012688 ; errp= 0.01048057
     -> Errors: nel=   2500 ; errv= 0.00001267 ; errp= 0.00575875
     -> Errors: nel=   2601 ; errv= 0.00012207 ; errp= 0.01023074
     -> Errors: nel=   2704 ; errv= 0.00001171 ; errp= 0.00564331
     -> Errors: nel=   2809 ; errv= 0.00011761 ; errp= 0.00999715
     -> Errors: nel=   2916 ; errv= 0.00001086 ; errp= 0.00553449
     -> Errors: nel=   3025 ; errv= 0.00011347 ; errp= 0.00977816
     -> Errors: nel=   3136 ; errv= 0.00001010 ; errp= 0.00543167
     -> Errors: nel=   3249 ; errv= 0.00010961 ; errp= 0.00957237
     -> Errors: nel=   3364 ; errv= 0.00000941 ; errp= 0.00533434
     -> Errors: nel=   3481 ; errv= 0.00010600 ; errp= 0.00937854
     -> Errors: nel=   3600 ; errv= 0.00000880 ; errp= 0.00524203
     -> Errors: nel=   3721 ; errv= 0.00010262 ; errp= 0.00919557
     -> Errors: nel=   3844 ; errv= 0.00000824 ; errp= 0.00515431
     -> Errors: nel=   3969 ; errv= 0.00009945 ; errp= 0.00902252
     -> Errors: nel=   4096 ; errv= 0.00000773 ; errp= 0.00507083
     -> Errors: nel=   4225 ; errv= 0.00009647 ; errp= 0.00885855
     -> Errors: nel=   4356 ; errv= 0.00000727 ; errp= 0.00499126
     -> Errors: nel=   4489 ; errv= 0.00009366 ; errp= 0.00870291
     -> Errors: nel=   4624 ; errv= 0.00000685 ; errp= 0.00491529
     -> Errors: nel=   4761 ; errv= 0.00009102 ; errp= 0.00855493
     -> Errors: nel=   4900 ; errv= 0.00000646 ; errp= 0.00484267
     -> Errors: nel=   5041 ; errv= 0.00008851 ; errp= 0.00841402
     -> Errors: nel=   5184 ; errv= 0.00000611 ; errp= 0.00477316
     -> Errors: nel=   5329 ; errv= 0.00008615 ; errp= 0.00827964
     -> Errors: nel=   5476 ; errv= 0.00000578 ; errp= 0.00470655
     -> Errors: nel=   5625 ; errv= 0.00008390 ; errp= 0.00815132
     -> Errors: nel=   5776 ; errv= 0.00000548 ; errp= 0.00464264
     -> Errors: nel=   5929 ; errv= 0.00008177 ; errp= 0.00802862
     -> Errors: nel=   6084 ; errv= 0.00000521 ; errp= 0.00458125
     -> Errors: nel=   6241 ; errv= 0.00007975 ; errp= 0.00791115
     -> Errors: nel=   6400 ; errv= 0.00000495 ; errp= 0.00452222
     -> Errors: nel=   6561 ; errv= 0.00007782 ; errp= 0.00779856
     -> Errors: nel=   6724 ; errv= 0.00000471 ; errp= 0.00446540
     -> Errors: nel=   6889 ; errv= 0.00007598 ; errp= 0.00769053
     -> Errors: nel=   7056 ; errv= 0.00000449 ; errp= 0.00441067
     -> Errors: nel=   7225 ; errv= 0.00007423 ; errp= 0.00758676
     -> Errors: nel=   7396 ; errv= 0.00000428 ; errp= 0.00435790
     -> Errors: nel=   7569 ; errv= 0.00007256 ; errp= 0.00748698
