# <time> <evaluation_point_x> <evaluation_point_y> <velocity_x> <velocity_y> <pressure> <temperature> <C_1> <C_2>
0 0.5 0.6 7.88022e-12 -0.00465867 0.189867 0 1 0

0.104827 0.5 0.6 6.30033e-13 -0.00463229 0.189819 0 1 -1.13708e-18

0.210251 0.5 0.6 -6.7652e-12 -0.00460559 0.189735 0 1 2.40511e-16

0.316288 0.5 0.6 1.36439e-12 -0.00458032 0.189682 0 1 -1.28263e-15

0.422911 0.5 0.6 9.69087e-13 -0.00455579 0.189656 0 1 1.82733e-15

0.530109 0.5 0.6 -4.18972e-12 -0.00453077 0.189623 0 1 1.66123e-15

0.637899 0.5 0.6 -3.46238e-12 -0.00450604 0.189575 0 0.999999 -3.97199e-15

0.746282 0.5 0.6 -2.98396e-12 -0.00448172 0.189511 0 0.999999 -4.07173e-15

0.855255 0.5 0.6 -1.37541e-11 -0.00445732 0.189441 0 0.999999 3.89502e-15

0.964824 0.5 0.6 -3.13803e-12 -0.00443341 0.189379 0 0.999999 1.0563e-14

1.07499 0.5 0.6 3.04833e-12 -0.00441023 0.189327 0 0.999998 4.43841e-15

1.18573 0.5 0.6 -8.88723e-13 -0.00438821 0.189266 0 0.999998 -1.26533e-15

1.29702 0.5 0.6 1.19171e-12 -0.00436639 0.18925 0 0.999997 -2.26368e-14

1.40888 0.5 0.6 2.17059e-12 -0.00434515 0.189238 0 0.999997 -1.20566e-14

1.52128 0.5 0.6 -1.23351e-12 -0.0043241 0.189216 0 0.999996 3.34223e-14

1.63422 0.5 0.6 -2.68114e-12 -0.00430317 0.189189 0 0.999996 5.28108e-14

1.74772 0.5 0.6 -2.16699e-12 -0.00428223 0.189154 0 0.999995 1.69872e-15

1.86178 0.5 0.6 -5.92003e-12 -0.00426135 0.189112 0 0.999994 -9.49536e-14

1.97639 0.5 0.6 1.39015e-12 -0.00424057 0.189075 0 0.999994 -1.55524e-13

2.09157 0.5 0.6 2.61503e-14 -0.00422011 0.189037 0 0.999993 -1.11403e-13

2.2073 0.5 0.6 -1.73516e-12 -0.00419989 0.188999 0 0.999992 4.48131e-14

2.3236 0.5 0.6 -6.77588e-12 -0.00417946 0.188909 0 0.999992 2.10682e-13

2.44045 0.5 0.6 -2.98867e-12 -0.00415956 0.188872 0 0.999991 2.85877e-13

2.55786 0.5 0.6 1.85193e-12 -0.00413982 0.188834 0 0.99999 2.57514e-13

2.67584 0.5 0.6 7.47603e-13 -0.00412028 0.188794 0 0.99999 1.49805e-13

2.79437 0.5 0.6 -2.46224e-12 -0.00410081 0.188755 0 0.999989 -3.45762e-15

2.91347 0.5 0.6 -5.34095e-12 -0.00408137 0.188718 0 0.999989 -1.70937e-13

3.03314 0.5 0.6 -2.0629e-12 -0.00406206 0.188681 0 0.999988 -3.25753e-13

3.15337 0.5 0.6 -3.80832e-12 -0.00404283 0.188645 0 0.999988 -4.42843e-13

3.27418 0.5 0.6 2.73415e-12 -0.00402372 0.188611 0 0.999988 -4.97004e-13

3.39556 0.5 0.6 -7.80277e-12 -0.00400473 0.188579 0 0.999988 -4.6475e-13

3.51752 0.5 0.6 4.73815e-13 -0.00398608 0.188534 0 0.999988 -3.70407e-13

3.64006 0.5 0.6 8.74624e-14 -0.00396742 0.1885 0 0.999988 -8.5114e-14

3.76317 0.5 0.6 5.33364e-12 -0.00394884 0.188467 0 0.999988 3.36214e-13

3.88686 0.5 0.6 -5.57089e-12 -0.00393043 0.188436 0 0.999989 7.70255e-13

4.01113 0.5 0.6 -5.73129e-12 -0.00391221 0.188412 0 0.999989 1.08899e-12

4.13598 0.5 0.6 -5.00368e-12 -0.00389414 0.188389 0 0.99999 1.20109e-12

4.26141 0.5 0.6 -4.28705e-12 -0.00387622 0.188363 0 0.999991 1.07627e-12

4.38742 0.5 0.6 -6.1561e-12 -0.00385839 0.188332 0 0.999991 7.49603e-13

4.51401 0.5 0.6 1.00653e-12 -0.00384065 0.188297 0 0.999992 3.00837e-13

4.64119 0.5 0.6 1.57158e-12 -0.00382301 0.188262 0 0.999992 -1.75909e-13

4.76896 0.5 0.6 6.45787e-12 -0.00380542 0.188232 0 0.999992 -5.91837e-13

4.89731 0.5 0.6 2.44098e-12 -0.00378812 0.188205 0 0.999992 -9.2328e-13

5.02625 0.5 0.6 -5.35433e-12 -0.00377098 0.18818 0 0.999993 -1.16277e-12

5.15578 0.5 0.6 -4.31574e-12 -0.00375398 0.188158 0 0.999992 -1.31388e-12

5.28589 0.5 0.6 -1.00842e-11 -0.00373708 0.18814 0 0.999992 -1.38736e-12

5.41659 0.5 0.6 -1.94052e-12 -0.00372025 0.188123 0 0.999991 -1.39592e-12

5.54789 0.5 0.6 -5.5689e-12 -0.00370352 0.188105 0 0.999991 -1.34826e-12

5.67978 0.5 0.6 -4.48842e-12 -0.00368694 0.188086 0 0.999989 -1.24572e-12

5.81226 0.5 0.6 -2.81169e-12 -0.00367044 0.188071 0 0.999988 -1.08363e-12

5.94534 0.5 0.6 -8.53276e-12 -0.00365406 0.18806 0 0.999986 -8.5351e-13

6.07901 0.5 0.6 -1.80001e-12 -0.0036378 0.188007 0 0.999984 -5.35474e-13

6.21328 0.5 0.6 3.19358e-12 -0.00362177 0.18799 0 0.999983 -1.39014e-13

6.34815 0.5 0.6 5.54528e-12 -0.00360587 0.187976 0 0.999981 3.18859e-13

6.48361 0.5 0.6 5.45184e-12 -0.0035901 0.187962 0 0.999979 8.14361e-13

6.61966 0.5 0.6 7.7951e-12 -0.00357443 0.187947 0 0.999978 1.32063e-12

6.75632 0.5 0.6 -2.08219e-12 -0.00355889 0.187929 0 0.999976 1.81202e-12

6.89357 0.5 0.6 1.32672e-11 -0.00354347 0.187914 0 0.999974 2.26607e-12

7.03142 0.5 0.6 7.10916e-12 -0.00352816 0.187899 0 0.999972 2.66279e-12

7.16986 0.5 0.6 -5.25017e-12 -0.00351293 0.187887 0 0.99997 2.98193e-12

7.3089 0.5 0.6 2.27817e-13 -0.00349778 0.187877 0 0.999968 3.19957e-12

7.44855 0.5 0.6 3.39107e-12 -0.00348258 0.187881 0 0.999967 3.19366e-12

7.5888 0.5 0.6 -4.08806e-12 -0.00346776 0.187876 0 0.999965 3.07697e-12

7.72966 0.5 0.6 -4.39898e-12 -0.00345307 0.187871 0 0.999964 2.8906e-12

7.87111 0.5 0.6 1.69117e-12 -0.00343854 0.187863 0 0.999963 2.65176e-12

8.01316 0.5 0.6 1.49578e-12 -0.00342417 0.187853 0 0.999961 2.36887e-12

