              x              y              u              v             ub             vb              V
  0.6600000E+03 -0.1750000E+03 -0.2108976E+01 -0.2167069E+00 -0.1631697E+01  0.1319221E+00  0.2120080E+01
  0.6600000E+03 -0.1700000E+03 -0.2090137E+01 -0.2380340E+00 -0.1605628E+01  0.1266891E+00  0.2103647E+01
  0.6600000E+03 -0.1650000E+03 -0.2066681E+01 -0.2590386E+00 -0.1576428E+01  0.1210666E+00  0.2082852E+01
  0.6600000E+03 -0.1600000E+03 -0.2038616E+01 -0.2796328E+00 -0.1544067E+01  0.1151005E+00  0.2057705E+01
  0.6600000E+03 -0.1550000E+03 -0.2005914E+01 -0.2996660E+00 -0.1508516E+01  0.1088376E+00  0.2028174E+01
  0.6600000E+03 -0.1500000E+03 -0.1968497E+01 -0.3189930E+00 -0.1469750E+01  0.1023258E+00  0.1994176E+01
  0.6600000E+03 -0.1450000E+03 -0.1926260E+01 -0.3374113E+00 -0.1427744E+01  0.9561394E-01  0.1955587E+01
  0.6600000E+03 -0.1400000E+03 -0.1879226E+01 -0.3546731E+00 -0.1382477E+01  0.8875193E-01  0.1912402E+01
  0.6600000E+03 -0.1350000E+03 -0.1828096E+01 -0.3701415E+00 -0.1333930E+01  0.8179042E-01  0.1865191E+01
  0.6600000E+03 -0.1300000E+03 -0.1770999E+01 -0.3841140E+00 -0.1282085E+01  0.7478088E-01  0.1812176E+01
  0.6600000E+03 -0.1250000E+03 -0.1709515E+01 -0.3963881E+00 -0.1226928E+01  0.6777551E-01  0.1754869E+01
  0.6600000E+03 -0.1200000E+03 -0.1643104E+01 -0.4066734E+00 -0.1168447E+01  0.6082716E-01  0.1692683E+01
  0.6600000E+03 -0.1150000E+03 -0.1571933E+01 -0.4146374E+00 -0.1106632E+01  0.5398926E-01  0.1625700E+01
  0.6600000E+03 -0.1100000E+03 -0.1495437E+01 -0.4200445E+00 -0.1041476E+01  0.4731573E-01  0.1553309E+01
  0.6600000E+03 -0.1050000E+03 -0.1414512E+01 -0.4217788E+00 -0.9729744E+00  0.4086091E-01  0.1476056E+01
  0.6600000E+03 -0.1000000E+03 -0.1328294E+01 -0.4206383E+00 -0.9011254E+00  0.3467948E-01  0.1393306E+01
  0.6600000E+03 -0.9500000E+02 -0.1236565E+01 -0.4156859E+00 -0.8259297E+00  0.2882636E-01  0.1304565E+01
  0.6600000E+03 -0.9000000E+02 -0.1140627E+01 -0.4057777E+00 -0.7473906E+00  0.2335665E-01  0.1210655E+01
  0.6600000E+03 -0.8500000E+02 -0.1039060E+01 -0.3914663E+00 -0.6655141E+00  0.1832553E-01  0.1110356E+01
  0.6600000E+03 -0.8000000E+02 -0.9323566E+00 -0.3710979E+00 -0.5803089E+00  0.1378818E-01  0.1003495E+01
  0.6600000E+03 -0.7500000E+02 -0.8198870E+00 -0.3440508E+00 -0.4917863E+00  0.9799674E-02  0.8891489E+00
  0.6600000E+03 -0.7000000E+02 -0.7009039E+00 -0.3092802E+00 -0.3999606E+00  0.6414909E-02  0.7661074E+00
  0.6600000E+03 -0.6500000E+02 -0.5747358E+00 -0.2593767E+00 -0.3048483E+00  0.3688517E-02  0.6305534E+00
  0.6600000E+03 -0.6000000E+02 -0.4353980E+00 -0.2004548E+00 -0.2064690E+00  0.1674772E-02  0.4793261E+00
  0.6600000E+03 -0.5500000E+02 -0.2789674E+00 -0.1216988E+00 -0.1048446E+00  0.4275004E-03  0.3043574E+00
  0.6600000E+03 -0.5000000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
