 -2.448264E-12 -1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  2.500000E-02 -1.000000E+00  2.500000E-02  0.000000E+00  0.000000E+00
  5.000000E-02 -1.000000E+00  5.000000E-02  0.000000E+00  0.000000E+00
  7.500000E-02 -1.000000E+00  7.500000E-02  0.000000E+00  0.000000E+00
  1.000000E-01 -1.000000E+00  1.000000E-01  0.000000E+00  0.000000E+00
  1.250000E-01 -1.000000E+00  1.250000E-01  0.000000E+00  0.000000E+00
  1.500000E-01 -1.000000E+00  1.500000E-01  0.000000E+00  0.000000E+00
  1.750000E-01 -1.000000E+00  1.750000E-01  0.000000E+00  0.000000E+00
  2.000000E-01 -1.000000E+00  2.000000E-01  0.000000E+00  0.000000E+00
  2.250000E-01 -1.000000E+00  2.250000E-01  0.000000E+00  0.000000E+00
  2.500000E-01 -1.000000E+00  2.500000E-01  0.000000E+00  0.000000E+00
  2.750000E-01 -1.000000E+00  2.750000E-01  0.000000E+00  0.000000E+00
  3.000000E-01 -1.000000E+00  3.000000E-01  0.000000E+00  0.000000E+00
  3.250000E-01 -1.000000E+00  3.250000E-01  0.000000E+00  0.000000E+00
  3.500000E-01 -1.000000E+00  3.500000E-01  0.000000E+00  0.000000E+00
  3.750000E-01 -1.000000E+00  3.750000E-01  0.000000E+00  0.000000E+00
  4.000000E-01 -1.000000E+00  4.000000E-01  0.000000E+00  0.000000E+00
  4.250000E-01 -1.000000E+00  4.250000E-01  0.000000E+00  0.000000E+00
  4.500000E-01 -1.000000E+00  4.500000E-01  0.000000E+00  0.000000E+00
  4.750000E-01 -1.000000E+00  4.750000E-01  0.000000E+00  0.000000E+00
  5.000000E-01 -1.000000E+00  5.000000E-01  0.000000E+00  0.000000E+00
  5.250000E-01 -1.000000E+00  5.250000E-01  0.000000E+00  0.000000E+00
  5.500000E-01 -1.000000E+00  5.500000E-01  0.000000E+00  0.000000E+00
  5.750000E-01 -1.000000E+00  5.750000E-01  0.000000E+00  0.000000E+00
  6.000000E-01 -1.000000E+00  6.000000E-01  0.000000E+00  0.000000E+00
  6.250000E-01 -1.000000E+00  6.250000E-01  0.000000E+00  0.000000E+00
  6.500000E-01 -1.000000E+00  6.500000E-01  0.000000E+00  0.000000E+00
  6.750000E-01 -1.000000E+00  6.750000E-01  0.000000E+00  0.000000E+00
  7.000000E-01 -1.000000E+00  7.000000E-01  0.000000E+00  0.000000E+00
  7.250000E-01 -1.000000E+00  7.250000E-01  0.000000E+00  0.000000E+00
  7.500000E-01 -1.000000E+00  7.500000E-01  0.000000E+00  0.000000E+00
  7.750000E-01 -1.000000E+00  7.750000E-01  0.000000E+00  0.000000E+00
