#  0.0000E+00
#         320         640
#           0           0
    1    1  2.44826381E-12 -5.00000000E-01  8.36645494E-02 -1.99276052E-02
    1    2 -3.93445676E-02 -5.00079869E-01  8.39093082E-02 -2.01269811E-02
    1    3 -7.90881147E-02 -5.00657296E-01  8.41455587E-02 -2.03110279E-02
    1    4 -1.19494923E-01 -5.02267825E-01  8.43693517E-02 -2.04824870E-02
    1    5 -1.60684495E-01 -5.05463975E-01  8.45821460E-02 -2.06426573E-02
    1    6 -2.02637479E-01 -5.10789851E-01  8.47804548E-02 -2.07919903E-02
    1    7 -2.45205122E-01 -5.18757852E-01  8.49642433E-02 -2.09296973E-02
    1    8 -2.88121831E-01 -5.29827905E-01  8.51304158E-02 -2.10548319E-02
    1    9 -3.31020357E-01 -5.44389566E-01  8.52776317E-02 -2.11657953E-02
    1   10 -3.73449110E-01 -5.62747272E-01  8.54031722E-02 -2.12615273E-02
    1   11 -4.14891064E-01 -5.85108936E-01  8.55051877E-02 -2.13411327E-02
    1   12 -4.54783720E-01 -6.11578009E-01  8.55816392E-02 -2.14047565E-02
    1   13 -4.92539569E-01 -6.42149057E-01  8.56311476E-02 -2.14533149E-02
    1   14 -5.27566533E-01 -6.76706813E-01  8.56529056E-02 -2.14888551E-02
    1   15 -5.59287850E-01 -7.15028607E-01  8.56468964E-02 -2.15142653E-02
    1   16 -5.87160911E-01 -7.56789987E-01  8.56140930E-02 -2.15331866E-02
    1   17 -6.10694601E-01 -8.01573296E-01  8.55564090E-02 -2.15496538E-02
    1   18 -6.29464712E-01 -8.48878893E-01  8.54768338E-02 -2.15677793E-02
    1   19 -6.43127079E-01 -8.98138678E-01  8.53792400E-02 -2.15913777E-02
    1   20 -6.51428125E-01 -9.48731495E-01  8.52683237E-02 -2.16236532E-02
    1   21 -6.54212569E-01 -1.00000000E+00  8.51493171E-02 -2.16668970E-02
    1   22 -6.51428125E-01 -1.05126851E+00  8.50277504E-02 -2.17223440E-02
    1   23 -6.43127079E-01 -1.10186132E+00  8.49091305E-02 -2.17900059E-02
    1   24 -6.29464712E-01 -1.15112111E+00  8.47986237E-02 -2.18687756E-02
    1   25 -6.10694601E-01 -1.19842670E+00  8.47007823E-02 -2.19564014E-02
    1   26 -5.87160911E-01 -1.24321001E+00  8.46192794E-02 -2.20498338E-02
    1   27 -5.59287850E-01 -1.28497139E+00  8.45567485E-02 -2.21452819E-02
    1   28 -5.27566533E-01 -1.32329319E+00  8.45146883E-02 -2.22387320E-02
    1   29 -4.92539569E-01 -1.35785094E+00  8.44934234E-02 -2.23259827E-02
    1   30 -4.54783720E-01 -1.38842199E+00  8.44922610E-02 -2.24032325E-02
    1   31 -4.14891064E-01 -1.41489106E+00  8.45094923E-02 -2.24669824E-02
    1   32 -3.73449110E-01 -1.43725273E+00  8.45428526E-02 -2.25145919E-02
    1   33 -3.31020357E-01 -1.45561043E+00  8.45893871E-02 -2.25439764E-02
    1   34 -2.88121831E-01 -1.47017210E+00  8.46462714E-02 -2.25540601E-02
    1   35 -2.45205122E-01 -1.48124215E+00  8.47102761E-02 -2.25442691E-02
    1   36 -2.02637479E-01 -1.48921015E+00  8.47790642E-02 -2.25148423E-02
    1   37 -1.60684495E-01 -1.49453603E+00  8.48499302E-02 -2.24662095E-02
    1   38 -1.19494923E-01 -1.49773218E+00  8.49217658E-02 -2.23991353E-02
    1   39 -7.90881147E-02 -1.49934270E+00  8.49927850E-02 -2.23141350E-02
    1   40 -3.93445676E-02 -1.49992013E+00  8.50632902E-02 -2.22114291E-02
    1   41 -7.34479144E-12 -1.50000000E+00  8.51324050E-02 -2.20905156E-02
    1   42  2.50000000E-02 -1.50000000E+00  8.51759915E-02 -2.20035484E-02
    1   43  5.00000000E-02 -1.50000000E+00  8.52187618E-02 -2.19087549E-02
    1   44  7.50000000E-02 -1.50000000E+00  8.52605195E-02 -2.18062294E-02
    1   45  1.00000000E-01 -1.50000000E+00  8.53010790E-02 -2.16960686E-02
    1   46  1.25000000E-01 -1.50000000E+00  8.53402781E-02 -2.15783712E-02
    1   47  1.50000000E-01 -1.50000000E+00  8.53779696E-02 -2.14532392E-02
    1   48  1.75000000E-01 -1.50000000E+00  8.54140174E-02 -2.13207779E-02
    1   49  2.00000000E-01 -1.50000000E+00  8.54482935E-02 -2.11810963E-02
    1   50  2.25000000E-01 -1.50000000E+00  8.54806770E-02 -2.10343074E-02
    1   51  2.50000000E-01 -1.50000000E+00  8.55110522E-02 -2.08805281E-02
    1   52  2.75000000E-01 -1.50000000E+00  8.55393085E-02 -2.07198797E-02
    1   53  3.00000000E-01 -1.50000000E+00  8.55653395E-02 -2.05524877E-02
    1   54  3.25000000E-01 -1.50000000E+00  8.55890428E-02 -2.03784820E-02
    1   55  3.50000000E-01 -1.50000000E+00  8.56103199E-02 -2.01979966E-02
    1   56  3.75000000E-01 -1.50000000E+00  8.56290754E-02 -2.00111698E-02
    1   57  4.00000000E-01 -1.50000000E+00  8.56452178E-02 -1.98181442E-02
    1   58  4.25000000E-01 -1.50000000E+00  8.56586584E-02 -1.96190664E-02
    1   59  4.50000000E-01 -1.50000000E+00  8.56693121E-02 -1.94140871E-02
    1   60  4.75000000E-01 -1.50000000E+00  8.56770967E-02 -1.92033607E-02
    1   61  5.00000000E-01 -1.50000000E+00  8.56819330E-02 -1.89870455E-02
    1   62  5.25000000E-01 -1.50000000E+00  8.56837449E-02 -1.87653035E-02
    1   63  5.50000000E-01 -1.50000000E+00  8.56824595E-02 -1.85383001E-02
    1   64  5.75000000E-01 -1.50000000E+00  8.56780065E-02 -1.83062039E-02
    1   65  6.00000000E-01 -1.50000000E+00  8.56703185E-02 -1.80691868E-02
    1   66  6.25000000E-01 -1.50000000E+00  8.56593311E-02 -1.78274239E-02
