1	507122.6964	4188573.105	879.6	55.8534379	0.751079555	44.58776054
2	507121.1554	4188574.679	878.5	55.25187804	2.5597013	43.58908656
3	507120.5124	4188575.466	878.2	52.91847509	0.84775095	43.71538537
4	507119.3941	4188576.519	877.5	53.5802015	0.152064476	44.01024929
5	507118.8485	4188576.674	877.7	53.6882247	0.148558975	44.00769751
6	507117.7924	4188577.061	877.5	52.8339695	0.195669047	43.86505715
7	507116.8418	4188577.46	877.3	51.91258422	-0.90177663	44.57092352
8	507115.7229	4188579.201	877.9	54.84375704	-0.236539638	45.09393661
9	507114.9299	4188580.609	877.8	55.23946427	0.635133957	44.20687452
10	507114.2427	4188581.618	877.2	54.98477292	0.843508236	43.26730179
11	507113.4063	4188582.339	876.6	53.40867411	1.331193506	42.54236447
12	507112.5965	4188582.771	876.1	53.19988113	-0.450432726	42.33147764
13	507111.0478	4188582.914	875.3	52.35388917	-1.2500755	42.45627833
14	507109.3752	4188584.055	875.3	52.41449393	-3.433941195	43.24982547
15	507107.1752	4188584.519	875.9	52.6785184	-2.999473514	43.9766439
16	507106.3828	4188585.162	876	53.37021676	-4.462540402	44.16310683
17	507104.7982	4188586.292	876.2	53.19981049	-2.371850176	44.28775583
18	507103.6977	4188587.146	876.4	53.38935168	-1.965489039	44.16666442
19	507102.2888	4188588.42	877	53.10642965	-0.857508016	43.79579658
20	507100.5732	4188588.397	877.7	53.47197472	-2.321470197	43.22276201
21	507099.1208	4188589.172	878.1	52.53980464	-3.02171116	43.00135346
22	507097.7215	4188589.692	878.1	52.55842788	-5.235225175	43.09297742
23	507096.6825	4188590.634	878.3	52.45819026	-4.905186305	43.58873223
24	507096.0658	4188591.522	878.3	53.21337431	-5.868369726	44.14548094
25	507094.8954	4188591.776	878.6	53.81529434	-4.883684712	44.57581742
26	507093.5313	4188592.307	879.4	54.24547725	-4.779738783	44.55332412
27	507091.9116	4188593.215	880.2	54.81577803	-5.258268476	44.48441479
28	507091.005	4188593.625	880.6	54.59953308	-4.408672654	44.3527526
29	507089.8611	4188593.802	881.8	54.46816598	-3.526702752	44.49372735
30	507088.2327	4188594.621	881.8	55.10019666	-3.57865929	44.67742115
31	507087.0181	4188595.175	882.1	54.82021105	-3.480943085	44.81250401
32	507086.0498	4188595.784	882.5	55.3812776	-3.732440968	44.84687558
33	507085.1259	4188595.872	882.8	55.11445473	-3.579819119	44.82132615
34	507083.727	4188595.849	883.4	55.18524751	-3.640218842	44.76795822
35	507082.4071	4188596.036	884.2	55.10731701	-3.066985854	44.92571263
36	507081.4564	4188596.568	884.7	55.26239312	-2.69046331	45.02267396
37	507080.3827	4188597	884.9	55.29688844	-3.141324243	45.10486746
38	507079.1507	4188597.221	885.2	55.52569961	-1.03212366	45.43277796
39	507077.8036	4188598.418	885.8	55.47581584	-0.863562792	45.54601338

#3_1_180
#stop	E	N	height	inc	dec	int
