1	501702.2947	4171113.578	1625.7	57.3483477	-0.501402849	45.12687888	0
2	501702.5412	4171115.02	1625	56.44628346	0.283281734	43.95462273	1.46766409003377
3	501701.721	4171116.485	1624.1	54.45527832	1.212275432	42.85184763	3.14992185600386
4	501703.3342	4171117.539	1623.6	53.66399603	0.884255132	43.56359592	5.07689794551724
5	501705.0976	4171117.795	1623.1	54.3674379	-0.415929707	43.66847864	6.85297474001766
6	501705.6881	4171118.66	1622.5	53.8339924	0.25394559	43.61484305	7.90585812785648
7	501707.0368	4171120.147	1622.7	53.53075557	-0.27889148	43.90632702	9.91525964033537
8	501708.5531	4171121.201	1622	52.86854183	-0.812582058	43.41070848	11.7610127880666
9	501710.1927	4171122.866	1620.5	52.36420668	1.028946555	42.99787382	14.0980414025119
10	501711.5942	4171124.397	1620.8	51.65917383	0.340104143	42.67100568	16.1758018490382
11	501714.5566	4171124.708	1621	52.53256857	4.02735892	43.2973354	19.1477467650647
12	501716.6023	4171124.032	1620.8	52.05668792	2.739215137	43.32294908	21.295887339968
13	501717.7306	4171125.231	1620.7	51.36204148	2.961995803	43.92893974	22.9402149350561
14	501719.8376	4171126.562	1621.3	51.80661151	6.120830497	44.67428049	25.4303444558495
15	501720.8075	4171126.085	1622.6	52.40837019	3.259048438	45.22401052	26.5127733930025
16	501722.183	4171126.064	1622.6	53.31224961	2.814647657	45.57778296	27.8819497316741
17	501723.805	4171127.251	1622.2	53.40550632	-0.941550815	45.30443717	29.891351244153
18	501724.7396	4171127.429	1621.9	53.03880817	-0.787167034	44.68424085	30.8359455322944
19	501725.9913	4171128.783	1621.7	53.67142706	-0.698597025	44.61769606	32.6768092591249
20	501727.2518	4171130.092	1621.9	53.32784247	-0.67100904	44.64993513	34.493028450952
21	501727.3572	4171131.978	1622.2	53.99804434	-0.037728785	44.842323	36.3846008623489
22	501727.0924	4171133.587	1622.4	53.62990899	-0.708964207	44.63656555	38.0179294872033
23	501727.489	4171134.53	1621.8	53.48960049	0.431554429	44.4061463	39.0448117412069
24	501729.984	4171135.218	1620.7	53.44340401	0.901379416	44.85110705	41.6308185883597
25	501730.0455	4171136.361	1620.8	52.16403089	164.5607478	45.09406307	42.7857563349003
26	501729.2338	4171138.68	1622.4	54.33326749	-0.822724018	45.4365996	45.2467605318754
27	501730.3797	4171140.344	1623	55.41482422	-0.38326641	45.07020405	47.2740237424012
28	501731.8695	4171141.398	1621.8	53.66140486	-168.5374765	43.18558183	49.1001406597865
29	501732.9274	4171142.02	1621.8	52.01117183	178.6478434	43.87436302	50.330642758274
30	501734.1881	4171142.375	1622.7	53.08610679	165.1459787	45.23038725	51.6392355337316
31	501735.0697	4171143.019	1622.5	52.69957081	177.6846735	45.52137253	52.7299590667985
32	501736.0215	4171144.683	1622.9	53.42410074	-169.362057	45.2915058	54.6475580880636
33	501736.4357	4171145.737	1623.1	52.54018542	165.883472	44.82295753	55.7828191348651
34	501737.0086	4171146.847	1623.3	51.44451596	-152.6638167	44.82325109	57.0351017224553
35	501738.569	4171147.591	1624.8	54.4434562	-24.10084344	46.59160499	58.7622980849934
36	501739.5829	4171148.057	1626	54.60439468	-126.4642113	46.70509281	59.8734872586202
37	501740.4733	4171148.501	1626.6	55.22972186	2.790894972	46.62605897	60.8691770637243
38	501741.7252	4171148.534	1627.4	55.82489634	1.317294565	46.41214244	62.1214596513145
39	501743.8147	4171149.422	1627.4	55.81758894	1.604701424	46.42372555	64.3880088248247
							
#1_1_180							
#stop	E	N	height	inc	dec	int	dis

