1	499413.2049	4171917.728	1826.4	54.84491899	6.084016881	47.13175373
2	499412.0324	4171917.562	1827.3	53.44767212	10.24266389	45.8062375
3	499411.4152	4171917.562	1826.5	52.81225733	10.91443175	44.25816977
4	499410.8422	4171917.54	1825.7	52.05307736	9.522732008	42.34727122
5	499410.1193	4171917.152	1825	52.19428957	7.381241771	42.31405321
6	499409.3876	4171917.584	1823.4	51.22161764	4.733075602	42.16530657
7	499408.6205	4171917.34	1822.6	50.44113758	3.443979373	42.68568191
8	499407.8095	4171917.595	1822.1	51.09149731	4.400299092	43.29393175
9	499406.9279	4171917.396	1821.8	50.783004	4.824227665	43.23186171
10	499406.2667	4171917.707	1821.6	50.74733211	5.915607221	42.56799739
11	499405.8259	4171917.651	1821	49.35881852	5.083338988	41.61426372
12	499404.5035	4171917.762	1820.5	49.1893048	3.471511727	41.13390335
13	499403.4015	4171917.596	1820.2	50.93206419	2.886959652	41.16786046
14	499402.7403	4171917.674	1820	51.36471573	2.08185499	40.88878254
15	499401.5854	4171917.707	1820.4	51.29385996	-0.19211246	40.82318595
16	499400.9771	4171917.618	1822.1	51.7328565	-1.628203578	40.97334475
17	499400.3952	4171917.396	1823.8	52.19136798	-2.94373065	41.35811608
18	499399.6106	4171917.541	1824.6	52.73761425	-4.107813647	41.82014759
19	499398.7466	4171917.363	1825.4	54.32324926	-4.780652427	42.84269315
20	499397.8208	4171916.587	1826.4	54.09762549	-5.940761086	44.17350288
21	499396.8335	4171916.598	1827	54.98903769	-4.184343929	44.18488308
22	499396.1722	4171916.398	1828.1	54.38893559	-3.077621285	44.62137855
23	499395.3347	4171916.121	1828.5	54.8374859	-3.006213891	45.1439004
24	499394.4972	4171915.921	1828.6	54.92339796	-0.924058523	45.30813939
25	499392.9455	4171915.489	1828.8	54.88536865	-0.621197355	45.07922896
26	499392.3548	4171915.1	1828.8	55.00624404	-0.852855092	45.1006339
27	499391.341	4171915.256	1828.9	54.80511125	-1.402142819	45.61159168
28	499390.6621	4171915.178	1829.3	55.89896223	-1.073203691	45.50112291
29	499389.7805	4171914.568	1829.5	55.94392251	-0.500558979	45.74153313
30	499388.3258	4171914.346	1829.8	56.26827538	2.256469119	46.62700182
31	499391.6491	4171909.664	1830.9	56.0472724	-4.807354942	47.46943793

#5_2_125
#stop	E	N	height	inc	dec	int
