2.891000000000000000e+03 0.000000000000000000e+00
2.889999653979238246e+03 2.295760279999999984e-11
2.888999307958477402e+03 9.152418410000000588e-11
2.887998961937716103e+03 2.052640279999999962e-10
2.886998615916954805e+03 3.637100900000000166e-10
2.885998269896193506e+03 5.664420039999999525e-10
2.884997923875432207e+03 8.129775740000000278e-10
2.883997577854670908e+03 1.102911649999999977e-09
2.882997231833909609e+03 1.435746849999999957e-09
2.881996885813148310e+03 1.811092829999999991e-09
2.880996539792387011e+03 2.228437660000000132e-09
2.879996193771626167e+03 2.687405630000000104e-09
2.878995847750864868e+03 3.187470070000000059e-09
2.877995501730103570e+03 3.728269689999999642e-09
2.876995155709342271e+03 4.309264060000000370e-09
2.875994809688580972e+03 4.930105659999999741e-09
2.874994463667819673e+03 5.590239829999999782e-09
2.873994117647058374e+03 6.289332610000000081e-09
2.872993771626297075e+03 7.026881300000000038e-09
2.871993425605536231e+03 7.802371190000000351e-09
2.870993079584774932e+03 8.615486989999999613e-09
2.869992733564013633e+03 9.465641600000000095e-09
2.868992387543252335e+03 1.035253310000000019e-08
2.867992041522491036e+03 1.127556270000000075e-08
2.866991695501729737e+03 1.223444010000000023e-08
2.865991349480968438e+03 1.322855509999999934e-08
2.864991003460207139e+03 1.425762890000000018e-08
2.863990657439445840e+03 1.532103869999999944e-08
2.862990311418684996e+03 1.641851990000000047e-08
2.861989965397923697e+03 1.754943390000000151e-08
2.860989619377162398e+03 1.871353029999999886e-08
2.859989273356401100e+03 1.991016059999999919e-08
2.858988927335639801e+03 2.113908339999999836e-08
2.857988581314878502e+03 2.239963950000000129e-08
2.856988235294117203e+03 2.369159799999999890e-08
2.855987889273355904e+03 2.501440300000000093e-08
2.854987543252595060e+03 2.636749129999999990e-08
2.853987197231833761e+03 2.775064799999999845e-08
2.852986851211072462e+03 2.916318740000000132e-08
2.851986505190311163e+03 3.060490529999999968e-08
2.850986159169549865e+03 3.207510349999999926e-08
2.849985813148788566e+03 3.357359190000000068e-08
2.848985467128027267e+03 3.509966010000000247e-08
2.847985121107265968e+03 3.665313029999999758e-08
2.846984775086504669e+03 3.823327790000000319e-08
2.845984429065743825e+03 3.983994290000000139e-08
2.844984083044982526e+03 4.147238290000000035e-08
2.843983737024221227e+03 4.313043790000000203e-08
2.842983391003459928e+03 4.481337970000000258e-08
2.841983044982698630e+03 4.652104829999999733e-08
2.840982698961937331e+03 4.825285419999999855e-08
2.839982352941176032e+03 5.000819310000000053e-08
2.838982006920414733e+03 5.178692320000000110e-08
2.837981660899653889e+03 5.358829110000000163e-08
2.836981314878892590e+03 5.541214779999999763e-08
2.835980968858131291e+03 5.725775049999999716e-08
2.834980622837369992e+03 5.912495379999999689e-08
2.833980276816608693e+03 6.101300439999999988e-08
2.832979930795847395e+03 6.292176380000000004e-08
2.831979584775086096e+03 6.485046810000000034e-08
2.830979238754324797e+03 6.679899659999999706e-08
2.829978892733563498e+03 6.876656759999999744e-08
