# <time> <evaluation_point_x> <evaluation_point_y> <velocity_x> <velocity_y> <pressure> <temperature> <C_1> <C_2>
0 0.5 0.6 5.71973e-12 -0.00464694 0.190265 0 1 0

0.21018 0.5 0.6 -1.32787e-11 -0.00468315 0.191269 0 1 -5.27037e-14

0.418747 0.5 0.6 2.01314e-12 -0.00466884 0.190324 0 1 7.92732e-12

0.627958 0.5 0.6 -9.32742e-12 -0.00464371 0.189473 0 1 -3.01839e-11

0.838306 0.5 0.6 -3.32324e-12 -0.00461239 0.188707 0 0.999999 9.34438e-12

1.05009 0.5 0.6 8.46358e-13 -0.00458021 0.187913 0 0.999999 6.98328e-11

1.26336 0.5 0.6 7.4536e-12 -0.00454696 0.187055 0 0.999998 8.27837e-12

1.4782 0.5 0.6 2.28676e-11 -0.00451136 0.186295 0 0.999998 -1.19716e-10

1.69474 0.5 0.6 1.93955e-11 -0.00447585 0.186106 0 0.999996 -1.3979e-10

1.913 0.5 0.6 -2.49289e-11 -0.00444098 0.186298 0 0.999993 3.83748e-11

2.13297 0.5 0.6 -1.2037e-11 -0.00440864 0.186426 0 0.999988 3.16975e-10

2.35457 0.5 0.6 1.77571e-12 -0.00438013 0.185433 0 0.999982 3.32727e-10

2.57759 0.5 0.6 -8.64223e-13 -0.00434702 0.185096 0 0.999975 1.94171e-10

2.80232 0.5 0.6 -7.5604e-12 -0.00431397 0.18453 0 0.999967 2.7216e-11

3.02877 0.5 0.6 2.88325e-13 -0.00427894 0.184848 0 0.999958 -5.04952e-11

3.25708 0.5 0.6 -8.83514e-13 -0.00424399 0.185648 0 0.999949 -3.51705e-11

3.48728 0.5 0.6 2.54811e-11 -0.00420961 0.186624 0 0.999939 -3.00203e-11

3.71936 0.5 0.6 2.27995e-13 -0.0041775 0.186756 0 0.99993 -1.38749e-10

3.95322 0.5 0.6 -5.38767e-12 -0.00414439 0.187278 0 0.999922 -3.94212e-10

4.18896 0.5 0.6 -3.89943e-12 -0.00411209 0.188257 0 0.999914 -7.48071e-10

4.42656 0.5 0.6 5.16216e-12 -0.00408164 0.189039 0 0.999908 -1.07353e-09

4.66593 0.5 0.6 2.38118e-12 -0.00404132 0.182582 0 0.999902 -9.16533e-10

4.90765 0.5 0.6 -6.78529e-12 -0.00401052 0.183053 0 0.999895 -5.69806e-10

5.15124 0.5 0.6 -4.7479e-12 -0.00397968 0.183915 0 0.99989 -1.80043e-10

5.39671 0.5 0.6 -1.75163e-11 -0.00394898 0.184686 0 0.999885 1.80555e-10

5.6441 0.5 0.6 -6.25441e-12 -0.00391963 0.185612 0 0.999881 4.82461e-10

5.89334 0.5 0.6 -1.02178e-12 -0.00389134 0.186782 0 0.999877 7.15135e-10

6.1444 0.5 0.6 -1.50293e-11 -0.00386435 0.188012 0 0.999875 8.76863e-10

6.39722 0.5 0.6 -3.09355e-12 -0.00383768 0.189009 0 0.999873 9.69213e-10

6.6518 0.5 0.6 -1.43559e-11 -0.00381088 0.190115 0 0.999873 9.93621e-10

6.90817 0.5 0.6 -2.6634e-11 -0.00378358 0.19147 0 0.999873 9.525e-10

7.16536 0.5 0.6 -3.92119e-12 -0.00375282 0.190966 0 0.999871 9.34338e-10

7.41986 0.5 0.6 -8.13602e-12 -0.00372672 0.192615 0 0.999873 6.82036e-10

7.67172 0.5 0.6 1.8397e-12 -0.00370175 0.194095 0 0.999878 2.19853e-10

7.92079 0.5 0.6 5.75875e-12 -0.00367801 0.195664 0 0.999887 -2.5556e-10

8.16732 0.5 0.6 -8.71412e-13 -0.00365577 0.19702 0 0.999898 -5.7941e-10

8.41151 0.5 0.6 5.98266e-12 -0.00363325 0.198259 0 0.999909 -6.5919e-10

8.65331 0.5 0.6 -5.24895e-12 -0.00361076 0.199575 0 0.99992 -4.40374e-10

8.89304 0.5 0.6 -6.14075e-11 -0.00358938 0.201131 0 0.999931 3.02492e-10

9.13086 0.5 0.6 -8.67858e-11 -0.00356876 0.202433 0 0.999941 1.64908e-09

9.36692 0.5 0.6 -1.62766e-11 -0.00354918 0.203861 0 0.999951 3.16287e-09

9.60113 0.5 0.6 -1.62188e-11 -0.00353465 0.203274 0 0.999968 3.56845e-09

9.83285 0.5 0.6 -6.19258e-12 -0.00351658 0.204599 0 0.999988 3.37934e-09

10.0616 0.5 0.6 -8.73845e-12 -0.00349828 0.205458 0 1.00001 2.81941e-09

10.2877 0.5 0.6 -9.91036e-12 -0.00347994 0.206131 0 1.00003 2.03346e-09

10.5114 0.5 0.6 1.11103e-11 -0.00346231 0.207345 0 1.00005 1.14035e-09

10.7329 0.5 0.6 5.22616e-11 -0.00344734 0.208584 0 1.00007 2.40082e-10

10.9521 0.5 0.6 3.49818e-12 -0.00343286 0.209416 0 1.00008 -5.94391e-10

11.1691 0.5 0.6 -1.27219e-11 -0.00341914 0.209986 0 1.0001 -1.29804e-09

11.3841 0.5 0.6 -7.61643e-12 -0.00340616 0.210864 0 1.00011 -1.86333e-09

11.5971 0.5 0.6 -6.49212e-12 -0.00339342 0.211731 0 1.00012 -2.32191e-09

11.8083 0.5 0.6 -1.66135e-12 -0.00338926 0.209952 0 1.00013 -2.55244e-09

12.0172 0.5 0.6 -5.55556e-12 -0.00337545 0.210989 0 1.00014 -2.82173e-09

12.2243 0.5 0.6 3.39395e-12 -0.00336316 0.211653 0 1.00014 -3.25512e-09

12.4298 0.5 0.6 -1.61699e-11 -0.00335118 0.212494 0 1.00015 -3.90693e-09

12.6338 0.5 0.6 -3.0651e-11 -0.00333937 0.213443 0 1.00015 -4.7849e-09

12.8365 0.5 0.6 3.26187e-11 -0.00332795 0.214436 0 1.00016 -5.86169e-09

13.0378 0.5 0.6 1.75894e-11 -0.00331672 0.215328 0 1.00016 -7.08317e-09

13.2378 0.5 0.6 -2.18485e-11 -0.00330592 0.215718 0 1.00016 -8.3786e-09

13.4368 0.5 0.6 7.78334e-11 -0.00329551 0.215889 0 1.00016 -9.66722e-09

13.6343 0.5 0.6 8.59909e-11 -0.00328487 0.215844 0 1.00016 -1.08677e-08

13.8303 0.5 0.6 -2.62394e-12 -0.0032738 0.210676 0 1.00016 -1.19591e-08

14.0246 0.5 0.6 9.77184e-13 -0.00326414 0.211509 0 1.00016 -1.28871e-08

14.2174 0.5 0.6 -9.68907e-12 -0.00325483 0.212472 0 1.00015 -1.35866e-08

14.4086 0.5 0.6 1.10817e-11 -0.00324569 0.214115 0 1.00015 -1.3991e-08

14.5984 0.5 0.6 2.26116e-11 -0.0032369 0.215899 0 1.00015 -1.40435e-08

14.7866 0.5 0.6 3.49554e-11 -0.00322832 0.217278 0 1.00014 -1.37031e-08

14.9734 0.5 0.6 -2.16516e-12 -0.00321983 0.218209 0 1.00014 -1.29461e-08

15.1589 0.5 0.6 1.26304e-11 -0.00321162 0.21846 0 1.00014 -1.17657e-08

15.3431 0.5 0.6 5.59356e-11 -0.00320385 0.218215 0 1.00014 -1.01699e-08

15.5262 0.5 0.6 -1.15991e-11 -0.00319637 0.218792 0 1.00015 -8.18131e-09

15.7081 0.5 0.6 5.10044e-12 -0.00320227 0.222734 0 1.00014 -6.39412e-09

15.8881 0.5 0.6 1.28373e-11 -0.00319682 0.224303 0 1.00014 -4.37342e-09

16.067 0.5 0.6 -3.04843e-11 -0.00319155 0.225442 0 1.00014 -1.9489e-09

16.2449 0.5 0.6 -7.59705e-12 -0.00318647 0.226374 0 1.00015 9.07297e-10

16.4219 0.5 0.6 -1.18381e-11 -0.00318169 0.22741 0 1.00016 4.14966e-09

16.5978 0.5 0.6 -7.47389e-12 -0.00317725 0.227637 0 1.00017 7.68537e-09

16.7725 0.5 0.6 -6.92895e-12 -0.0031729 0.227074 0 1.00019 1.14087e-08

16.9463 0.5 0.6 -5.24193e-11 -0.00316852 0.225521 0 1.0002 1.52119e-08

17.1191 0.5 0.6 -2.07533e-11 -0.00316431 0.223782 0 1.00022 1.89876e-08

17.291 0.5 0.6 4.22427e-12 -0.00316033 0.224221 0 1.00023 2.26311e-08

17.462 0.5 0.6 -3.30737e-11 -0.00315666 0.223679 0 1.0002 2.64743e-08

17.6321 0.5 0.6 -9.19464e-12 -0.00315251 0.224735 0 1.00016 3.00957e-08

17.8014 0.5 0.6 -1.9439e-11 -0.00314838 0.226006 0 1.00011 3.33133e-08

17.97 0.5 0.6 -1.35334e-10 -0.00314431 0.226923 0 1.00005 3.60633e-08

18.1379 0.5 0.6 7.2651e-11 -0.00314049 0.227987 0 0.999996 3.83499e-08

18.305 0.5 0.6 7.61593e-11 -0.00313683 0.229437 0 0.99994 4.02195e-08

18.4716 0.5 0.6 1.3104e-11 -0.00313323 0.231183 0 0.999884 4.17455e-08

18.6374 0.5 0.6 -5.16555e-11 -0.00312972 0.232709 0 0.999828 4.30211e-08

18.8027 0.5 0.6 -1.35082e-10 -0.00312622 0.233819 0 0.999774 4.41426e-08

18.9674 0.5 0.6 -1.20468e-11 -0.00312271 0.234575 0 0.999721 4.5199e-08

19.1315 0.5 0.6 -6.96599e-13 -0.00311647 0.238372 0 0.999666 4.64771e-08

19.2946 0.5 0.6 -5.56944e-12 -0.00311347 0.238585 0 0.999615 4.78304e-08

19.4571 0.5 0.6 2.48828e-11 -0.00311065 0.237862 0 0.999568 4.922e-08

19.619 0.5 0.6 -1.20567e-11 -0.00310801 0.237894 0 0.999528 5.06281e-08

19.7802 0.5 0.6 -2.20393e-11 -0.00310553 0.239103 0 0.999496 5.20306e-08

19.9407 0.5 0.6 3.55319e-11 -0.0031031 0.240278 0 0.999472 5.33875e-08

20.1007 0.5 0.6 7.53829e-11 -0.00310078 0.241215 0 0.999456 5.46411e-08

20.2601 0.5 0.6 -1.44979e-11 -0.00309856 0.242079 0 0.999448 5.57194e-08

20.419 0.5 0.6 3.78034e-11 -0.00309637 0.242551 0 0.999448 5.654e-08

20.5774 0.5 0.6 3.39267e-11 -0.00309424 0.242672 0 0.999455 5.70145e-08

20.7351 0.5 0.6 1.54434e-11 -0.00309014 0.240692 0 0.999467 5.70535e-08

20.8924 0.5 0.6 -7.09279e-12 -0.00308788 0.2409 0 0.999485 5.65667e-08

21.0491 0.5 0.6 -1.07607e-11 -0.00308573 0.241637 0 0.999507 5.54694e-08

21.2052 0.5 0.6 -1.19097e-10 -0.00308378 0.242053 0 0.999533 5.36849e-08

21.3608 0.5 0.6 -6.50759e-11 -0.00308185 0.242832 0 0.99956 5.11421e-08

21.5158 0.5 0.6 -2.50472e-11 -0.00307998 0.244213 0 0.99959 4.77782e-08

21.6702 0.5 0.6 1.54314e-11 -0.00307819 0.245483 0 0.999621 4.35381e-08

21.8242 0.5 0.6 -1.32685e-10 -0.00307657 0.246535 0 0.999652 3.83762e-08

21.9776 0.5 0.6 1.46271e-10 -0.00307511 0.247391 0 0.999684 3.22582e-08

22.1305 0.5 0.6 1.68722e-11 -0.00307375 0.24821 0 0.999715 2.51631e-08

22.283 0.5 0.6 -5.9532e-10 -0.0030757 0.250923 0 0.999747 1.70782e-08

22.4349 0.5 0.6 -7.14101e-10 -0.00307466 0.25181 0 0.999779 8.00665e-09

22.5863 0.5 0.6 -8.8588e-10 -0.00307368 0.253346 0 0.999812 -2.02063e-09

22.7373 0.5 0.6 -9.27374e-10 -0.00307275 0.254092 0 0.999844 -1.29617e-08

22.8878 0.5 0.6 -1.14046e-09 -0.00307182 0.255591 0 0.999877 -2.47554e-08

23.038 0.5 0.6 -1.74438e-09 -0.00307087 0.257175 0 0.999909 -3.73202e-08

23.1878 0.5 0.6 -2.39529e-09 -0.00306994 0.259567 0 0.999942 -5.05484e-08

